-10121.336,-32719.227,45.414806
-10128.554,-32707.451,5.2308416
-10128.574,-32707.43,5.0985456
-10127.494,-32709.068,7.0848064
-10128.607,-32707.47,4.903552
-10126.236,-32711.473,17.954878
-10127.396,-32709.574,8.484634
-10124.519,-32713.41,27.635382
-10127.579,-32708.984,6.762974
-10126.098,-32711.473,19.437683
-10127.417,-32709.266,7.2243605
-10125.922,-32712.4,19.177757
-10128.485,-32707.684,5.4727216
-10127.82,-32711.416,19.131193
-10128.598,-32707.404,4.9576063
-10128.502,-32707.652,5.3104043
-10124.02,-32714.855,31.006498
-10128.515,-32707.596,5.215399
-10140.028,-32698.244,-44.065056
-10128.56,-32707.516,5.0942054
-10126.848,-32710.408,9.802599
-10127.481,-32709.54,8.081785
-10128.469,-32707.61,5.4262867
-10128.496,-32707.56,5.425384
-10128.035,-32708.428,5.8336024
-10130.726,-32702.541,-11.644972
-10128.108,-32708.273,7.40514
-10125.791,-32712.2,19.827387
-10125.553,-32712.348,22.235003
-10126.657,-32710.65,15.874912
-10126.201,-32716.768,37.77912
-10127.191,-32709.848,9.128287
-10130.791,-32702.586,-11.097946
-10135.295,-32701.29,-25.021729
-10136.764,-32700.145,-31.505379
-10125.401,-32712.06,13.725003
-10127.57,-32709.072,6.804356
-10127.818,-32711.04,18.126402
-10126.374,-32711.2,17.801497
-10126.556,-32710.883,11.301611
-10127.182,-32710.277,12.713464
-10126.38,-32710.896,15.818108
-10127.015,-32710.105,9.344392
-10131.797,-32705.744,-3.2755551
-10131.871,-32706.66,-1.6185956
-10132.12,-32706.19,-1.645534
-10131.874,-32706.676,-1.583837
-10131.435,-32706.064,-2.2097132
