-32727.107,-10145.691,0.06643565
-32727.2,-10145.754,0.024316642
-32727.125,-10145.656,0.07321629
-32727.102,-10145.675,0.07111871
-32727.09,-10145.687,0.060329664
-32727.111,-10145.662,0.07285508
-32726.727,-10145.325,0.32167757
-32727.096,-10145.695,0.060626477
-32726.664,-10145.139,0.51989037
-32727.113,-10145.673,0.07031956
-32727.14,-10145.647,0.08766913
-32726.723,-10145.29,0.3384166
-32726.535,-10145.409,0.5736239
-32726.719,-10145.31,0.31427932
-32727.113,-10145.707,0.05344804
-32726.758,-10145.185,0.42488816
-32726.73,-10145.269,0.345283
-32727.123,-10145.666,0.07129488
-32726.621,-10145.284,0.54042435
-32727.312,-10145.702,0.035562366
-32726.707,-10145.309,0.2987863
-32727.178,-10145.601,0.112952545
-32727.176,-10145.419,-0.058003187
-32727.268,-10145.724,0.045483187
-32726.646,-10145.217,0.5553559
-32726.5,-10145.249,0.6907986
-32727.123,-10145.6455,0.07939358
-32726.734,-10145.228,0.47547626
-32726.686,-10145.205,0.49980465
-32726.672,-10145.492,0.2988961
-32726.6,-10145.176,0.61117715
-32727.307,-10145.709,0.032562446
-32727.238,-10145.756,0.026921835
-32726.596,-10145.25,0.6281684
-32726.863,-10145.261,0.32583565
-32727.264,-10145.695,0.009913076
-32726.742,-10145.248,0.3420048
-32727.436,-10145.743,-6.540845e-05
-32726.656,-10145.272,0.5255944
-32726.559,-10145.221,0.6658676
-32726.81,-10145.715,0.46529108
-32726.686,-10145.136,0.51023
-32726.836,-10145.102,0.2693034
-32726.637,-10145.1875,0.58442146
-32726.54,-10145.254,0.6641148
-32726.816,-10145.401,0.31816617
-32726.566,-10145.278,0.58377576
-32726.744,-10145.551,0.26760584
-32726.875,-10145.251,0.33709756
-32726.814,-10145.113,0.3282133
-32726.691,-10145.151,0.5033417
-32726.41,-10145.343,0.73234946
-32726.518,-10145.259,0.6845555
-32726.738,-10145.576,0.25602552
-32726.748,-10145.345,0.30961758
-32726.738,-10145.204,0.45863307
-32726.773,-10145.144,0.41101372
-32726.54,-10145.349,0.56758004
-32726.592,-10145.212,0.63584185
-32726.64,-10145.282,0.5265489
-32727.002,-10145.175,0.26752326
-32727.336,-10145.692,0.035140127
-32726.723,-10145.149,0.46903065
-32726.67,-10145.185,0.5272072
-32726.518,-10145.212,0.69595075
-32726.852,-10145.097,0.25953025
-32726.738,-10145.302,0.31474507
-32726.623,-10145.227,0.5917063
-32727.098,-10145.5,0.25088632
-32726.746,-10145.281,0.32613307
-32727.04,-10145.469,0.1783418
-32726.537,-10145.392,0.59277964
-32726.973,-10145.472,0.17898323
-32726.62,-10145.206,0.5984535
-32727.154,-10145.586,0.3110539
-32726.58,-10145.188,0.6315901
-32726.848,-10145.086,0.24244998
-32726.77,-10145.156,0.41564792
-32727.043,-10145.519,0.19349466
-32726.938,-10145.405,0.21991412
-32727.152,-10145.736,0.034690287
-32726.531,-10145.37,0.5899413
-32726.555,-10145.326,0.5583358
-32726.42,-10145.372,0.18233952
-32726.531,-10145.47,0.17454217
-32725.8,-10144.682,1.1952897
-32726.594,-10145.457,0.03847035
-32725.822,-10144.951,1.0326359
-32725.947,-10144.765,0.9795282
-32726.633,-10145.425,-0.10057636
-32725.752,-10144.911,1.0419211
-32726.63,-10145.428,-0.11294326
-32725.924,-10144.812,0.9745171
-32725.703,-10144.732,1.1891134
-32726.588,-10145.46,0.024669927
-32725.85,-10144.887,1.004223
-32725.69,-10144.867,1.102885
-32726.434,-10145.344,0.18166232
-32726.477,-10145.368,0.3091059
-32725.643,-10144.866,1.1444918
-32725.69,-10145.074,0.99194956
-32726.564,-10145.464,0.10685925
-32726.318,-10144.748,0.8176236
-32725.867,-10144.978,1.0107461
-32725.469,-10144.808,1.4262588
-32726.566,-10145.446,0.13626951
-32725.46,-10144.77,1.4671761
-32726.611,-10145.445,-0.046270937
-32725.59,-10144.966,1.0975494
-32725.477,-10144.834,1.4433829
