-10164.128352397847,-32787.57349312495
-10164.120484139095,-32787.5376534803
-10164.112615880344,-32787.501813835646
-10164.104747621592,-32787.46597419099
-10164.096879362842,-32787.430134546354
-10164.08901110409,-32787.3942949017
-10164.081142845338,-32787.35845525705
-10164.073274586586,-32787.32261561239
-10164.065406327834,-32787.28677596775
-10164.057538069083,-32787.25093632309
-10164.049669810332,-32787.21509667845
-10164.04180155158,-32787.1792570338
-10164.033933292829,-32787.14341738915
-10164.026065034077,-32787.10757774449
-10164.018196775325,-32787.07173809984
-10164.010328516573,-32787.03589845519
-10164.002460257821,-32787.00005881054
-10163.994591999071,-32786.96421916589
-10163.98672374032,-32786.92837952125
-10163.978855481568,-32786.89253987659
-10163.970987222816,-32786.85670023194
-10163.963118964064,-32786.820860587286
-10163.955250705312,-32786.78502094264
-10163.94738244656,-32786.749181297986
-10163.93951418781,-32786.71334165334
-10163.931645929059,-32786.677502008686
-10163.923777670307,-32786.64166236404
-10163.915909411555,-32786.605822719386
-10163.908041152803,-32786.56998307473
-10163.900172894051,-32786.53414343008
-10163.892304635301,-32786.49830378544
-10163.88443637655,-32786.462464140786
-10163.876568117797,-32786.42662449613
-10163.868699859046,-32786.39078485149
-10163.860831600294,-32786.35494520683
-10163.852963341542,-32786.31910556218
-10163.84509508279,-32786.283265917526
-10163.83722682404,-32786.24742627289
-10163.829358565288,-32786.21158662823
-10163.821490306536,-32786.17574698358
-10163.813622047785,-32786.13990733893
-10163.805753789033,-32786.10406769428
-10163.79788553028,-32786.068228049626
-10163.79001727153,-32786.03238840498
-10163.782149012779,-32785.99654876033
-10163.774280754027,-32785.96070911568
-10163.766412495275,-32785.924869471026
-10163.758544236523,-32785.88902982637
-10163.750675977772,-32785.853190181726
-10163.74280771902,-32785.81735053707
-10163.73493946027,-32785.781510892426
-10163.727071201518,-32785.74567124778
-10163.719202942766,-32785.709831603126
-10163.711334684014,-32785.67399195847
-10163.703466425262,-32785.63815231382
-10163.69559816651,-32785.60231266917
-10163.687729907759,-32785.56647302452
-10163.679861649009,-32785.53063337987
-10163.671993390257,-32785.49479373522
-10163.664125131505,-32785.45895409057
-10163.656256872753,-32785.42311444592
-10163.648388614001,-32785.387274801265
-10163.64052035525,-32785.35143515661
-10163.6326520965,-32785.31559551197
-10163.624783837748,-32785.27975586732
-10163.616915578996,-32785.243916222666
-10163.609047320244,-32785.20807657802
-10163.601179061492,-32785.172236933366
-10163.59331080274,-32785.13639728871
-10163.585442543988,-32785.10055764406
-10163.577574285238,-32785.06471799942
-10163.569706026487,-32785.028878354766
-10163.561837767735,-32784.99303871011
-10163.553969508983,-32784.957199065466
-10163.546101250231,-32784.92135942081
-10163.53823299148,-32784.88551977616
-10163.53036473273,-32784.84968013151
-10163.522496473977,-32784.813840486866
-10163.514628215225,-32784.77800084221
-10163.506759956474,-32784.74216119756
-10163.498891697722,-32784.706321552905
-10163.49102343897,-32784.67048190826
-10163.483155180218,-32784.634642263605
-10163.475286921468,-32784.59880261896
-10163.467418662716,-32784.56296297431
-10163.459550403964,-32784.52712332966
-10163.451682145213,-32784.491283685005
-10163.44381388646,-32784.45544404035
-10163.435945627709,-32784.419604395705
-10163.428077368957,-32784.38376475105
-10163.420209110207,-32784.347925106405
-10163.412340851455,-32784.31208546176
-10163.404472592703,-32784.276245817106
-10163.396604333951,-32784.24040617245
-10163.3887360752,-32784.2045665278
-10163.380867816448,-32784.16872688315
-10163.372999557698,-32784.132887238506
-10163.365131298946,-32784.09704759385
-10163.357263040194,-32784.0612079492
-10163.349394781442,-32784.02536830455
