954,71.55,1,19.046,0.0,-30.71,0,19.57,90.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-9.726658547876287,16.37504899208015
954,71.55,2,18.061,0.0,-39.453,0,19.36,86.3,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-11.476772849930224,13.945730742815323
954,71.55,3,17.278,0.0,-42.214,0,19.45,88.1,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-11.609115533435112,12.796785554636584
954,71.55,4,13.323,0.0,24.235,0,20.57,114.1,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,5.468826902505623,12.14883785843036
954,71.55,5,1.455,0.0,6.476,0,20.12,102.7,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.16410511037970957,1.445715917027707
954,71.55,6,3.231,2.602,33.959,0,17.57,57.2,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,1.8048350281342687,2.6799125958171794
954,71.55,7,2.838,6.18,6.323,0,17.47,55.9,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.3125583160112779,2.820735949906016
954,71.55,8,10.752,9.758,5.88,0,18.03,63.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,1.1014920134084696,10.695429834485259
954,71.55,9,7.979,9.758,-9.582,0,17.77,59.9,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-1.3281761910539782,7.867680026889588
954,71.55,10,2.64,-9.758,15.27,0,17.15,51.9,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.6952914480177711,2.546795987572101
954,71.55,11,2.834,-8.133,63.294,0,17.39,54.8,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,2.5316811536401254,1.273635166090903
954,71.55,12,19.446,-6.508,7.108,0,18.53,71.3,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,2.406248646946912,19.296551076528317
954,71.55,13,10.545,-6.508,-17.683,0,18.03,63.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-3.203047832975143,10.04676612545914
954,71.55,14,10.549,-5.531,29.261,0,18.45,70.0,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,5.156232415088183,9.202970622662765
954,71.55,15,3.232,-5.531,-17.734,0,17.57,57.2,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-0.9844617963051738,3.07841825806949
954,71.55,16,2.832,-5.531,33.296,0,17.37,54.6,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,1.5546673685581185,2.3671149894207875
954,71.55,17,2.839,6.18,-57.36,0,17.28,53.4,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-2.3906539308556733,1.5312396229474723
954,71.55,18,10.753,9.758,17.026,0,17.75,59.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,3.1485389602271296,10.281717337873662
954,71.55,19,7.977,9.758,-20.405,0,17.75,59.6,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-2.781211675921634,7.476455752140661
954,71.55,20,2.642,-9.758,-29.598,0,17.12,51.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-1.3049142231177449,2.2972511552516437
954,71.55,21,2.836,-8.133,31.37,0,17.06,50.8,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,1.4763156535337596,2.4214433900323145
954,71.55,22,19.444,-6.508,-3.594,0,18.06,64.0,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-1.2188667020369983,19.40575945338562
954,71.55,23,10.549,-6.508,18.301,0,17.53,56.6,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,3.312481220761246,10.01543155146617
954,71.55,24,3.234,-5.531,-53.545,0,17.24,53.0,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-2.6011831218665273,1.9216145207914894
954,71.55,25,2.833,-5.531,3.32,0,17.19,52.3,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.16406614219180712,2.8282452688878132
954,71.55,26,6.002,3.25,1.641,0,17.46,55.7,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.17187889894228453,5.9995384525893645
954,71.55,27,3.237,5.531,2.351,0,17.53,56.6,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.13278555108803144,3.2342753434768428
954,71.55,28,6.001,-6.508,9.291,0,17.67,58.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.9688542738652801,5.922273414493203
954,71.55,29,4.813,-2.273,3.443,0,17.72,59.1,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.2890472533178829,4.804312717272824
954,71.55,30,12.727,0.0,-0.422,0,19.15,82.2,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-0.0937371912397906,12.72665479766692
954,71.55,31,17.273,1.297,0.104,0,17.69,58.8,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.031352937839839105,17.272971544968424
954,71.55,32,9.956,2.273,-1.439,0,17.86,61.1,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-0.2500215200922843,9.952860153719168
954,71.55,33,16.677,4.875,1.369,0,17.78,60.0,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.3984349440083024,16.672239759414243
954,71.55,34,7.978,4.875,-1.234,0,17.52,56.5,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,-0.17181179833973156,7.976149741946378
954,71.55,35,8.377,5.203,1.389,0,17.65,58.2,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.20306056416150706,8.374538519063748
954,71.55,36,6.399,-9.438,0.56,0,17.66,58.3,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.06254183078699456,6.398694360524013
954,71.55,37,22.803,-5.531,3.26,0,17.16,52.0,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,1.2967390884418963,22.76609928680157
954,71.55,38,13.32,-2.273,0.235,0,17.73,59.3,954,1703779194.044,2023/12/28,15-59-54.044,065954.044000,0.05463214307078199,13.319887962326991
