944,70.8,1,19.047,0.0,-31.532,0,19.54,90.0,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-9.96109886905363,16.234676415652345
944,70.8,2,18.063,0.0,-39.19,0,19.39,86.8,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-11.413902039294374,13.999814614393708
944,70.8,3,17.278,0.0,-41.866,0,19.46,88.4,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-11.531177457108164,12.867059899319676
944,70.8,4,13.317,0.0,31.909,0,20.54,113.2,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,7.038989120666068,11.304650421801849
944,70.8,5,5.611,0.0,-12.546,0,19.58,90.7,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-1.218840299720732,5.477020113508501
944,70.8,6,5.212,0.0,-19.983,0,19.66,92.4,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-1.7811557382715182,4.898206634679926
944,70.8,7,1.853,0.0,1.933,0,20.02,100.5,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.06250319993134788,1.851945558054648
944,70.8,8,1.454,0.0,6.17,0,20.11,102.5,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.15627418203088297,1.4455775247390152
944,70.8,9,10.548,1.297,30.192,0,18.27,67.2,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,5.30458145987572,9.11711135917198
944,70.8,10,13.317,3.898,-3.7,0,19.53,89.8,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-0.8593767490046414,13.289242288530607
944,70.8,11,2.641,3.898,0.0,0,17.13,51.7,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.0,2.641
944,70.8,12,10.545,5.531,30.25,0,18.1,64.5,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,5.312296587945075,9.109145402380353
944,70.8,13,2.638,5.531,30.818,0,17.4,54.9,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,1.3514808757135643,2.265511739669538
944,70.8,14,13.32,6.18,-21.071,0,19.49,89.0,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-4.7888670301100555,12.4293665392861
944,70.8,15,13.317,7.484,-43.669,0,19.65,92.2,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-9.195270605969714,9.632730011943101
944,70.8,16,10.549,10.086,29.603,0,18.08,64.2,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,5.211073004064521,9.172029172779052
944,70.8,17,3.235,10.086,-39.611,0,17.18,52.2,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,-2.062545115663014,2.4922144060763802
944,70.8,18,2.832,10.086,6.811,0,17.15,51.9,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.3358599123413498,2.8120138903074534
944,70.8,19,2.443,-10.414,3.668,0,17.35,54.3,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.1562908199386363,2.4379955249349634
944,70.8,20,2.638,-9.438,8.514,0,17.44,55.4,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.39055871970308176,2.6089284939346054
944,70.8,21,2.444,-8.133,22.958,0,17.22,52.7,944,1703779193.294,2023/12/28,15-59-53.294,065953.294000,0.953297495214555,2.250413269961243
