863,64.725,1,2.642,5.531,15.433,0,17.18,52.2,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.7030661933060549,2.5467355433633334
863,64.725,2,2.837,-9.758,-57.71,0,17.28,53.5,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-2.3982723688423775,1.5155390608120838
863,64.725,3,12.927,-1.297,-28.796,0,19.63,91.8,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-6.226838885197865,11.328451195895571
863,64.725,4,3.035,-1.297,12.033,0,19.78,95.1,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.6327217126393211,2.968314039038788
863,64.725,5,2.446,-1.297,18.435,0,20.46,111.3,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.7734951883487828,2.320478656139996
863,64.725,6,19.644,-0.969,36.2,0,19.38,86.6,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,11.601857734725813,15.851928371752845
863,64.725,7,18.463,-0.969,32.823,0,19.64,92.1,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,10.007787759340076,15.515365067055399
863,64.725,8,16.478,-0.969,31.625,0,19.11,81.4,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,8.640362754193427,14.030987687114083
863,64.725,9,9.955,-0.969,-37.122,0,19.7,93.4,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-6.007983796436266,7.937641696483866
863,64.725,10,9.356,-0.969,-34.075,0,19.32,85.5,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-5.241957522416508,7.74962046381505
863,64.725,11,1.66,-0.969,25.962,0,19.95,98.8,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.7267064130737027,1.492480415013059
863,64.725,12,2.637,5.531,-8.346,0,16.98,49.9,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-0.38276212326631975,2.6090730455456126
863,64.725,13,2.838,-9.758,27.905,0,17.24,53.0,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,1.328203683173304,2.5080109601046146
863,64.725,14,4.425,-1.297,7.1,0,20.5,112.3,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.5469365345766801,4.391068825143288
863,64.725,15,6.79,2.922,1.055,0,17.94,62.2,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.12501872348943754,6.788848968623258
863,64.725,16,16.68,-3.898,-3.061,0,17.8,60.2,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-0.8906972908740227,16.656201798009942
863,64.725,17,9.562,-1.297,3.232,0,19.05,80.3,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,0.5390972484906033,9.546790987377374
863,64.725,18,8.968,-1.297,-2.297,0,19.34,86.0,863,1703779187.219,2023/12/28,15-59-47.219,065947.219000,-0.3594327298394624,8.960794167523332
