Nrep,Time[s],No in Nrep,Range[m],Velocity[m/s],Azimuth[deg],Elevation[deg],Amplitude[dB],amplitude,Data No,UNIXTIME,date,time(h-m-s)
118,8.85,3,1.26,0.0,-43.995,0,19.37,86.4,118,1708967381.122,2024/02/26,17-09-41.122
118,8.85,4,1.257,0.0,41.219,0,19.02,79.8,118,1708967381.122,2024/02/26,17-09-41.122
119,8.925,1,11.346,0.0,-3.83,0,20.11,102.5,119,1708967381.197,2024/02/26,17-09-41.197
119,8.925,2,1.85,0.0,-4.603,0,19.77,94.8,119,1708967381.197,2024/02/26,17-09-41.197
120,9.0,1,11.346,0.0,-3.83,0,20.11,102.5,120,1708967381.272,2024/02/26,17-09-41.272
120,9.0,2,1.85,0.0,-4.603,0,19.76,94.7,120,1708967381.272,2024/02/26,17-09-41.272
121,9.075,1,11.346,0.0,-3.83,0,20.11,102.5,121,1708967381.347,2024/02/26,17-09-41.347
121,9.075,2,1.85,0.0,-4.603,0,19.76,94.7,121,1708967381.347,2024/02/26,17-09-41.347
122,9.15,1,11.346,0.0,-3.83,0,20.11,102.5,122,1708967381.422,2024/02/26,17-09-41.422
122,9.15,2,1.85,0.0,-4.603,0,19.77,94.8,122,1708967381.422,2024/02/26,17-09-41.422
123,9.225,1,11.346,0.0,-3.83,0,20.11,102.5,123,1708967381.497,2024/02/26,17-09-41.497
123,9.225,2,1.85,0.0,-4.603,0,19.77,94.8,123,1708967381.497,2024/02/26,17-09-41.497
124,9.3,1,11.346,0.0,-3.83,0,20.11,102.5,124,1708967381.572,2024/02/26,17-09-41.572
124,9.3,2,1.85,0.0,-4.603,0,19.76,94.7,124,1708967381.572,2024/02/26,17-09-41.572
125,9.375,1,11.346,0.0,-3.83,0,20.11,102.5,125,1708967381.647,2024/02/26,17-09-41.647
125,9.375,2,1.85,0.0,-4.603,0,19.77,94.8,125,1708967381.647,2024/02/26,17-09-41.647
125,9.375,3,1.26,0.0,-43.995,0,19.36,86.3,125,1708967381.647,2024/02/26,17-09-41.647
125,9.375,4,1.262,0.0,41.486,0,19.01,79.6,125,1708967381.647,2024/02/26,17-09-41.647
126,9.45,1,11.346,0.0,-3.83,0,20.11,102.5,126,1708967381.722,2024/02/26,17-09-41.722
126,9.45,2,1.85,0.0,-4.603,0,19.76,94.7,126,1708967381.722,2024/02/26,17-09-41.722
127,9.525,1,11.345,0.0,-3.79,0,20.11,102.5,127,1708967381.797,2024/02/26,17-09-41.797
127,9.525,2,1.85,0.0,-4.603,0,19.76,94.7,127,1708967381.797,2024/02/26,17-09-41.797
128,9.6,1,11.346,0.0,-3.83,0,20.11,102.5,128,1708967381.872,2024/02/26,17-09-41.872
128,9.6,2,1.85,0.0,-4.603,0,19.77,94.8,128,1708967381.872,2024/02/26,17-09-41.872
129,9.675,1,11.345,0.0,-3.79,0,20.11,102.5,129,1708967381.947,2024/02/26,17-09-41.947
129,9.675,2,1.85,0.0,-4.603,0,19.77,94.8,129,1708967381.947,2024/02/26,17-09-41.947
130,9.75,1,11.345,0.0,-3.79,0,20.11,102.5,130,1708967382.022,2024/02/26,17-09-42.022
130,9.75,2,1.85,0.0,-4.603,0,19.77,94.8,130,1708967382.022,2024/02/26,17-09-42.022
131,9.825,1,11.346,0.0,-3.83,0,20.11,102.5,131,1708967382.097,2024/02/26,17-09-42.097
131,9.825,2,1.85,0.0,-4.603,0,19.77,94.8,131,1708967382.097,2024/02/26,17-09-42.097
132,9.9,1,11.345,0.0,-3.79,0,20.11,102.5,132,1708967382.172,2024/02/26,17-09-42.172
132,9.9,2,1.85,0.0,-4.603,0,19.77,94.8,132,1708967382.172,2024/02/26,17-09-42.172
132,9.9,3,22.017,0.0,-0.712,0,17.77,59.8,132,1708967382.172,2024/02/26,17-09-42.172
133,9.975,1,11.345,0.0,-3.79,0,20.11,102.5,133,1708967382.247,2024/02/26,17-09-42.247
133,9.975,2,1.85,0.0,-4.603,0,19.76,94.7,133,1708967382.247,2024/02/26,17-09-42.247
134,10.05,1,11.346,0.0,-3.83,0,20.11,102.5,134,1708967382.322,2024/02/26,17-09-42.322
134,10.05,2,1.85,0.0,-4.603,0,19.77,94.8,134,1708967382.322,2024/02/26,17-09-42.322
135,10.125,1,11.345,0.0,-3.79,0,20.11,102.5,135,1708967382.397,2024/02/26,17-09-42.397
135,10.125,2,1.85,0.0,-4.603,0,19.77,94.8,135,1708967382.397,2024/02/26,17-09-42.397
136,10.2,1,11.345,0.0,-3.79,0,20.11,102.6,136,1708967382.472,2024/02/26,17-09-42.472
136,10.2,2,1.85,0.0,-4.603,0,19.77,94.8,136,1708967382.472,2024/02/26,17-09-42.472
137,10.275,1,11.346,0.0,-3.83,0,20.11,102.5,137,1708967382.547,2024/02/26,17-09-42.547
137,10.275,2,1.85,0.0,-4.603,0,19.77,94.8,137,1708967382.547,2024/02/26,17-09-42.547
138,10.35,1,11.345,0.0,-3.79,0,20.11,102.5,138,1708967382.622,2024/02/26,17-09-42.622
138,10.35,2,1.85,0.0,-4.603,0,19.77,94.8,138,1708967382.622,2024/02/26,17-09-42.622
139,10.425,1,11.346,0.0,-3.83,0,20.11,102.5,139,1708967382.697,2024/02/26,17-09-42.697
139,10.425,2,1.85,0.0,-4.603,0,19.77,94.8,139,1708967382.697,2024/02/26,17-09-42.697
140,10.5,1,11.345,0.0,-3.79,0,20.11,102.5,140,1708967382.772,2024/02/26,17-09-42.772
140,10.5,2,1.85,0.0,-4.603,0,19.76,94.7,140,1708967382.772,2024/02/26,17-09-42.772
141,10.575,1,11.345,0.0,-3.79,0,20.11,102.5,141,1708967382.847,2024/02/26,17-09-42.847
141,10.575,2,1.85,0.0,-4.603,0,19.77,94.8,141,1708967382.847,2024/02/26,17-09-42.847
142,10.65,1,11.346,0.0,-3.83,0,20.11,102.5,142,1708967382.922,2024/02/26,17-09-42.922
142,10.65,2,1.85,0.0,-4.603,0,19.77,94.8,142,1708967382.922,2024/02/26,17-09-42.922
143,10.725,1,11.346,0.0,-3.83,0,20.11,102.5,143,1708967382.997,2024/02/26,17-09-42.997
143,10.725,2,1.85,0.0,-4.603,0,19.77,94.8,143,1708967382.997,2024/02/26,17-09-42.997
144,10.8,1,11.346,0.0,-3.83,0,20.11,102.5,144,1708967383.072,2024/02/26,17-09-43.072
144,10.8,2,1.85,0.0,-4.603,0,19.77,94.8,144,1708967383.072,2024/02/26,17-09-43.072
145,10.875,1,11.345,0.0,-3.79,0,20.11,102.5,145,1708967383.147,2024/02/26,17-09-43.147
145,10.875,2,1.85,0.0,-4.603,0,19.77,94.8,145,1708967383.147,2024/02/26,17-09-43.147
146,10.95,1,11.346,0.0,-3.83,0,20.11,102.5,146,1708967383.222,2024/02/26,17-09-43.222
146,10.95,2,1.85,0.0,-4.603,0,19.76,94.7,146,1708967383.222,2024/02/26,17-09-43.222
147,11.025,1,11.345,0.0,-3.79,0,20.11,102.5,147,1708967383.297,2024/02/26,17-09-43.297
147,11.025,2,1.85,0.0,-4.603,0,19.76,94.7,147,1708967383.297,2024/02/26,17-09-43.297
148,11.1,1,11.346,0.0,-3.83,0,20.11,102.5,148,1708967383.372,2024/02/26,17-09-43.372
148,11.1,2,1.85,0.0,-4.603,0,19.76,94.7,148,1708967383.372,2024/02/26,17-09-43.372
149,11.175,1,11.346,0.0,-3.83,0,20.11,102.5,149,1708967383.447,2024/02/26,17-09-43.447
149,11.175,2,1.85,0.0,-4.603,0,19.77,94.8,149,1708967383.447,2024/02/26,17-09-43.447
150,11.25,1,11.346,0.0,-3.83,0,20.11,102.5,150,1708967383.522,2024/02/26,17-09-43.522
150,11.25,2,1.85,0.0,-4.603,0,19.77,94.8,150,1708967383.522,2024/02/26,17-09-43.522
151,11.325,1,11.345,0.0,-3.79,0,20.11,102.5,151,1708967383.597,2024/02/26,17-09-43.597
151,11.325,2,1.85,0.0,-4.603,0,19.76,94.7,151,1708967383.597,2024/02/26,17-09-43.597
152,11.4,1,11.346,0.0,-3.83,0,20.11,102.5,152,1708967383.672,2024/02/26,17-09-43.672
152,11.4,2,1.85,0.0,-4.603,0,19.77,94.8,152,1708967383.672,2024/02/26,17-09-43.672
153,11.475,1,11.346,0.0,-3.83,0,20.11,102.5,153,1708967383.747,2024/02/26,17-09-43.747
153,11.475,2,1.85,0.0,-4.603,0,19.77,94.8,153,1708967383.747,2024/02/26,17-09-43.747
154,11.55,1,11.346,0.0,-3.83,0,20.11,102.5,154,1708967383.822,2024/02/26,17-09-43.822
154,11.55,2,1.85,0.0,-4.603,0,19.76,94.7,154,1708967383.822,2024/02/26,17-09-43.822
155,11.625,1,11.346,0.0,-3.83,0,20.11,102.5,155,1708967383.897,2024/02/26,17-09-43.897
155,11.625,2,1.85,0.0,-4.603,0,19.76,94.7,155,1708967383.897,2024/02/26,17-09-43.897
156,11.7,1,11.346,0.0,-3.83,0,20.11,102.5,156,1708967383.972,2024/02/26,17-09-43.972
156,11.7,2,1.85,0.0,-4.603,0,19.76,94.7,156,1708967383.972,2024/02/26,17-09-43.972
157,11.775,1,11.346,0.0,-3.83,0,20.11,102.5,157,1708967384.047,2024/02/26,17-09-44.047
157,11.775,2,1.85,0.0,-4.603,0,19.76,94.7,157,1708967384.047,2024/02/26,17-09-44.047
158,11.85,1,11.345,0.0,-3.79,0,20.11,102.5,158,1708967384.122,2024/02/26,17-09-44.122
158,11.85,2,1.85,0.0,-4.603,0,19.77,94.8,158,1708967384.122,2024/02/26,17-09-44.122
159,11.925,1,11.346,0.0,-3.83,0,20.11,102.5,159,1708967384.197,2024/02/26,17-09-44.197
159,11.925,2,1.85,0.0,-4.603,0,19.76,94.7,159,1708967384.197,2024/02/26,17-09-44.197
160,12.0,1,11.346,0.0,-3.83,0,20.11,102.5,160,1708967384.272,2024/02/26,17-09-44.272
160,12.0,2,1.85,0.0,-4.603,0,19.77,94.8,160,1708967384.272,2024/02/26,17-09-44.272
161,12.075,1,11.346,0.0,-3.83,0,20.11,102.5,161,1708967384.347,2024/02/26,17-09-44.347
161,12.075,2,1.85,0.0,-4.603,0,19.77,94.8,161,1708967384.347,2024/02/26,17-09-44.347
162,12.15,1,11.346,0.0,-3.83,0,20.11,102.5,162,1708967384.422,2024/02/26,17-09-44.422
162,12.15,2,1.85,0.0,-4.603,0,19.77,94.8,162,1708967384.422,2024/02/26,17-09-44.422
163,12.225,1,11.346,0.0,-3.83,0,20.11,102.5,163,1708967384.497,2024/02/26,17-09-44.497
163,12.225,2,1.85,0.0,-4.603,0,19.77,94.8,163,1708967384.497,2024/02/26,17-09-44.497
164,12.3,1,11.346,0.0,-3.83,0,20.11,102.5,164,1708967384.572,2024/02/26,17-09-44.572
164,12.3,2,1.85,0.0,-4.603,0,19.76,94.7,164,1708967384.572,2024/02/26,17-09-44.572
165,12.375,1,11.346,0.0,-3.83,0,20.11,102.5,165,1708967384.647,2024/02/26,17-09-44.647
165,12.375,2,1.85,0.0,-4.603,0,19.76,94.7,165,1708967384.647,2024/02/26,17-09-44.647
166,12.45,1,11.346,0.0,-3.83,0,20.11,102.5,166,1708967384.722,2024/02/26,17-09-44.722
166,12.45,2,1.85,0.0,-4.603,0,19.76,94.7,166,1708967384.722,2024/02/26,17-09-44.722
167,12.525,1,11.346,0.0,-3.83,0,20.11,102.5,167,1708967384.797,2024/02/26,17-09-44.797
167,12.525,2,1.85,0.0,-4.603,0,19.77,94.8,167,1708967384.797,2024/02/26,17-09-44.797
168,12.6,1,11.346,0.0,-3.83,0,20.11,102.5,168,1708967384.872,2024/02/26,17-09-44.872
168,12.6,2,1.85,0.0,-4.603,0,19.76,94.7,168,1708967384.872,2024/02/26,17-09-44.872
169,12.675,1,11.346,0.0,-3.83,0,20.11,102.5,169,1708967384.947,2024/02/26,17-09-44.947
169,12.675,2,1.85,0.0,-4.603,0,19.77,94.8,169,1708967384.947,2024/02/26,17-09-44.947
170,12.75,1,11.346,0.0,-3.83,0,20.11,102.5,170,1708967385.022,2024/02/26,17-09-45.022
170,12.75,2,1.85,0.0,-4.603,0,19.77,94.8,170,1708967385.022,2024/02/26,17-09-45.022
171,12.825,1,11.345,0.0,-3.79,0,20.11,102.5,171,1708967385.097,2024/02/26,17-09-45.097
171,12.825,2,1.85,0.0,-4.603,0,19.76,94.7,171,1708967385.097,2024/02/26,17-09-45.097
172,12.9,1,11.346,0.0,-3.83,0,20.11,102.5,172,1708967385.172,2024/02/26,17-09-45.172
172,12.9,2,1.85,0.0,-4.603,0,19.77,94.8,172,1708967385.172,2024/02/26,17-09-45.172
173,12.975,1,11.346,0.0,-3.83,0,20.11,102.5,173,1708967385.247,2024/02/26,17-09-45.247
173,12.975,2,1.85,0.0,-4.603,0,19.77,94.9,173,1708967385.247,2024/02/26,17-09-45.247
174,13.05,1,11.346,0.0,-3.83,0,20.11,102.5,174,1708967385.322,2024/02/26,17-09-45.322
174,13.05,2,1.85,0.0,-4.603,0,19.77,94.8,174,1708967385.322,2024/02/26,17-09-45.322
175,13.125,1,11.345,0.0,-3.79,0,20.11,102.5,175,1708967385.397,2024/02/26,17-09-45.397
175,13.125,2,1.85,0.0,-4.603,0,19.76,94.7,175,1708967385.397,2024/02/26,17-09-45.397
176,13.2,1,11.345,0.0,-3.79,0,20.11,102.5,176,1708967385.472,2024/02/26,17-09-45.472
176,13.2,2,1.85,0.0,-4.603,0,19.76,94.7,176,1708967385.472,2024/02/26,17-09-45.472
177,13.275,1,11.346,0.0,-3.83,0,20.11,102.5,177,1708967385.547,2024/02/26,17-09-45.547
177,13.275,2,1.85,0.0,-4.603,0,19.77,94.8,177,1708967385.547,2024/02/26,17-09-45.547
178,13.35,1,11.346,0.0,-3.83,0,20.11,102.5,178,1708967385.622,2024/02/26,17-09-45.622
178,13.35,2,1.85,0.0,-4.603,0,19.77,94.8,178,1708967385.622,2024/02/26,17-09-45.622
179,13.425,1,11.345,0.0,-3.79,0,20.11,102.5,179,1708967385.697,2024/02/26,17-09-45.697
179,13.425,2,1.85,0.0,-4.603,0,19.77,94.8,179,1708967385.697,2024/02/26,17-09-45.697
180,13.5,1,11.346,0.0,-3.83,0,20.11,102.5,180,1708967385.772,2024/02/26,17-09-45.772
180,13.5,2,1.85,0.0,-4.603,0,19.76,94.7,180,1708967385.772,2024/02/26,17-09-45.772
181,13.575,1,11.346,0.0,-3.83,0,20.11,102.5,181,1708967385.847,2024/02/26,17-09-45.847
181,13.575,2,1.85,0.0,-4.603,0,19.76,94.7,181,1708967385.847,2024/02/26,17-09-45.847
182,13.65,1,11.345,0.0,-3.79,0,20.11,102.5,182,1708967385.922,2024/02/26,17-09-45.922
182,13.65,2,1.85,0.0,-4.603,0,19.77,94.8,182,1708967385.922,2024/02/26,17-09-45.922
183,13.725,1,11.345,0.0,-3.79,0,20.11,102.5,183,1708967385.997,2024/02/26,17-09-45.997
183,13.725,2,1.85,0.0,-4.603,0,19.77,94.8,183,1708967385.997,2024/02/26,17-09-45.997
184,13.8,1,11.345,0.0,-3.79,0,20.11,102.5,184,1708967386.072,2024/02/26,17-09-46.072
184,13.8,2,1.85,0.0,-4.603,0,19.77,94.8,184,1708967386.072,2024/02/26,17-09-46.072
184,13.8,3,1.26,0.0,-43.995,0,19.36,86.3,184,1708967386.072,2024/02/26,17-09-46.072
184,13.8,4,1.262,0.0,41.486,0,19.01,79.7,184,1708967386.072,2024/02/26,17-09-46.072
185,13.875,1,11.346,0.0,-3.83,0,20.11,102.5,185,1708967386.147,2024/02/26,17-09-46.147
185,13.875,2,1.85,0.0,-4.603,0,19.77,94.8,185,1708967386.147,2024/02/26,17-09-46.147
186,13.95,1,11.346,0.0,-3.83,0,20.11,102.5,186,1708967386.222,2024/02/26,17-09-46.222
186,13.95,2,1.85,0.0,-4.603,0,19.77,94.8,186,1708967386.222,2024/02/26,17-09-46.222
187,14.025,1,11.346,0.0,-3.83,0,20.11,102.5,187,1708967386.297,2024/02/26,17-09-46.297
187,14.025,2,1.85,0.0,-4.603,0,19.77,94.8,187,1708967386.297,2024/02/26,17-09-46.297
188,14.1,1,11.346,0.0,-3.83,0,20.11,102.5,188,1708967386.372,2024/02/26,17-09-46.372
188,14.1,2,1.85,0.0,-4.603,0,19.76,94.7,188,1708967386.372,2024/02/26,17-09-46.372
189,14.175,1,11.345,0.0,-3.79,0,20.11,102.5,189,1708967386.447,2024/02/26,17-09-46.447
189,14.175,2,1.85,0.0,-4.603,0,19.77,94.8,189,1708967386.447,2024/02/26,17-09-46.447
190,14.25,1,11.346,0.0,-3.83,0,20.11,102.5,190,1708967386.522,2024/02/26,17-09-46.522
190,14.25,2,1.85,0.0,-4.603,0,19.76,94.7,190,1708967386.522,2024/02/26,17-09-46.522
191,14.325,1,11.345,0.0,-3.79,0,20.11,102.5,191,1708967386.597,2024/02/26,17-09-46.597
191,14.325,2,1.85,0.0,-4.603,0,19.76,94.7,191,1708967386.597,2024/02/26,17-09-46.597
192,14.4,1,11.345,0.0,-3.79,0,20.11,102.5,192,1708967386.672,2024/02/26,17-09-46.672
192,14.4,2,1.85,0.0,-4.603,0,19.77,94.8,192,1708967386.672,2024/02/26,17-09-46.672
193,14.475,1,11.346,0.0,-3.83,0,20.11,102.5,193,1708967386.747,2024/02/26,17-09-46.747
193,14.475,2,1.85,0.0,-4.603,0,19.77,94.8,193,1708967386.747,2024/02/26,17-09-46.747
194,14.55,1,11.346,0.0,-3.83,0,20.11,102.5,194,1708967386.822,2024/02/26,17-09-46.822
194,14.55,2,1.85,0.0,-4.603,0,19.77,94.8,194,1708967386.822,2024/02/26,17-09-46.822
195,14.625,1,11.346,0.0,-3.83,0,20.11,102.5,195,1708967386.897,2024/02/26,17-09-46.897
195,14.625,2,1.85,0.0,-4.603,0,19.77,94.8,195,1708967386.897,2024/02/26,17-09-46.897
196,14.7,1,11.346,0.0,-3.83,0,20.11,102.5,196,1708967386.972,2024/02/26,17-09-46.972
196,14.7,2,1.85,0.0,-4.603,0,19.77,94.8,196,1708967386.972,2024/02/26,17-09-46.972
197,14.775,1,11.345,0.0,-3.79,0,20.11,102.5,197,1708967387.047,2024/02/26,17-09-47.047
197,14.775,2,1.85,0.0,-4.603,0,19.76,94.7,197,1708967387.047,2024/02/26,17-09-47.047
198,14.85,1,11.346,0.0,-3.83,0,20.11,102.5,198,1708967387.122,2024/02/26,17-09-47.122
198,14.85,2,1.85,0.0,-4.603,0,19.77,94.8,198,1708967387.122,2024/02/26,17-09-47.122
199,14.925,1,11.346,0.0,-3.83,0,20.11,102.5,199,1708967387.197,2024/02/26,17-09-47.197
199,14.925,2,1.85,0.0,-4.603,0,19.76,94.7,199,1708967387.197,2024/02/26,17-09-47.197
200,15.0,1,11.346,0.0,-3.83,0,20.11,102.5,200,1708967387.272,2024/02/26,17-09-47.272
200,15.0,2,1.85,0.0,-4.603,0,19.77,94.8,200,1708967387.272,2024/02/26,17-09-47.272
200,15.0,3,1.26,0.0,-43.995,0,19.36,86.3,200,1708967387.272,2024/02/26,17-09-47.272
200,15.0,4,1.257,0.0,41.219,0,19.01,79.6,200,1708967387.272,2024/02/26,17-09-47.272
201,15.075,1,11.345,0.0,-3.79,0,20.11,102.5,201,1708967387.347,2024/02/26,17-09-47.347
201,15.075,2,1.85,0.0,-4.603,0,19.77,94.8,201,1708967387.347,2024/02/26,17-09-47.347
202,15.15,1,11.345,0.0,-3.79,0,20.11,102.5,202,1708967387.422,2024/02/26,17-09-47.422
202,15.15,2,1.85,0.0,-4.603,0,19.77,94.8,202,1708967387.422,2024/02/26,17-09-47.422
203,15.225,1,11.346,0.0,-3.83,0,20.11,102.5,203,1708967387.497,2024/02/26,17-09-47.497
203,15.225,2,1.85,0.0,-4.603,0,19.77,94.8,203,1708967387.497,2024/02/26,17-09-47.497
204,15.3,1,11.346,0.0,-3.83,0,20.11,102.5,204,1708967387.572,2024/02/26,17-09-47.572
204,15.3,2,1.85,0.0,-4.603,0,19.76,94.7,204,1708967387.572,2024/02/26,17-09-47.572
205,15.375,1,11.346,0.0,-3.83,0,20.11,102.5,205,1708967387.647,2024/02/26,17-09-47.647
205,15.375,2,1.85,0.0,-4.603,0,19.77,94.8,205,1708967387.647,2024/02/26,17-09-47.647
206,15.45,1,11.346,0.0,-3.83,0,20.11,102.5,206,1708967387.722,2024/02/26,17-09-47.722
206,15.45,2,1.85,0.0,-4.603,0,19.77,94.8,206,1708967387.722,2024/02/26,17-09-47.722
207,15.525,1,11.346,0.0,-3.83,0,20.11,102.5,207,1708967387.797,2024/02/26,17-09-47.797
207,15.525,2,1.85,0.0,-4.603,0,19.76,94.7,207,1708967387.797,2024/02/26,17-09-47.797
208,15.6,1,11.346,0.0,-3.83,0,20.11,102.5,208,1708967387.872,2024/02/26,17-09-47.872
208,15.6,2,1.85,0.0,-4.603,0,19.77,94.8,208,1708967387.872,2024/02/26,17-09-47.872
209,15.675,1,11.346,0.0,-3.83,0,20.11,102.5,209,1708967387.947,2024/02/26,17-09-47.947
209,15.675,2,1.85,0.0,-4.603,0,19.77,94.8,209,1708967387.947,2024/02/26,17-09-47.947
210,15.75,1,11.346,0.0,-3.83,0,20.11,102.5,210,1708967388.022,2024/02/26,17-09-48.022
210,15.75,2,1.85,0.0,-4.603,0,19.77,94.8,210,1708967388.022,2024/02/26,17-09-48.022
211,15.825,1,11.346,0.0,-3.83,0,20.11,102.5,211,1708967388.097,2024/02/26,17-09-48.097
211,15.825,2,1.85,0.0,-4.603,0,19.76,94.7,211,1708967388.097,2024/02/26,17-09-48.097
212,15.9,1,11.345,0.0,-3.79,0,20.11,102.6,212,1708967388.172,2024/02/26,17-09-48.172
212,15.9,2,1.85,0.0,-4.603,0,19.77,94.8,212,1708967388.172,2024/02/26,17-09-48.172
213,15.975,1,11.346,0.0,-3.83,0,20.11,102.5,213,1708967388.247,2024/02/26,17-09-48.247
213,15.975,2,1.85,0.0,-4.603,0,19.77,94.8,213,1708967388.247,2024/02/26,17-09-48.247
214,16.05,1,11.346,0.0,-3.83,0,20.11,102.5,214,1708967388.322,2024/02/26,17-09-48.322
214,16.05,2,1.85,0.0,-4.603,0,19.77,94.8,214,1708967388.322,2024/02/26,17-09-48.322
214,16.05,3,1.26,0.0,-43.995,0,19.37,86.5,214,1708967388.322,2024/02/26,17-09-48.322
214,16.05,4,1.262,0.0,41.486,0,19.0,79.5,214,1708967388.322,2024/02/26,17-09-48.322
215,16.125,1,11.345,0.0,-3.79,0,20.11,102.5,215,1708967388.397,2024/02/26,17-09-48.397
215,16.125,2,1.85,0.0,-4.603,0,19.77,94.8,215,1708967388.397,2024/02/26,17-09-48.397
216,16.2,1,11.346,0.0,-3.83,0,20.11,102.5,216,1708967388.472,2024/02/26,17-09-48.472
216,16.2,2,1.85,0.0,-4.603,0,19.77,94.8,216,1708967388.472,2024/02/26,17-09-48.472
217,16.275,1,11.346,0.0,-3.83,0,20.11,102.5,217,1708967388.547,2024/02/26,17-09-48.547
217,16.275,2,1.85,0.0,-4.603,0,19.77,94.8,217,1708967388.547,2024/02/26,17-09-48.547
218,16.35,1,11.345,0.0,-3.79,0,20.11,102.5,218,1708967388.622,2024/02/26,17-09-48.622
218,16.35,2,1.85,0.0,-4.603,0,19.77,94.8,218,1708967388.622,2024/02/26,17-09-48.622
219,16.425,1,11.346,0.0,-3.83,0,20.11,102.5,219,1708967388.697,2024/02/26,17-09-48.697
219,16.425,2,1.85,0.0,-4.603,0,19.76,94.7,219,1708967388.697,2024/02/26,17-09-48.697
220,16.5,1,11.345,0.0,-3.79,0,20.11,102.5,220,1708967388.772,2024/02/26,17-09-48.772
220,16.5,2,1.85,0.0,-4.603,0,19.77,94.8,220,1708967388.772,2024/02/26,17-09-48.772
221,16.575,1,11.345,0.0,-3.79,0,20.11,102.5,221,1708967388.847,2024/02/26,17-09-48.847
221,16.575,2,1.85,0.0,-4.603,0,19.77,94.8,221,1708967388.847,2024/02/26,17-09-48.847
221,16.575,3,1.26,0.0,-43.995,0,19.36,86.3,221,1708967388.847,2024/02/26,17-09-48.847
221,16.575,4,1.262,0.0,41.486,0,19.01,79.6,221,1708967388.847,2024/02/26,17-09-48.847
222,16.65,1,11.345,0.0,-3.79,0,20.11,102.5,222,1708967388.922,2024/02/26,17-09-48.922
222,16.65,2,1.85,0.0,-4.603,0,19.77,94.8,222,1708967388.922,2024/02/26,17-09-48.922
223,16.725,1,11.346,0.0,-3.83,0,20.11,102.5,223,1708967388.997,2024/02/26,17-09-48.997
223,16.725,2,1.85,0.0,-4.603,0,19.77,94.8,223,1708967388.997,2024/02/26,17-09-48.997
223,16.725,3,1.26,0.0,-43.995,0,19.37,86.4,223,1708967388.997,2024/02/26,17-09-48.997
223,16.725,4,1.257,0.0,41.219,0,19.02,79.8,223,1708967388.997,2024/02/26,17-09-48.997
224,16.8,1,11.346,0.0,-3.83,0,20.11,102.5,224,1708967389.072,2024/02/26,17-09-49.072
224,16.8,2,1.85,0.0,-4.603,0,19.76,94.7,224,1708967389.072,2024/02/26,17-09-49.072
225,16.875,1,11.346,0.0,-3.83,0,20.11,102.5,225,1708967389.147,2024/02/26,17-09-49.147
225,16.875,2,1.85,0.0,-4.603,0,19.76,94.7,225,1708967389.147,2024/02/26,17-09-49.147
226,16.95,1,11.346,0.0,-3.83,0,20.11,102.5,226,1708967389.222,2024/02/26,17-09-49.222
226,16.95,2,1.85,0.0,-4.603,0,19.77,94.8,226,1708967389.222,2024/02/26,17-09-49.222
227,17.025,1,11.345,0.0,-3.79,0,20.11,102.5,227,1708967389.297,2024/02/26,17-09-49.297
227,17.025,2,1.85,0.0,-4.603,0,19.77,94.8,227,1708967389.297,2024/02/26,17-09-49.297
228,17.1,1,11.346,0.0,-3.83,0,20.11,102.5,228,1708967389.372,2024/02/26,17-09-49.372
228,17.1,2,1.85,0.0,-4.603,0,19.77,94.8,228,1708967389.372,2024/02/26,17-09-49.372
229,17.175,1,11.346,0.0,-3.83,0,20.11,102.5,229,1708967389.447,2024/02/26,17-09-49.447
229,17.175,2,1.85,0.0,-4.603,0,19.76,94.7,229,1708967389.447,2024/02/26,17-09-49.447
230,17.25,1,11.346,0.0,-3.83,0,20.11,102.5,230,1708967389.522,2024/02/26,17-09-49.522
230,17.25,2,1.85,0.0,-4.603,0,19.77,94.8,230,1708967389.522,2024/02/26,17-09-49.522
230,17.25,3,22.016,0.0,0.447,0,17.72,59.2,230,1708967389.522,2024/02/26,17-09-49.522
231,17.325,1,11.345,0.0,-3.79,0,20.11,102.5,231,1708967389.597,2024/02/26,17-09-49.597
231,17.325,2,1.85,0.0,-4.603,0,19.76,94.7,231,1708967389.597,2024/02/26,17-09-49.597
232,17.4,1,11.346,0.0,-3.83,0,20.11,102.5,232,1708967389.672,2024/02/26,17-09-49.672
232,17.4,2,1.85,0.0,-4.603,0,19.77,94.8,232,1708967389.672,2024/02/26,17-09-49.672
233,17.475,1,11.345,0.0,-3.79,0,20.11,102.5,233,1708967389.747,2024/02/26,17-09-49.747
233,17.475,2,1.85,0.0,-4.603,0,19.77,94.8,233,1708967389.747,2024/02/26,17-09-49.747
234,17.55,1,11.346,0.0,-3.83,0,20.11,102.5,234,1708967389.822,2024/02/26,17-09-49.822
234,17.55,2,1.85,0.0,-4.603,0,19.77,94.8,234,1708967389.822,2024/02/26,17-09-49.822
235,17.625,1,11.346,0.0,-3.83,0,20.11,102.5,235,1708967389.897,2024/02/26,17-09-49.897
235,17.625,2,1.85,0.0,-4.603,0,19.77,94.8,235,1708967389.897,2024/02/26,17-09-49.897
236,17.7,1,11.346,0.0,-3.83,0,20.11,102.5,236,1708967389.972,2024/02/26,17-09-49.972
236,17.7,2,1.85,0.0,-4.603,0,19.76,94.7,236,1708967389.972,2024/02/26,17-09-49.972
237,17.775,1,11.345,0.0,-3.79,0,20.11,102.5,237,1708967390.047,2024/02/26,17-09-50.047
