Nrep,Time[s],No in Nrep,Range[m],Velocity[m/s],Azimuth[deg],Elevation[deg],Amplitude[dB],amplitude,Data No,UNIXTIME,date,time(h-m-s)
83,6.225,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,83,1708923830.565,2024-02-26,14-3-50.565
83,6.225,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,83,1708923830.565,2024-02-26,14-3-50.565
84,6.3,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,84,1708923830.640,2024-02-26,14-3-50.640
84,6.3,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,84,1708923830.640,2024-02-26,14-3-50.640
85,6.375,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,85,1708923830.716,2024-02-26,14-3-50.716
85,6.375,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,85,1708923830.716,2024-02-26,14-3-50.716
86,6.45,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,86,1708923830.791,2024-02-26,14-3-50.791
86,6.45,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,86,1708923830.791,2024-02-26,14-3-50.791
87,6.5249999999999995,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,87,1708923830.866,2024-02-26,14-3-50.866
87,6.5249999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,87,1708923830.866,2024-02-26,14-3-50.866
88,6.6,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,88,1708923830.941,2024-02-26,14-3-50.941
88,6.6,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,88,1708923830.941,2024-02-26,14-3-50.941
89,6.675,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,89,1708923831.016,2024-02-26,14-3-51.16
89,6.675,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,89,1708923831.016,2024-02-26,14-3-51.16
90,6.75,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,90,1708923831.091,2024-02-26,14-3-51.91
90,6.75,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,90,1708923831.091,2024-02-26,14-3-51.91
91,6.825,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,91,1708923831.166,2024-02-26,14-3-51.166
91,6.825,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,91,1708923831.166,2024-02-26,14-3-51.166
92,6.8999999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,92,1708923831.240,2024-02-26,14-3-51.240
92,6.8999999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,92,1708923831.240,2024-02-26,14-3-51.240
93,6.975,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,93,1708923831.315,2024-02-26,14-3-51.315
93,6.975,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,93,1708923831.315,2024-02-26,14-3-51.315
94,7.05,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,94,1708923831.390,2024-02-26,14-3-51.390
94,7.05,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,94,1708923831.390,2024-02-26,14-3-51.390
95,7.125,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,95,1708923831.465,2024-02-26,14-3-51.465
95,7.125,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,95,1708923831.465,2024-02-26,14-3-51.465
96,7.199999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,96,1708923831.540,2024-02-26,14-3-51.540
96,7.199999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,96,1708923831.540,2024-02-26,14-3-51.540
97,7.2749999999999995,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,97,1708923831.615,2024-02-26,14-3-51.615
97,7.2749999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,97,1708923831.615,2024-02-26,14-3-51.615
98,7.35,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,98,1708923831.690,2024-02-26,14-3-51.690
98,7.35,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,98,1708923831.690,2024-02-26,14-3-51.690
99,7.425,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,99,1708923831.765,2024-02-26,14-3-51.765
99,7.425,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,99,1708923831.765,2024-02-26,14-3-51.765
100,7.5,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,100,1708923831.840,2024-02-26,14-3-51.840
100,7.5,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,100,1708923831.840,2024-02-26,14-3-51.840
101,7.574999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,101,1708923831.916,2024-02-26,14-3-51.916
101,7.574999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,101,1708923831.916,2024-02-26,14-3-51.916
102,7.6499999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,102,1708923831.991,2024-02-26,14-3-51.991
102,7.6499999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,102,1708923831.991,2024-02-26,14-3-51.991
103,7.725,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,103,1708923832.066,2024-02-26,14-3-52.66
103,7.725,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,103,1708923832.066,2024-02-26,14-3-52.66
104,7.8,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,104,1708923832.141,2024-02-26,14-3-52.141
104,7.8,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,104,1708923832.141,2024-02-26,14-3-52.141
105,7.875,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,105,1708923832.216,2024-02-26,14-3-52.216
105,7.875,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,105,1708923832.216,2024-02-26,14-3-52.216
106,7.949999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,106,1708923832.291,2024-02-26,14-3-52.291
106,7.949999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,106,1708923832.291,2024-02-26,14-3-52.291
107,8.025,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,107,1708923832.365,2024-02-26,14-3-52.365
107,8.025,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,107,1708923832.365,2024-02-26,14-3-52.365
108,8.1,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,108,1708923832.440,2024-02-26,14-3-52.440
108,8.1,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,108,1708923832.440,2024-02-26,14-3-52.440
109,8.174999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,109,1708923832.515,2024-02-26,14-3-52.515
109,8.174999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,109,1708923832.515,2024-02-26,14-3-52.515
110,8.25,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,110,1708923832.590,2024-02-26,14-3-52.590
110,8.25,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,110,1708923832.590,2024-02-26,14-3-52.590
111,8.325,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,111,1708923832.665,2024-02-26,14-3-52.665
111,8.325,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,111,1708923832.665,2024-02-26,14-3-52.665
112,8.4,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,112,1708923832.740,2024-02-26,14-3-52.740
112,8.4,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,112,1708923832.740,2024-02-26,14-3-52.740
113,8.475,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,113,1708923832.815,2024-02-26,14-3-52.815
113,8.475,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,113,1708923832.815,2024-02-26,14-3-52.815
114,8.549999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,114,1708923832.890,2024-02-26,14-3-52.890
114,8.549999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,114,1708923832.890,2024-02-26,14-3-52.890
115,8.625,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,115,1708923832.965,2024-02-26,14-3-52.965
115,8.625,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,115,1708923832.965,2024-02-26,14-3-52.965
116,8.7,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,116,1708923833.041,2024-02-26,14-3-53.41
116,8.7,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,116,1708923833.041,2024-02-26,14-3-53.41
117,8.775,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,117,1708923833.116,2024-02-26,14-3-53.116
117,8.775,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,117,1708923833.116,2024-02-26,14-3-53.116
118,8.85,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,118,1708923833.191,2024-02-26,14-3-53.191
118,8.85,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,118,1708923833.191,2024-02-26,14-3-53.191
119,8.924999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,119,1708923833.266,2024-02-26,14-3-53.266
119,8.924999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,119,1708923833.266,2024-02-26,14-3-53.266
120,9.0,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,120,1708923833.341,2024-02-26,14-3-53.341
120,9.0,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,120,1708923833.341,2024-02-26,14-3-53.341
121,9.075,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,121,1708923833.416,2024-02-26,14-3-53.416
121,9.075,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,121,1708923833.416,2024-02-26,14-3-53.416
122,9.15,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,122,1708923833.491,2024-02-26,14-3-53.491
122,9.15,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,122,1708923833.491,2024-02-26,14-3-53.491
123,9.225,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,123,1708923833.566,2024-02-26,14-3-53.566
123,9.225,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,123,1708923833.566,2024-02-26,14-3-53.566
124,9.299999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,124,1708923833.640,2024-02-26,14-3-53.640
124,9.299999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,124,1708923833.640,2024-02-26,14-3-53.640
125,9.375,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,125,1708923833.715,2024-02-26,14-3-53.715
125,9.375,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,125,1708923833.715,2024-02-26,14-3-53.715
126,9.45,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,126,1708923833.790,2024-02-26,14-3-53.790
126,9.45,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,126,1708923833.790,2024-02-26,14-3-53.790
127,9.525,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,127,1708923833.865,2024-02-26,14-3-53.865
127,9.525,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,127,1708923833.865,2024-02-26,14-3-53.865
128,9.6,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,128,1708923833.940,2024-02-26,14-3-53.940
128,9.6,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,128,1708923833.940,2024-02-26,14-3-53.940
129,9.674999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,129,1708923834.015,2024-02-26,14-3-54.15
129,9.674999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,129,1708923834.015,2024-02-26,14-3-54.15
130,9.75,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,130,1708923834.090,2024-02-26,14-3-54.90
130,9.75,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,130,1708923834.090,2024-02-26,14-3-54.90
131,9.825,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,131,1708923834.165,2024-02-26,14-3-54.165
131,9.825,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,131,1708923834.165,2024-02-26,14-3-54.165
132,9.9,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,132,1708923834.240,2024-02-26,14-3-54.240
132,9.9,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,132,1708923834.240,2024-02-26,14-3-54.240
133,9.975,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,133,1708923834.316,2024-02-26,14-3-54.316
133,9.975,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,133,1708923834.316,2024-02-26,14-3-54.316
134,10.049999999999999,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,134,1708923834.391,2024-02-26,14-3-54.391
134,10.049999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,134,1708923834.391,2024-02-26,14-3-54.391
135,10.125,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,135,1708923834.466,2024-02-26,14-3-54.466
135,10.125,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,135,1708923834.466,2024-02-26,14-3-54.466
135,10.125,1,1.259340E+00,0.000000E+00,-4.399491E+01,0.000000E+00,1.936514E+01,8.640000E+01,135,1708923834.466,2024-02-26,14-3-54.466
135,10.125,1,1.251269E+00,0.000000E+00,4.121943E+01,0.000000E+00,1.902547E+01,7.990000E+01,135,1708923834.466,2024-02-26,14-3-54.466
136,10.2,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,136,1708923834.541,2024-02-26,14-3-54.541
136,10.2,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,136,1708923834.541,2024-02-26,14-3-54.541
137,10.275,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,137,1708923834.616,2024-02-26,14-3-54.616
137,10.275,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,137,1708923834.616,2024-02-26,14-3-54.616
138,10.35,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,138,1708923834.691,2024-02-26,14-3-54.691
138,10.35,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,138,1708923834.691,2024-02-26,14-3-54.691
139,10.424999999999999,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,139,1708923834.766,2024-02-26,14-3-54.766
139,10.424999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,139,1708923834.766,2024-02-26,14-3-54.766
140,10.5,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,140,1708923834.841,2024-02-26,14-3-54.841
140,10.5,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,140,1708923834.841,2024-02-26,14-3-54.841
141,10.575,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,141,1708923834.916,2024-02-26,14-3-54.916
141,10.575,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,141,1708923834.916,2024-02-26,14-3-54.916
142,10.65,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,142,1708923834.990,2024-02-26,14-3-54.990
142,10.65,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,142,1708923834.990,2024-02-26,14-3-54.990
143,10.725,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,143,1708923835.065,2024-02-26,14-3-55.65
143,10.725,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,143,1708923835.065,2024-02-26,14-3-55.65
144,10.799999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,144,1708923835.140,2024-02-26,14-3-55.140
144,10.799999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,144,1708923835.140,2024-02-26,14-3-55.140
145,10.875,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,145,1708923835.215,2024-02-26,14-3-55.215
145,10.875,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,145,1708923835.215,2024-02-26,14-3-55.215
146,10.95,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,146,1708923835.290,2024-02-26,14-3-55.290
146,10.95,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,146,1708923835.290,2024-02-26,14-3-55.290
147,11.025,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,147,1708923835.365,2024-02-26,14-3-55.365
147,11.025,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,147,1708923835.365,2024-02-26,14-3-55.365
148,11.1,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,148,1708923835.440,2024-02-26,14-3-55.440
148,11.1,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,148,1708923835.440,2024-02-26,14-3-55.440
149,11.174999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,149,1708923835.516,2024-02-26,14-3-55.516
149,11.174999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,149,1708923835.516,2024-02-26,14-3-55.516
150,11.25,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,150,1708923835.591,2024-02-26,14-3-55.591
150,11.25,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,150,1708923835.591,2024-02-26,14-3-55.591
151,11.325,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,151,1708923835.666,2024-02-26,14-3-55.666
151,11.325,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,151,1708923835.666,2024-02-26,14-3-55.666
152,11.4,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,152,1708923835.741,2024-02-26,14-3-55.741
152,11.4,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,152,1708923835.741,2024-02-26,14-3-55.741
153,11.475,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,153,1708923835.816,2024-02-26,14-3-55.816
153,11.475,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,153,1708923835.816,2024-02-26,14-3-55.816
153,11.475,1,2.310044E+00,0.000000E+00,-1.605146E+00,0.000000E+00,1.789581E+01,6.160000E+01,153,1708923835.816,2024-02-26,14-3-55.816
154,11.549999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,154,1708923835.891,2024-02-26,14-3-55.891
154,11.549999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,154,1708923835.891,2024-02-26,14-3-55.891
155,11.625,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,155,1708923835.966,2024-02-26,14-3-55.966
155,11.625,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,155,1708923835.966,2024-02-26,14-3-55.966
156,11.7,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,156,1708923836.041,2024-02-26,14-3-56.41
156,11.7,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,156,1708923836.041,2024-02-26,14-3-56.41
157,11.775,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,157,1708923836.116,2024-02-26,14-3-56.116
157,11.775,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,157,1708923836.116,2024-02-26,14-3-56.116
158,11.85,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,158,1708923836.191,2024-02-26,14-3-56.191
158,11.85,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,158,1708923836.191,2024-02-26,14-3-56.191
159,11.924999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,159,1708923836.266,2024-02-26,14-3-56.266
159,11.924999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,159,1708923836.266,2024-02-26,14-3-56.266
160,12.0,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,160,1708923836.340,2024-02-26,14-3-56.340
160,12.0,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,160,1708923836.340,2024-02-26,14-3-56.340
161,12.075,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,161,1708923836.415,2024-02-26,14-3-56.415
161,12.075,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,161,1708923836.415,2024-02-26,14-3-56.415
162,12.15,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,162,1708923836.490,2024-02-26,14-3-56.490
162,12.15,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,162,1708923836.490,2024-02-26,14-3-56.490
163,12.225,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,163,1708923836.565,2024-02-26,14-3-56.565
163,12.225,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977724E+01,9.500000E+01,163,1708923836.565,2024-02-26,14-3-56.565
