Nrep,Time[s],No in Nrep,Range[m],Velocity[m/s],Azimuth[deg],Elevation[deg],Amplitude[dB],amplitude,Data No,UNIXTIME,date,time(h-m-s)
9,0.6749999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,9,1708922966.401,2024-02-26,13-49-26.401
9,0.6749999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,9,1708922966.401,2024-02-26,13-49-26.401
10,0.75,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,10,1708922966.476,2024-02-26,13-49-26.476
10,0.75,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,10,1708922966.476,2024-02-26,13-49-26.476
11,0.825,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,11,1708922966.551,2024-02-26,13-49-26.551
11,0.825,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,11,1708922966.551,2024-02-26,13-49-26.551
12,0.8999999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,12,1708922966.626,2024-02-26,13-49-26.626
12,0.8999999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,12,1708922966.626,2024-02-26,13-49-26.626
13,0.975,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,13,1708922966.701,2024-02-26,13-49-26.701
13,0.975,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,13,1708922966.701,2024-02-26,13-49-26.701
13,0.975,1,1.259340E+00,0.000000E+00,-4.399491E+01,0.000000E+00,1.936011E+01,8.630000E+01,13,1708922966.701,2024-02-26,13-49-26.701
13,0.975,1,1.251269E+00,0.000000E+00,4.121943E+01,0.000000E+00,1.900367E+01,7.950000E+01,13,1708922966.701,2024-02-26,13-49-26.701
14,1.05,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,14,1708922966.776,2024-02-26,13-49-26.776
14,1.05,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,14,1708922966.776,2024-02-26,13-49-26.776
15,1.125,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,15,1708922966.851,2024-02-26,13-49-26.851
15,1.125,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,15,1708922966.851,2024-02-26,13-49-26.851
16,1.2,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,16,1708922966.927,2024-02-26,13-49-26.927
16,1.2,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,16,1708922966.927,2024-02-26,13-49-26.927
17,1.275,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,17,1708922967.002,2024-02-26,13-49-27.2
17,1.275,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,17,1708922967.002,2024-02-26,13-49-27.2
18,1.3499999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,18,1708922967.076,2024-02-26,13-49-27.76
18,1.3499999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,18,1708922967.076,2024-02-26,13-49-27.76
19,1.425,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,19,1708922967.151,2024-02-26,13-49-27.151
19,1.425,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,19,1708922967.151,2024-02-26,13-49-27.151
20,1.5,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,20,1708922967.226,2024-02-26,13-49-27.226
20,1.5,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,20,1708922967.226,2024-02-26,13-49-27.226
21,1.575,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,21,1708922967.301,2024-02-26,13-49-27.301
21,1.575,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,21,1708922967.301,2024-02-26,13-49-27.301
22,1.65,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,22,1708922967.376,2024-02-26,13-49-27.376
22,1.65,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,22,1708922967.376,2024-02-26,13-49-27.376
23,1.7249999999999999,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,23,1708922967.451,2024-02-26,13-49-27.451
23,1.7249999999999999,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,23,1708922967.451,2024-02-26,13-49-27.451
24,1.7999999999999998,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,24,1708922967.526,2024-02-26,13-49-27.526
24,1.7999999999999998,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,24,1708922967.526,2024-02-26,13-49-27.526
25,1.875,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,25,1708922967.601,2024-02-26,13-49-27.601
25,1.875,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,25,1708922967.601,2024-02-26,13-49-27.601
26,1.95,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,26,1708922967.676,2024-02-26,13-49-27.676
26,1.95,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,26,1708922967.676,2024-02-26,13-49-27.676
27,2.025,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,27,1708922967.751,2024-02-26,13-49-27.751
27,2.025,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,27,1708922967.751,2024-02-26,13-49-27.751
28,2.1,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,28,1708922967.826,2024-02-26,13-49-27.826
28,2.1,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,28,1708922967.826,2024-02-26,13-49-27.826
29,2.175,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,29,1708922967.902,2024-02-26,13-49-27.902
29,2.175,1,5.994504E+00,0.000000E+00,-6.935877E+01,0.000000E+00,1.817565E+01,6.570000E+01,29,1708922967.902,2024-02-26,13-49-27.902
29,2.175,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,29,1708922967.902,2024-02-26,13-49-27.902
29,2.175,1,1.259340E+00,0.000000E+00,-4.399491E+01,0.000000E+00,1.936011E+01,8.630000E+01,29,1708922967.902,2024-02-26,13-49-27.902
29,2.175,1,1.251952E+00,0.000000E+00,4.172232E+01,0.000000E+00,1.902003E+01,7.980000E+01,29,1708922967.902,2024-02-26,13-49-27.902
30,2.25,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,30,1708922967.976,2024-02-26,13-49-27.976
30,2.25,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,30,1708922967.976,2024-02-26,13-49-27.976
31,2.3249999999999997,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,31,1708922968.051,2024-02-26,13-49-28.51
31,2.3249999999999997,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,31,1708922968.051,2024-02-26,13-49-28.51
32,2.4,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,32,1708922968.127,2024-02-26,13-49-28.127
32,2.4,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,32,1708922968.127,2024-02-26,13-49-28.127
33,2.475,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,33,1708922968.202,2024-02-26,13-49-28.202
33,2.475,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,33,1708922968.202,2024-02-26,13-49-28.202
34,2.55,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,34,1708922968.277,2024-02-26,13-49-28.277
34,2.55,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,34,1708922968.277,2024-02-26,13-49-28.277
35,2.625,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,35,1708922968.351,2024-02-26,13-49-28.351
35,2.625,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,35,1708922968.351,2024-02-26,13-49-28.351
36,2.6999999999999997,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,36,1708922968.426,2024-02-26,13-49-28.426
36,2.6999999999999997,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,36,1708922968.426,2024-02-26,13-49-28.426
37,2.775,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,37,1708922968.501,2024-02-26,13-49-28.501
37,2.775,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,37,1708922968.501,2024-02-26,13-49-28.501
38,2.85,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,38,1708922968.576,2024-02-26,13-49-28.576
38,2.85,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,38,1708922968.576,2024-02-26,13-49-28.576
39,2.925,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,39,1708922968.651,2024-02-26,13-49-28.651
39,2.925,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,39,1708922968.651,2024-02-26,13-49-28.651
40,3.0,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,40,1708922968.726,2024-02-26,13-49-28.726
40,3.0,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,40,1708922968.726,2024-02-26,13-49-28.726
41,3.0749999999999997,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,41,1708922968.801,2024-02-26,13-49-28.801
41,3.0749999999999997,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,41,1708922968.801,2024-02-26,13-49-28.801
42,3.15,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,42,1708922968.876,2024-02-26,13-49-28.876
42,3.15,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,42,1708922968.876,2024-02-26,13-49-28.876
43,3.225,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,43,1708922968.951,2024-02-26,13-49-28.951
43,3.225,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,43,1708922968.951,2024-02-26,13-49-28.951
44,3.3,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,44,1708922969.026,2024-02-26,13-49-29.26
44,3.3,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,44,1708922969.026,2024-02-26,13-49-29.26
45,3.375,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,45,1708922969.101,2024-02-26,13-49-29.101
45,3.375,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,45,1708922969.101,2024-02-26,13-49-29.101
46,3.4499999999999997,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,46,1708922969.176,2024-02-26,13-49-29.176
46,3.4499999999999997,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,46,1708922969.176,2024-02-26,13-49-29.176
47,3.525,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,47,1708922969.251,2024-02-26,13-49-29.251
47,3.525,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,47,1708922969.251,2024-02-26,13-49-29.251
48,3.5999999999999996,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,48,1708922969.326,2024-02-26,13-49-29.326
48,3.5999999999999996,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,48,1708922969.326,2024-02-26,13-49-29.326
49,3.675,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,49,1708922969.402,2024-02-26,13-49-29.402
49,3.675,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,49,1708922969.402,2024-02-26,13-49-29.402
49,3.675,1,6.802530E+00,0.000000E+00,-2.552648E+00,0.000000E+00,1.772322E+01,5.920000E+01,49,1708922969.402,2024-02-26,13-49-29.402
50,3.75,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,50,1708922969.477,2024-02-26,13-49-29.477
50,3.75,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,50,1708922969.477,2024-02-26,13-49-29.477
51,3.8249999999999997,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,51,1708922969.552,2024-02-26,13-49-29.552
51,3.8249999999999997,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.977266E+01,9.490000E+01,51,1708922969.552,2024-02-26,13-49-29.552
52,3.9,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,52,1708922969.627,2024-02-26,13-49-29.627
52,3.9,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,52,1708922969.627,2024-02-26,13-49-29.627
53,3.9749999999999996,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,53,1708922969.701,2024-02-26,13-49-29.701
53,3.9749999999999996,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,53,1708922969.701,2024-02-26,13-49-29.701
54,4.05,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,54,1708922969.776,2024-02-26,13-49-29.776
54,4.05,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,54,1708922969.776,2024-02-26,13-49-29.776
55,4.125,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,55,1708922969.851,2024-02-26,13-49-29.851
55,4.125,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,55,1708922969.851,2024-02-26,13-49-29.851
56,4.2,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,56,1708922969.926,2024-02-26,13-49-29.926
56,4.2,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,56,1708922969.926,2024-02-26,13-49-29.926
57,4.2749999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,57,1708922970.001,2024-02-26,13-49-30.1
57,4.2749999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,57,1708922970.001,2024-02-26,13-49-30.1
58,4.35,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,58,1708922970.076,2024-02-26,13-49-30.76
58,4.35,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,58,1708922970.076,2024-02-26,13-49-30.76
59,4.425,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,59,1708922970.151,2024-02-26,13-49-30.151
59,4.425,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,59,1708922970.151,2024-02-26,13-49-30.151
60,4.5,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,60,1708922970.226,2024-02-26,13-49-30.226
60,4.5,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,60,1708922970.226,2024-02-26,13-49-30.226
61,4.575,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,61,1708922970.301,2024-02-26,13-49-30.301
61,4.575,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,61,1708922970.301,2024-02-26,13-49-30.301
62,4.6499999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,62,1708922970.376,2024-02-26,13-49-30.376
62,4.6499999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,62,1708922970.376,2024-02-26,13-49-30.376
63,4.725,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,63,1708922970.451,2024-02-26,13-49-30.451
63,4.725,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,63,1708922970.451,2024-02-26,13-49-30.451
64,4.8,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,64,1708922970.526,2024-02-26,13-49-30.526
64,4.8,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,64,1708922970.526,2024-02-26,13-49-30.526
65,4.875,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,65,1708922970.601,2024-02-26,13-49-30.601
65,4.875,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,65,1708922970.601,2024-02-26,13-49-30.601
66,4.95,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,66,1708922970.677,2024-02-26,13-49-30.677
66,4.95,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,66,1708922970.677,2024-02-26,13-49-30.677
67,5.0249999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,67,1708922970.752,2024-02-26,13-49-30.752
67,5.0249999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,67,1708922970.752,2024-02-26,13-49-30.752
67,5.0249999999999995,1,1.259340E+00,0.000000E+00,-4.399491E+01,0.000000E+00,1.936514E+01,8.640000E+01,67,1708922970.752,2024-02-26,13-49-30.752
67,5.0249999999999995,1,1.251952E+00,0.000000E+00,4.172232E+01,0.000000E+00,1.902003E+01,7.980000E+01,67,1708922970.752,2024-02-26,13-49-30.752
68,5.1,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,68,1708922970.827,2024-02-26,13-49-30.827
68,5.1,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,68,1708922970.827,2024-02-26,13-49-30.827
69,5.175,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,69,1708922970.902,2024-02-26,13-49-30.902
69,5.175,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,69,1708922970.902,2024-02-26,13-49-30.902
70,5.25,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,70,1708922970.977,2024-02-26,13-49-30.977
70,5.25,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,70,1708922970.977,2024-02-26,13-49-30.977
71,5.325,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,71,1708922971.051,2024-02-26,13-49-31.51
71,5.325,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,71,1708922971.051,2024-02-26,13-49-31.51
72,5.3999999999999995,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.010724E+01,1.025000E+02,72,1708922971.126,2024-02-26,13-49-31.126
72,5.3999999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,72,1708922971.126,2024-02-26,13-49-31.126
73,5.475,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,73,1708922971.201,2024-02-26,13-49-31.201
73,5.475,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,73,1708922971.201,2024-02-26,13-49-31.201
74,5.55,1,4.120736E+00,0.000000E+00,-3.790454E+00,0.000000E+00,2.011147E+01,1.026000E+02,74,1708922971.276,2024-02-26,13-49-31.276
74,5.55,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,74,1708922971.276,2024-02-26,13-49-31.276
75,5.625,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,75,1708922971.351,2024-02-26,13-49-31.351
75,5.625,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,75,1708922971.351,2024-02-26,13-49-31.351
76,5.7,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,76,1708922971.426,2024-02-26,13-49-31.426
76,5.7,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,76,1708922971.426,2024-02-26,13-49-31.426
77,5.7749999999999995,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,77,1708922971.501,2024-02-26,13-49-31.501
77,5.7749999999999995,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,77,1708922971.501,2024-02-26,13-49-31.501
78,5.85,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.011147E+01,1.026000E+02,78,1708922971.576,2024-02-26,13-49-31.576
78,5.85,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,78,1708922971.576,2024-02-26,13-49-31.576
79,5.925,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,79,1708922971.651,2024-02-26,13-49-31.651
79,5.925,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976350E+01,9.470000E+01,79,1708922971.651,2024-02-26,13-49-31.651
80,6.0,1,4.142143E+00,0.000000E+00,-3.829821E+00,0.000000E+00,2.010724E+01,1.025000E+02,80,1708922971.726,2024-02-26,13-49-31.726
80,6.0,1,7.398400E-01,0.000000E+00,-4.602868E+00,0.000000E+00,1.976808E+01,9.480000E+01,80,1708922971.726,2024-02-26,13-49-31.726
