47410.157083159946,-170633.38949802946
47410.2039343531,-170633.38615252092
47410.25078554625,-170633.38280701236
47410.29763673941,-170633.37946150382
47410.34448793256,-170633.37611599526
47410.391339125716,-170633.3727704867
47410.43819031887,-170633.36942497815
47410.48504151202,-170633.3660794696
47410.53189270518,-170633.36273396105
47410.57874389833,-170633.3593884525
47410.625595091486,-170633.35604294395
47410.67244628464,-170633.3526974354
47410.71929747779,-170633.34935192685
47410.766148670955,-170633.3460064183
47410.81299986411,-170633.34266090972
47410.85985105726,-170633.3393154012
47410.90670225042,-170633.33596989262
47410.95355344357,-170633.3326243841
47411.000404636725,-170633.32927887552
47411.04725582988,-170633.32593336698
47411.09410702303,-170633.32258785842
47411.14095821619,-170633.31924234985
47411.18780940934,-170633.31589684132
47411.234660602495,-170633.31255133275
47411.28151179565,-170633.30920582422
47411.3283629888,-170633.30586031565
47411.37521418196,-170633.30251480712
47411.42206537511,-170633.29916929855
47411.468916568265,-170633.29582379
47411.51576776142,-170633.29247828145
47411.56261895457,-170633.2891327729
47411.60947014773,-170633.28578726435
47411.65632134088,-170633.2824417558
47411.703172534035,-170633.27909624725
47411.75002372719,-170633.27575073869
47411.79687492034,-170633.27240523012
47411.8437261135,-170633.26905972158
47411.89057730665,-170633.26571421302
47411.93742849981,-170633.26236870448
47411.984279692966,-170633.25902319592
47412.03113088612,-170633.25567768738
47412.077982079274,-170633.25233217882
47412.12483327243,-170633.24898667025
47412.17168446558,-170633.24564116172
47412.218535658736,-170633.24229565315
47412.26538685189,-170633.23895014462
47412.312238045044,-170633.23560463605
47412.3590892382,-170633.23225912752
47412.40594043135,-170633.22891361895
47412.452791624506,-170633.22556811039
47412.49964281766,-170633.22222260185
47412.546494010814,-170633.21887709328
47412.59334520397,-170633.21553158475
47412.64019639712,-170633.21218607618
47412.687047590276,-170633.20884056765
47412.73389878343,-170633.20549505908
47412.780749976584,-170633.20214955055
47412.82760116974,-170633.19880404198
47412.87445236289,-170633.19545853342
47412.921303556046,-170633.19211302488
47412.9681547492,-170633.18876751632
47413.015005942354,-170633.18542200778
47413.061857135515,-170633.18207649922
47413.10870832867,-170633.17873099068
47413.15555952182,-170633.1753854821
47413.20241071498,-170633.17203997355
47413.24926190813,-170633.168694465
47413.296113101285,-170633.16534895645
47413.34296429444,-170633.1620034479
47413.38981548759,-170633.15865793935
47413.43666668075,-170633.1553124308
47413.4835178739,-170633.15196692225
47413.530369067055,-170633.14862141368
47413.57722026021,-170633.14527590515
47413.62407145336,-170633.14193039658
47413.67092264652,-170633.13858488805
47413.71777383967,-170633.13523937948
47413.764625032825,-170633.13189387094
47413.81147622598,-170633.12854836238
47413.85832741913,-170633.12520285381
47413.90517861229,-170633.12185734528
47413.95202980544,-170633.1185118367
47413.998880998595,-170633.11516632818
47414.04573219175,-170633.1118208196
47414.0925833849,-170633.10847531108
47414.13943457806,-170633.1051298025
47414.18628577121,-170633.10178429395
47414.23313696437,-170633.0984387854
47414.27998815753,-170633.09509327685
47414.32683935068,-170633.0917477683
47414.373690543835,-170633.08840225975
47414.42054173699,-170633.0850567512
47414.46739293014,-170633.08171124264
47414.5142441233,-170633.07836573408
47414.56109531645,-170633.07502022554
47414.607946509605,-170633.07167471698
47414.65479770276,-170633.06832920844
47414.70164889591,-170633.06498369988
47414.74850008907,-170633.06163819134
47414.79535128222,-170633.05829268278
