47419.291267293156,-170608.9065317917,105.4,1737337209.904,-3.140625,3.90625,0.0
47415.346026629755,-170613.11030502638,54.6,1737337209.904,2.3671875,2.203125,9.109375
47420.63635110744,-170624.8434999207,59.1,1737337209.904,10.59375,12.1015625,10.085939999999999
47416.96165230302,-170609.3522755014,50.9,1737337209.904,-1.71875,2.0078125,10.085939999999999
47429.034363694715,-170605.54007091446,62.2,1737337209.904,-10.4375,11.1875,-9.757812
47416.54631536133,-170611.87905687914,52.7,1737337209.904,0.734375,2.7421875,-9.109375
47416.59118220364,-170611.82271014244,53.8,1737337209.904,0.6640625,2.7578125,-2.921875
47421.91108548652,-170622.6576487526,83.6,1737337209.904,8.0703125,12.2890625,-0.6484375
47419.96341758341,-170617.5441256951,95.6,1737337209.904,4.328125,8.296875,-0.6484375
47418.72485866132,-170614.18460097173,92.8,1737337209.904,1.8515625,5.7109375,-0.6484375
47425.77988596442,-170614.2443277807,86.8,1737337209.904,-1.1875,12.078125,-0.3203125
47417.342783054366,-170610.79853890307,95.5,1737337209.904,-0.5859375,2.984375,-0.3203125
47417.059766048966,-170609.02636382714,52.7,1737337209.904,-2.0546875,1.953125,-9.109375
47415.502017571256,-170612.63008562464,50.4,1737337209.904,1.8671875,2.1328125,-2.921875
47417.24432488252,-170611.08951371288,53.3,1737337209.904,-0.28125,3.0234375,10.085939999999999
47417.90699764691,-170612.38625243414,98.8,1737337209.904,0.59375,4.1875,-0.6484375
47419.70810159172,-170611.84788633516,98.9,1737337209.904,-0.6796875,5.5703125,-0.3203125
47417.148774873065,-170611.32106141062,51.9,1737337209.904,-0.03125,3.0390625,3.8984379999999996
47433.105744975706,-170618.73879760315,57.5,1737337209.904,-0.359375,20.6328125,1.296875
47434.72973706613,-170620.79125082822,54.0,1737337209.904,0.7734375,22.9921875,-10.085939999999999
47435.300453928496,-170619.13993815868,55.4,1737337209.904,-0.9609375,22.78125,-7.15625
47430.62591645338,-170618.83312557096,56.7,1737337209.904,0.8125,18.4453125,-3.25
47429.05234093519,-170617.9960963594,72.8,1737337209.904,0.75,16.6640625,-0.6484375
47436.70418654494,-170620.8241960614,74.9,1737337209.904,-0.0625,24.78125,0.0
47430.22169261568,-170617.87974749846,57.9,1737337209.904,0.1328125,17.6640625,-5.53125
47418.04461710103,-170610.7076889094,54.4,1737337209.9770002,-1.34375,3.375,6.828125
47416.529535485926,-170611.75657287936,53.4,1737337209.9770002,0.3359375,2.6171875,-4.226562
47420.653902420614,-170623.22573415542,81.9,1737337209.9770002,8.0390625,12.0625,-0.6484375
47419.177397308085,-170617.98012019176,93.7,1737337209.9770002,4.3046875,8.09375,-0.6484375
47418.2564528591,-170614.50901232287,97.5,1737337209.9770002,1.8046875,5.515625,-0.6484375
47427.378466269765,-170610.14912024472,84.5,1737337209.9770002,-6.6328125,11.0859375,-0.3203125
47413.76328772661,-170613.88542618582,83.1,1737337209.9770002,3.5859375,1.34375,-0.3203125
47417.30184724514,-170611.1999899596,85.0,1737337209.9770002,-0.5390625,2.9921875,-0.3203125
