X_cor,Y_cor,Amplitude,UnixTime,Xrange,Yrange,Velocity[m/s]
47418.81874,-170615.9008,90.2,1706193951,2.476562365,18.08593586,-0.6484375
47416.78705,-170614.2141,91.7,1706193951,2.99218759,17.81250084,-0.6484375
47415.90843,-170613.4858,92.1,1706193951,3.226562654,17.77344147,-0.6484375
47416.02889,-170613.4456,92.2,1706193952,3.835937805,17.45312012,-0.6484375
47416.64317,-170614.1309,92.9,1706193952,4.414061618,17.31249613,-0.6484375
47415.97683,-170613.6289,91.5,1706193952,4.726561895,17.23437483,-0.6484375
47425.53201,-170603.9295,95.5,1706193953,0.101562526,3.828124979,-0.3203125
47425.51167,-170603.9179,93.3,1706193953,0.124999985,3.828124728,-0.3203125
47425.55971,-170603.8748,97.9,1706193953,0.140624969,3.632812246,-0.6484375
47425.56665,-170603.8783,101.6,1706193953,0.132812488,3.632812055,-0.6484375
47425.57359,-170603.8819,101.6,1706193953,0.124999974,3.632812099,-0.3203125
47425.39765,-170603.8222,99.7,1706193953,0.101562479,3.632812587,-0.3203125
47425.37059,-170603.8066,92.3,1706193953,0.132812488,3.632812055,-0.6484375
47425.37736,-170603.8105,92.3,1706193953,0.124999974,3.632812099,-0.3203125
47425.31829,-170603.8387,91.2,1706193953,0.101562479,3.632812587,-0.3203125
47425.42666,-170603.6667,97.0,1706193953,0.093750027,3.429687918,-0.3203125
47425.43752,-170603.7694,101.1,1706193953,0.140624972,3.429687239,-0.3203125
47425.41665,-170603.7587,99.1,1706193953,0.164062505,3.429687196,-0.3203125
47423.5862,-170604.4507,95.9,1706193953,0.906249703,4.929687887,-0.6484375
47423.55761,-170604.4229,100.7,1706193953,0.945312189,4.921875139,-0.6484375
47423.46742,-170604.4227,102.1,1706193953,0.953125093,4.921874619,-0.6484375
47423.72679,-170604.5098,102.0,1706193953,0.93749968,4.718750223,-0.3203125
47423.68963,-170604.4802,103.3,1706193954,0.984374676,4.710937675,-0.6484375
47423.76083,-170604.654,103.4,1706193954,1.031250049,4.703124589,-0.6484375
47423.75724,-170604.6435,101.9,1706193954,1.039062654,4.695311978,-0.6484375
47425.07625,-170603.2603,97.9,1706193954,0.093750019,2.835937836,-0.6484375
47425.06961,-170603.2562,103.6,1706193954,0.10156246,2.835936972,-0.6484375
47424.98232,-170603.2608,102.2,1706193954,0.062500012,2.640625458,-0.3203125
47424.99586,-170603.2686,103.3,1706193954,0.046874998,2.640624983,-0.3203125
47425.08087,-170603.1747,96.8,1706193954,0.054687514,2.445312555,-0.3203125
47425.01831,-170603.1986,96.8,1706193954,0.039062508,2.445313019,-0.3203125
47425.0114,-170603.195,95.9,1706193954,0.046874999,2.44531276,-0.3203125
47424.99991,-170603.267,101.0,1706193954,0.054687514,2.445312555,-0.3203125
47425.04925,-170603.2905,100.5,1706193955,0.0,2.445313,-0.3203125
47425.023,-170603.1071,102.9,1706193955,0.015625002,2.242187558,-0.3203125
