060813.40,-32735.69028125981,-10122.205638158872
060822.70,-32735.690456536795,-10122.051806139298,0.0011393875968067281
060822.80,-32735.701550788403,-10122.05181877996,-3.1404532655516126
060822.90,-32735.701550788403,-10122.05181877996,0.0011393880381806551
060823.00,-32735.690456536795,-10122.051806139298,0.6853458663922752
060823.10,-32735.690466846958,-10122.04275719724,0.0
060823.20,-32735.690456536795,-10122.051806139298,-1.569656949575018
060823.30,-32735.690456536795,-10122.051806139298,1.5719357040147752
060823.40,-32735.690466846958,-10122.04275719724,0.0011393882025118125
060823.50,-32735.67936228519,-10122.051793498633,0.001139387218392578
060823.60,-32735.67937259535,-10122.042744556586,1.5719357036141164
060823.70,-32735.67937259535,-10122.042744556586,0.0
060823.80,-32735.67937259535,-10122.042744556586,0.0
060823.90,-32735.67937259535,-10122.042744556586,0.0
060824.00,-32735.67937259535,-10122.042744556586,0.0
060824.10,-32735.67937259535,-10122.042744556586,1.5719357040166075
060824.20,-32735.679382905513,-10122.033695614542,1.5719357043306166
060824.30,-32735.67937259535,-10122.042744556586,-1.5696569495731856
060824.40,-32735.67937259535,-10122.042744556586,0.0
060824.50,-32735.67937259535,-10122.042744556586,0.0
060824.60,-32735.67937259535,-10122.042744556586,0.001139387218766199
060824.70,-32735.668278343746,-10122.042731915932,0.0011393885532810211
060824.80,-32735.67937259535,-10122.042744556586,-3.140453266371027
060824.90,-32735.67937259535,-10122.042744556586,0.0
060825.00,-32735.67937259535,-10122.042744556586,0.0
060825.10,-32735.67937259535,-10122.042744556586,0.6853458958862849
060825.20,-32735.668288654615,-10122.033682973899,0.6853454984756528
060825.30,-32735.67937259535,-10122.042744556586,-3.1404532674009817
060825.40,-32735.679382905513,-10122.033695614542,1.5719357040166075
060825.50,-32735.679382905513,-10122.033695614542,0.0
060825.60,-32735.679382905513,-10122.033695614542,0.0
060825.70,-32735.679382905513,-10122.033695614542,0.0
060825.80,-32735.679382905513,-10122.033695614542,0.0
060825.90,-32735.679382905513,-10122.033695614542,1.5719357039040731
060826.00,-32735.679393215672,-10122.024646674798,0.0
060826.10,-32735.679382905513,-10122.033695614542,-0.683067006125947
060826.20,-32735.668288654615,-10122.033682973899,0.0011393859572316777
060826.30,-32735.679382905513,-10122.033695614542,2.4585256473925714
060826.40,-32735.679393215672,-10122.024646674798,1.5719357039040731
060826.50,-32735.679393215672,-10122.024646674798,0.0
060826.60,-32735.679393215672,-10122.024646674798,0.0
060826.70,-32735.679393215672,-10122.024646674798,0.0
060826.80,-32735.679393215672,-10122.024646674798,0.0011393854152324252
060826.90,-32735.66829896407,-10122.024634034164,0.001139385415232425
060827.00,-32735.66829896407,-10122.024634034164,-3.1404532681745607
060827.10,-32735.679393215672,-10122.024646674798,-3.1404532681745607
060827.20,-32735.679393215672,-10122.024646674798,0.0
060827.30,-32735.679393215672,-10122.024646674798,0.0011393854152324252
060827.40,-32735.66829896407,-10122.024634034164,0.001139385415232425
060827.50,-32735.66829896407,-10122.024634034164,1.5719357820124003
060827.60,-32735.668309274937,-10122.015585092131,-3.1404532681745607
060827.70,-32735.679393215672,-10122.024646674798,-2.4562466514834167
060827.80,-32735.668309274937,-10122.015585092131,0.0011393852965406932
060827.90,-32735.66829896407,-10122.024634034164,-3.140453269322264
060828.00,-32735.67940352654,-10122.015597732752,2.4585255846978464
060828.10,-32735.67940352654,-10122.015597732752,0.0011393842675291143
060828.20,-32735.668309274937,-10122.015585092131,-0.6830670688206725
060828.30,-32735.66829896407,-10122.024634034164,1.5719357817219657
060828.40,-32735.668309274937,-10122.015585092131,1.5719357820124003
060828.50,-32735.668309274937,-10122.015585092131,0.0
060828.60,-32735.668309274937,-10122.015585092131,0.0
060828.70,-32735.668309274937,-10122.015585092131,0.0
060828.80,-32735.668309274937,-10122.015585092131,0.0
060828.90,-32735.668309274937,-10122.015585092131,1.571935703325763
060829.00,-32735.668319585096,-10122.006536147794,0.0
060829.10,-32735.668309274937,-10122.015585092131,0.0
060829.20,-32735.668319585096,-10122.006536147794,1.571935703325763
060829.30,-32735.668319585096,-10122.006536147794,-1.56965695026403
060829.40,-32735.668309274937,-10122.015585092131,0.0
060829.50,-32735.668319585096,-10122.006536147794,2.4585254282291977
060829.60,-32735.679413836704,-10122.006548788406,0.0
060829.70,-32735.668319585096,-10122.006536147794,-0.6830672252893207
060829.80,-32735.668309274937,-10122.015585092131,1.5719357033255341
060829.90,-32735.668319585096,-10122.006536147794,1.571935703325763
060830.00,-32735.668319585096,-10122.006536147794,0.0
060830.10,-32735.668319585096,-10122.006536147794,2.4585255523016536
060830.20,-32735.679424146863,-10121.997499846359,1.5719357821908109
060830.30,-32735.668329895965,-10121.997487205761,0.001139382208562572
060830.40,-32735.668329895965,-10121.997487205761,0.0
060830.50,-32735.668329895965,-10121.997487205761,0.0
060830.60,-32735.668329895965,-10121.997487205761,0.0
060830.70,-32735.668329895965,-10121.997487205761,2.458525520496749
060830.80,-32735.679434457026,-10121.988450904313,1.5719356254426615
060830.90,-32735.66834020542,-10121.988438263725,0.0011393813159184091
060831.00,-32735.66834020542,-10121.988438263725,-0.6830671328592374
060831.10,-32735.65723564436,-10121.997474565165,-3.140453272273875
060831.20,-32735.679434457026,-10121.988450904313,2.4585255208018304
060831.30,-32735.66834020542,-10121.988438263725,0.0011393810608591882
060831.40,-32735.65724595523,-10121.988425623143,0.0
060831.50,-32735.66834020542,-10121.988438263725,-3.140453272783993
060831.60,-32735.66834020542,-10121.988438263725,0.0011393808057999343
060831.70,-32735.65724595523,-10121.988425623143,0.0011393819949753136
060831.80,-32735.66834020542,-10121.988438263725,2.458525488952923
060831.90,-32735.66835051558,-10121.979389321692,1.5719357040179818
060832.00,-32735.66835051558,-10121.979389321692,-1.5696569495718116
060832.10,-32735.66834020542,-10121.988438263725,0.0
060832.20,-32735.66835051558,-10121.979389321692,1.5719357040179818
060832.30,-32735.66835051558,-10121.979389321692,-0.6830671645655959
060832.40,-32735.65724595523,-10121.988425623143,0.0011393799860117035
060832.50,-32735.657256265393,-10121.97937668112,2.4585254890241974
060832.60,-32735.66835051558,-10121.979389321692,0.0
060832.70,-32735.657256265393,-10121.97937668112,0.0011393799860117508
060832.80,-32735.657256265393,-10121.97937668112,1.5719357820135456
060832.90,-32735.65726657626,-10121.970327739096,1.5719357820135456
060833.00,-32735.65726657626,-10121.970327739096,-1.5696568715762478
060833.10,-32735.657256265393,-10121.97937668112,0.0
060833.20,-32735.65726657626,-10121.970327739096,1.5719357820135456
060833.30,-32735.65726657626,-10121.970327739096,-2.456246700056703
060833.40,-32735.66835051558,-10121.979389321692,0.0
060833.50,-32735.65726657626,-10121.970327739096,0.6853459535330901
060833.60,-32735.65726657626,-10121.970327739096,0.0
060833.70,-32735.65726657626,-10121.970327739096,0.0
060833.80,-32735.65726657626,-10121.970327739096,0.0
060833.90,-32735.65726657626,-10121.970327739096,1.5719356253327386
060834.00,-32735.657276885715,-10121.96127879477,0.001139378948029535
060834.10,-32735.646172323948,-10121.970315098533,0.0
060834.20,-32735.657276885715,-10121.96127879477,2.458525426159681
060834.30,-32735.657276885715,-10121.96127879477,0.00113937820072371
060834.40,-32735.646182634107,-10121.961266154216,0.00113937820072371
060834.50,-32735.646182634107,-10121.961266154216,0.0
060834.60,-32735.646182634107,-10121.961266154216,0.0
060834.70,-32735.646182634107,-10121.961266154216,0.0
060834.80,-32735.646182634107,-10121.961266154216,0.0
060834.90,-32735.646182634107,-10121.961266154216,1.571935703908654
060835.00,-32735.646192944267,-10121.952217214508,1.571935703908654
060835.10,-32735.646192944267,-10121.952217214508,0.0
060835.20,-32735.646192944267,-10121.952217214508,1.571935704020501
060835.30,-32735.64620325443,-10121.943168272495,1.571935704020501
060835.40,-32735.64620325443,-10121.943168272495,-3.140453277520145
060835.50,-32735.657297506034,-10121.943180913026,0.6853458558671744
060835.60,-32735.635119312985,-10121.934106689969,0.3165077383631519
060835.70,-32735.601846869744,-10121.925019826447,0.4562593811960522
060835.80,-32735.579678987564,-10121.906896659246,0.6853459296334339
060835.90,-32735.579678987564,-10121.906896659246,1.5719357036271713
060836.00,-32735.579689297723,-10121.897847717302,0.8284398388387918
060836.10,-32735.546437475514,-10121.870662970154,0.33742308097579476
060836.20,-32735.50206047051,-10121.870612408398,0.2666033785459778
060836.30,-32735.47989258762,-10121.852489243833,0.5980993309114266
060836.40,-32735.435544663498,-10121.825291852367,0.7757928289174043
060836.50,-32735.42448134096,-10121.79813238893,1.0220021811061621
060836.60,-32735.402323770355,-10121.770960280643,0.3883699408064693
060836.70,-32735.3357685723,-10121.761835497058,0.20229226376404216
060836.80,-32735.313590379956,-10121.752761274778,0.6853458341246745
060836.90,-32735.269264925046,-10121.70746600547,0.5199141259392
060837.00,-32735.202720035733,-10121.689293789039,0.3164954315935927
060837.10,-32735.158363650342,-10121.67114534285,0.6209923482562815
060837.20,-32735.114038195432,-10121.625850074739,0.6853458209467644
060837.30,-32735.0475242366,-10121.580529524621,0.5501405296069244
060837.40,-32734.980999969026,-10121.544257918818,0.5199243463147666
060837.50,-32734.936653893088,-10121.517060534818,0.7435922658774078
060837.60,-32734.892338745507,-10121.462716325057,0.6431489630946932
060837.70,-32734.80363628559,-10121.417370499837,0.5710582844715799
060837.80,-32734.7371307852,-10121.363001009666,0.6853383476001664
060837.90,-32734.681711077978,-10121.317693105486,0.5501322250103104
060838.00,-32734.60409255455,-10121.281410371528,0.5981043786392922
060838.10,-32734.54868315536,-10121.227053525341,0.45625923233973426
060838.20,-32734.437771571203,-10121.199780306608,0.2930545564087455
060838.30,-32734.337964547398,-10121.163470787445,0.5286676541493597
060838.40,-32734.2825551475,-10121.109113943612,0.561474901332134
060838.50,-32734.193842374592,-10121.072817065542,0.456259189687039
060838.60,-32734.116234163448,-10121.027483887148,0.3676199756167228
060838.70,-32734.00532072686,-10121.000212173607,0.43127517771536933
060838.80,-32733.938817073944,-10120.945842695834,0.6052298434788911
060838.90,-32733.861208860675,-10120.900509519843,0.431286120590172
060839.00,-32733.76140183616,-10120.864200004073,0.38836976037790133
060839.10,-32733.683783314147,-10120.827915769703,0.4840698616739917
060839.20,-32733.606175099463,-10120.782582593729,0.5710635551438592
060839.30,-32733.528577194233,-10120.728200480999,0.4562518127759665
060839.40,-32733.439854111162,-10120.700954057655,0.45625179937977733
060839.50,-32733.362256203807,-10120.646571946649,0.38836607427656017
060839.60,-32733.2624267115,-10120.628360312803,0.26660084543325774
060839.70,-32733.162619686274,-10120.592050804815,0.4991801707108937
060839.80,-32733.096116030523,-10120.537681332931,0.4663325531962783
060839.90,-32733.01847688819,-10120.519494985074,0.41145706590160985
060840.00,-32732.929784731354,-10120.46510023953,0.4867477825847365
060840.10,-32732.82998801275,-10120.419743301383,0.36762313948110453
060840.20,-32732.741264927554,-10120.392495372824,0.41145706400539755
060840.30,-32732.663656712164,-10120.347162207738,0.4867540013127511
060840.40,-32732.552776048575,-10120.292742186806,0.36982620929952226
060840.50,-32732.4529568643,-10120.265481622104,0.3082921891088691
060840.60,-32732.35314983766,-10120.229172121462,0.44848806142108577
060840.70,-32732.264457677993,-10120.174777380558,0.47257048625125814
060840.80,-32732.175744898002,-10120.138482028098,0.43127893110764265
060840.90,-32732.087042430296,-10120.093136229865,0.4312859557198967
060841.00,-32731.998329653135,-10120.056839368523,0.4087642200636896
060841.10,-32731.89853293241,-10120.011480933872,0.5235349217343785
060841.20,-32731.80985108007,-10119.948037259815,0.42659667029827575
060841.30,-32731.698939490954,-10119.920764065317,0.30828527317524845
060841.40,-32731.61022486349,-10119.88446871327,0.4562472497503827
060841.50,-32731.53261664314,-10119.839135558357,0.5401880271503016
060841.60,-32731.443924481347,-10119.784740828649,0.43128589457133576
060841.70,-32731.355201395447,-10119.757492910627,0.4087641591768485
060841.80,-32731.25541498063,-10119.70308554506,0.448487955328298
060841.90,-32731.16670220347,-10119.666788690982,0.34389743995793626
060842.00,-32731.07797911615,-10119.639540779583,0.41144927624635896
060842.10,-32731.00037089368,-10119.594209135315,0.42659032680969233
060842.20,-32730.878385668322,-10119.548825435793,0.4423083084099307
060842.30,-32730.78969165481,-10119.494430708557,0.45625448359930826
060842.40,-32730.712062819093,-10119.467195435176,0.3438974091262891
060842.50,-32730.6122557875,-10119.430885948239,0.4867538060062064
060842.60,-32730.52357393091,-10119.367442291412,0.486747544637494
060842.70,-32730.423766897897,-10119.331134314467,0.2814266009782045
060842.80,-32730.335033501124,-10119.312935342963,0.4114568276157304
060842.90,-32730.25743558669,-10119.258553262996,0.4725770278778889
060843.00,-32730.15762855509,-10119.22224378254,0.3251552220660443
060843.10,-32730.068905467062,-10119.19499587403,0.36762657389466646
060843.20,-32729.969106893197,-10119.149637456727,0.44848400836194824
060843.30,-32729.88040441841,-10119.104291677246,0.32514801381218145
060843.40,-32729.78057677074,-10119.08608158022,0.2125667327397022
060843.50,-32729.669665178084,-10119.05880840491,0.4312857321968795
060843.60,-32729.603161514548,-10119.004438963488,0.5614744318872851
060843.70,-32729.525542984746,-10118.968154764518,0.2666028852227644
060843.80,-32729.436799279934,-10118.95900473182,0.10274320252501673
060843.90,-32729.34805557654,-10118.949854701597,0.13625113088554175
060844.00,-32729.237133678682,-10118.93163046247,0.1804387951691846
060844.10,-32729.148400280494,-10118.913433005444,0.3438864463323787
060844.20,-32729.059695956817,-10118.868087232673,0.6249492681338188
060844.30,-32728.959950764238,-10118.77748414798,0.6558488841080014
060844.40,-32728.871258594652,-10118.723089442226,0.3319472151168772
060844.50,-32728.749242443773,-10118.704852570365,0.15526719122418675
060844.60,-32728.638320544498,-10118.686628333193,0.3251479221435789
060844.70,-32728.560712317776,-10118.641296711914,0.6112686289557204
060844.80,-32728.48312470571,-10118.577865711612,0.6493476476037933
060844.90,-32728.40552678561,-10118.523483649346,0.5981050273316139
060845.00,-32728.350094908004,-10118.487224727502,0.3374187385288158
060845.10,-32728.250267260337,-10118.469013132362,0.16284302352563793
060845.20,-32728.12825110733,-10118.450776262933,0.422830523222934
060845.30,-32728.028495606002,-10118.369222128938,0.5121944103355982
060845.40,-32727.950856457297,-10118.351037316028,0.5151712286432956
060845.50,-32727.884363094712,-10118.287618958591,0.9227180373707803
060845.60,-32727.806847623327,-10118.160845428058,0.6073510389524125
060845.70,-32727.662653275853,-10118.13353436054,0.10274237865669879
060845.80,-32727.540614660717,-10118.133395364574,0.19295032375451598
060845.90,-32727.42972367989,-10118.088024336046,0.5981062269160295
060846.00,-32727.341072730414,-10117.997435422729,0.747264145466899
060846.10,-32727.263485112682,-10117.934004434415,0.5235344664312748
060846.20,-32727.15259412902,-10117.88863341208,0.3883691614236178
060846.30,-32727.063881342656,-10117.852336592727,0.44848755856923395
060846.40,-32726.96409491651,-10117.797929274662,0.49917955089886074
060846.50,-32726.864308489658,-10117.74352195782,0.4265864544354306
060846.60,-32726.764499599965,-10117.707214014106,0.40875343424603194
060846.70,-32726.675797118805,-10117.661868265264,0.4635438661996834
060846.80,-32726.56491643964,-10117.607448314246,0.4049060183556836
060846.90,-32726.442931203663,-10117.562064664433,0.38836908753498095
060847.00,-32726.34313447019,-10117.51670628593,0.38836325907645175
060847.10,-32726.22114923209,-10117.471324144284,0.279210598708062
060847.20,-32726.12132158017,-10117.453112564825,0.29305387412573214
060847.30,-32726.010430594382,-10117.407741554272,0.4991761358743421
060847.40,-32725.888484729625,-10117.326162177338,0.5501358775907454
060847.50,-32725.788698301356,-10117.271754872336,0.4087636548637621
060847.60,-32725.699975205538,-10117.244506996532,0.38836174542039664
060847.70,-32725.61127272013,-10117.19916276811,0.3251476415807087
060847.80,-32725.511445067503,-10117.180951192931,0.266602578293307
060847.90,-32725.4116380267,-10117.144641752704,0.4066333136615145
060848.00,-32725.3007573447,-10117.090221818129,0.6249488689840792
060848.10,-32725.223188482825,-10117.008692989684,0.620986367851411
060848.20,-32725.123391746518,-10116.963334621274,0.48674701737677284
060848.30,-32725.034699563483,-10116.908941467389,0.4867470087597613
060848.40,-32724.934902827175,-10116.863583101058,0.4725765237098278
060848.50,-32724.85729459125,-10116.818250006389,0.5792786962338266
060848.60,-32724.768612714124,-10116.754806416553,0.5926211706093335
060848.70,-32724.66883658681,-10116.69135019166,0.4635436685365069
060848.80,-32724.56902954247,-10116.655040760339,0.4635399512359892
060848.90,-32724.469251565555,-10116.591584538186,0.5334763129561078
060849.00,-32724.36946512879,-10116.53717875817,0.486746933412664
060849.10,-32724.28076264055,-10116.491833033153,0.5863961887632251
060849.20,-32724.192091066503,-10116.419340518041,0.579278625574219
060849.30,-32724.114472524667,-10116.383056363577,0.5286666126753125
060849.40,-32724.036874592526,-10116.328674342489,0.4725764253889182
060849.50,-32723.937067548184,-10116.292364922405,0.3489054758908937
060849.60,-32723.837260501008,-10116.256057006634,0.40662392708680556
060849.70,-32723.726377964453,-10116.201637090615,0.21078671185283776
060849.80,-32723.582152695704,-10116.201472856295,0.036586544305472854
060849.90,-32723.47122048485,-10116.192297592605,0.3251546484900709
060850.00,-32723.393622551295,-10116.1379155794,0.6164733242109697
060850.10,-32723.30494067063,-10116.074472006758,0.5235280538055369
060850.20,-32723.205143926534,-10116.02911516666,0.4725696172776027
060850.30,-32723.127535687774,-10115.983782085756,0.6052287236368645
060850.40,-32723.061032002992,-10115.929412711845,0.719340224507184
060850.50,-32722.97236887889,-10115.847871281063,0.5981065986455363
060850.60,-32722.861488188395,-10115.793451377504,0.40876336868502405
060850.70,-32722.78385934064,-10115.766216158192,0.5501392563887919
060850.80,-32722.728449906757,-10115.711859420806,0.7282775233577947
060850.90,-32722.661946218435,-10115.657491557167,0.651804853310934
060851.00,-32722.562180387118,-10115.584986430898,0.655848162581053
060851.10,-32722.473508804578,-10115.512493943412,0.5981108356614948
060851.20,-32722.362638415038,-10115.449025114001,0.40490273742814065
060851.30,-32722.24064101505,-10115.412690443607,0.3100809155656377
060851.40,-32722.107561514724,-10115.367294208807,0.32514733907665755
060851.50,-32722.052110862856,-10115.349134698743,0.3648303437069465
060851.60,-32721.941219865737,-10115.303763735039,0.6464928575002734
060851.70,-32721.908009234605,-10115.240383342132,0.7435908199743946
060851.80,-32721.85255858486,-10115.222222325157,0.3165065267634932
060851.90,-32721.741657283954,-10115.185900291885,0.3883686497394344
060852.00,-32721.63077658921,-10115.13148039947,0.4635433564585676
060852.10,-32721.542074094596,-10115.086134704668,0.45624624985983103
060852.20,-32721.464453695367,-10115.049852076283,0.44847665900853745
060852.30,-32721.353572999913,-10114.995432191858,0.4991789819409799
060852.40,-32721.298142954915,-10114.959173320465,0.46633140516156796
060852.50,-32721.209430155803,-10114.92287655636,0.38836859170050503
060852.60,-32721.098539156563,-10114.877505599943,0.2532299810805748
060852.70,-32720.9987011959,-10114.868342989268,0.28947021635874515
060852.80,-32720.976543602636,-10114.841170942298,0.6853442882504491
060852.90,-32720.92111355551,-10114.804912073398,0.5199126631093705
060853.00,-32720.86567320672,-10114.7777036423,0.445222547789415
060853.10,-32720.788054657092,-10114.741419513355,0.3374217561374684
060853.20,-32720.710415504134,-10114.723233238605,0.4114518528110689
060853.30,-32720.62172145946,-10114.668838623747,0.5588164606500508
060853.40,-32720.52194531657,-10114.605382451744,0.4867528045413276
060853.50,-32720.433232515337,-10114.569085692012,0.36483811217432294
060853.60,-32720.35560366263,-10114.541850495365,0.3676219800225921
060853.70,-32720.244712659136,-10114.496481056127,0.32514716752868045
060853.80,-32720.167073504766,-10114.478294784609,0.16284242198697135
060853.90,-32720.133790749238,-10114.478256890796,0.001138541572511041
060854.00,-32720.111602247445,-10114.478231628249,-0.1339734078913799
060854.10,-32720.06721493865,-10114.487230029285,0.0011385415579879094
060854.20,-32720.000659731388,-10114.47810531553,0.07515227501894542
060854.30,-32719.94518847548,-10114.478042159168,0.0011385416344294015
060854.40,-32719.911905720666,-10114.47800426535,0.001138541642752869
060854.50,-32719.823151709235,-10114.477903215167,0.06379803577395142
060854.60,-32719.767690754994,-10114.468791130683,0.001138541672563346
060854.70,-32719.70111494299,-10114.477764271163,-0.13397156358175902
060854.80,-32719.634537282804,-10114.486737407104,-0.06673748876895068
060854.90,-32719.56797177175,-10114.4866631275,0.14835178014365932
060855.00,-32719.512521120592,-10114.468502119953,0.06900423607430292
060855.10,-32719.43485105627,-10114.477462626597,-0.2447494999049527
060855.20,-32719.36825464023,-10114.504533615198,-0.20001400965419616
060855.30,-32719.301689131302,-10114.50445782735,-0.06672714683814866
060855.40,-32719.235113319297,-10114.513430964776,-0.287193029960726
060855.50,-32719.17961115486,-10114.540514583849,-0.13397338786123478
060855.60,-32719.101961696702,-10114.53137723923,-0.057055746315465984
060855.70,-32719.024281330716,-10114.549386672255,0.0011385479538079154
060855.80,-32719.002113434373,-10114.531263557143,-0.17816831275511963
060855.90,-32718.924412463646,-10114.567370839892,-0.2823268578445629
060856.00,-32718.846742399328,-10114.576332853161,0.06378762221973185
060856.10,-32718.78019749302,-10114.558159212827,0.0011385531115138273
060856.20,-32718.746894134874,-10114.57621917056,-0.43500717820405715
060856.30,-32718.702496523,-10114.59426649443,-0.314229258166322
060856.40,-32718.635910408622,-10114.612288557535,-0.06152091416856223
060856.50,-32718.55826095117,-10114.60315121052,-0.1529894215365685
060856.60,-32718.40288991683,-10114.648218992592,-0.3707948481169236
060856.70,-32718.30297983744,-10114.70239885745,-0.29569053230133874
060856.80,-32718.225320076202,-10114.702310436527,0.08677835662174058
060856.90,-32718.092209661678,-10114.684062517683,-0.08451542555344158
060857.00,-32718.01450869024,-10114.720169793063,-0.3653517451294845
060857.10,-32717.90352496399,-10114.756239172924,-0.4205525296974929
060857.20,-32717.792510328498,-10114.819455325609,-0.5099228329289549
060857.30,-32717.72590360725,-10114.855575232632,-0.5129011009683273
060857.40,-32717.648192332028,-10114.900731428675,-0.3060165917211617
060857.50,-32717.526134959622,-10114.918690325841,-0.22781533712189572
060857.60,-32717.41515123337,-10114.954759701215,-0.3001299812269369
060857.70,-32717.29307325197,-10114.990817954162,-0.4400392446757066
060857.80,-32717.204247117566,-10115.054059363549,-0.4844754656759505
060857.90,-32717.10435764221,-10115.090141365654,-0.15298934663693742
060858.00,-32716.97122662365,-10115.089989781065,-0.10046469888326816
060858.10,-32716.83806284625,-10115.116984965181,-0.3693255563992347
