$GPGGA,091558.30,3542.265578658,N,13943.255677789,E,5,08,2.30,23.415,M,36.994,M,6.3,7107*46
$PMSBATV,091558.30,2,2,0.41526,0.67769,-174.98273,-0.035,0.033,-0.000,52.60869,0.000*5B,,,
$GPGGA,091558.40,3542.265583209,N,13943.255673495,E,5,08,2.30,23.416,M,36.994,M,6.4,7107*4B
$PMSBATV,091558.40,2,2,0.44628,0.71916,-174.98490,-0.044,0.042,0.000,52.60869,0.000*73,,,
$GPGGA,091558.50,3542.265586952,N,13943.255669917,E,5,08,2.30,23.417,M,36.994,M,6.5,7107*46
$PMSBATV,091558.50,2,2,0.35843,0.67409,-174.99545,-0.021,0.020,-0.000,52.60869,0.000*51,,,
$GPGGA,091558.60,3542.265582209,N,13943.255674937,E,5,08,2.30,23.416,M,36.994,M,6.6,7107*48
$PMSBATV,091558.60,2,2,0.37562,0.70263,-174.99973,-0.031,0.029,0.000,52.60869,0.000*7E,,,
$GPGGA,091558.70,3542.265585284,N,13943.255672071,E,5,08,2.30,23.417,M,36.994,M,6.7,7107*46
$PMSBATV,091558.70,2,2,0.33786,0.68430,-175.01102,-0.021,0.021,0.000,52.60869,0.000*7D,,,
$GPGGA,091558.80,3542.265583643,N,13943.255673910,E,5,08,2.30,23.416,M,36.994,M,6.8,7107*41
$PMSBATV,091558.80,2,2,0.36035,0.67256,-175.00290,-0.026,0.025,-0.000,52.60869,0.000*56,,,
$GPGGA,091558.90,3542.265585239,N,13943.255672208,E,5,08,2.30,23.416,M,36.994,M,6.9,7107*4D
$PMSBATV,091558.90,2,2,0.35774,0.65323,-174.99933,-0.024,0.023,-0.000,52.60869,0.000*50,,,
$GPGGA,091559.00,3542.265585477,N,13943.255671934,E,5,08,2.30,23.416,M,36.994,M,7.0,7107*46
$PMSBATV,091559.00,2,2,0.34781,0.67151,-175.01411,-0.025,0.024,0.000,52.60869,0.000*70,,,
$GPGGA,091559.10,3542.265586428,N,13943.255671349,E,5,08,2.30,23.416,M,36.994,M,2.1,7107*4A
$PMSBATV,091559.10,2,2,0.31214,0.60437,-175.00825,-0.012,0.012,-0.000,52.60869,0.000*59,,,
$GPGGA,091559.20,3542.265583606,N,13943.255673982,E,5,08,2.30,23.415,M,36.994,M,2.2,7107*4D
$PMSBATV,091559.20,2,2,0.35732,0.60900,-175.00306,-0.023,0.022,-0.000,52.60869,0.000*5D,,,
$GPGGA,091559.30,3542.265586670,N,13943.255670820,E,5,08,2.30,23.415,M,36.994,M,2.3,7107*43
$PMSBATV,091559.30,2,2,0.31808,0.59394,-175.00850,-0.012,0.012,0.000,52.60869,0.000*77,,,
$GPGGA,091559.40,3542.265584348,N,13943.255673282,E,5,08,2.30,23.415,M,36.994,M,2.4,7107*4E
$PMSBATV,091559.40,2,2,0.29406,0.53615,-175.00198,-0.002,0.002,-0.000,52.60869,0.000*5D,,,
$GPGGA,091559.50,3542.265581548,N,13943.255675934,E,5,08,2.30,23.414,M,36.994,M,2.5,7107*4C
$PMSBATV,091559.50,2,2,0.27140,0.52043,-175.00391,0.005,-0.005,-0.000,52.60869,0.000*5A,,,
$GPGGA,091559.60,3542.265579166,N,13943.255678329,E,5,08,2.30,23.414,M,36.994,M,2.6,7107*48
$PMSBATV,091559.60,2,2,0.24239,0.51985,-175.01422,0.011,-0.010,-0.000,52.60869,0.000*58,,,
$GPGGA,091559.70,3542.265576913,N,13943.255680847,E,5,08,2.30,23.414,M,36.994,M,2.7,7107*49
$PMSBATV,091559.70,2,2,0.26129,0.54421,-175.01585,0.006,-0.006,0.000,52.60869,0.000*7F,,,
$GPGGA,091559.80,3542.265577113,N,13943.255680731,E,5,08,2.30,23.414,M,36.994,M,2.8,7107*4E
$PMSBATV,091559.80,2,2,0.24074,0.53883,-175.01977,0.012,-0.012,-0.000,52.60869,0.000*54,,,
$GPGGA,091559.90,3542.265574680,N,13943.255683273,E,5,08,2.30,23.415,M,36.994,M,2.9,7107*41
$PMSBATV,091559.90,2,2,0.21269,0.55611,-175.03123,0.018,-0.018,-0.000,52.60869,0.000*56,,,
$GPGGA,091600.00,3542.265571597,N,13943.255686641,E,5,08,2.30,23.415,M,36.994,M,3.0,7107*4F
$PMSBATV,091600.00,2,2,0.21037,0.58688,-175.03649,0.017,-0.017,-0.000,52.60869,0.000*5F,,,
$GPGGA,091600.10,3542.265570332,N,13943.255688129,E,5,08,2.30,23.416,M,36.994,M,3.1,7107*43
$PMSBATV,091600.10,2,2,0.22688,0.64032,-175.04554,0.015,-0.014,-0.000,52.60869,0.000*5E,,,
$GPGGA,091600.20,3542.265569401,N,13943.255689312,E,5,08,2.30,23.417,M,36.994,M,3.2,7107*46
$PMSBATV,091600.20,2,2,0.27411,0.68061,-175.04343,0.003,-0.003,-0.000,52.60869,0.000*51,,,
$GPGGA,091600.30,3542.265571116,N,13943.255687651,E,5,08,2.30,23.418,M,36.994,M,3.3,7107*4F
$PMSBATV,091600.30,2,2,0.30229,0.72813,-175.04739,-0.007,0.006,-0.000,52.60869,0.000*55,,,
$GPGGA,091600.40,3542.265572821,N,13943.255686165,E,5,08,2.30,23.419,M,36.994,M,3.4,7107*41
$PMSBATV,091600.40,2,2,0.33165,0.72855,-175.03819,-0.012,0.011,-0.000,52.60869,0.000*50,,,
$GPGGA,091600.50,3542.265573817,N,13943.255685020,E,5,08,2.30,23.419,M,36.994,M,3.5,7107*46
$PMSBATV,091600.50,2,2,0.32227,0.71369,-175.03866,-0.008,0.008,0.000,52.60869,0.000*74,,,
$GPGGA,091600.60,3542.265572487,N,13943.255686398,E,5,08,2.30,23.419,M,36.994,M,3.6,7107*41
$PMSBATV,091600.60,2,2,0.37144,0.73857,-175.03421,-0.020,0.019,-0.000,52.60869,0.000*58,,,
$GPGGA,091600.70,3542.265575504,N,13943.255683369,E,5,08,2.30,23.419,M,36.994,M,3.7,7107*47
$PMSBATV,091600.70,2,2,0.39641,0.73627,-175.02733,-0.028,0.026,-0.001,52.60869,0.000*58,,,
$GPGGA,091600.80,3542.265577738,N,13943.255681059,E,5,08,2.30,23.419,M,36.994,M,3.8,7107*4A
$PMSBATV,091600.80,2,2,0.39661,0.73215,-175.02967,-0.028,0.026,-0.000,52.60869,0.000*5E,,,
$GPGGA,091600.90,3542.265578391,N,13943.255680524,E,5,08,2.30,23.419,M,36.994,M,3.9,7107*4C
$PMSBATV,091600.90,2,2,0.41703,0.77467,-175.03663,-0.039,0.037,-0.000,52.60869,0.000*58,,,
$GPGGA,091601.00,3542.265582127,N,13943.255677086,E,5,08,2.30,23.420,M,36.994,M,4.0,7107*4F
$PMSBATV,091601.00,2,2,0.41543,0.76774,-175.02912,-0.041,0.039,-0.000,52.60869,0.000*5F,,,
$GPGGA,091601.10,3542.265583996,N,13943.255675186,E,5,07,2.61,23.420,M,36.994,M,4.1,7107*44
$PMSBATV,091601.10,2,2,0.27561,0.55814,-175.00882,0.008,-0.007,0.000,52.60869,0.000*71,,,
$GPGGA,091601.20,3542.265572071,N,13943.255686549,E,5,07,2.61,23.416,M,36.994,M,4.2,7107*44
$PMSBATV,091601.20,2,2,0.10341,0.37336,-174.99757,0.063,-0.061,-0.000,52.60869,0.000*5B,,,
$GPGGA,091601.30,3542.265555980,N,13943.255702261,E,5,07,2.61,23.414,M,36.994,M,4.3,7107*44
$PMSBATV,091601.30,2,2,0.13250,0.27821,-174.96628,0.066,-0.064,-0.000,52.60869,0.000*52,,,
$GPGGA,091601.40,3542.265551712,N,13943.255705711,E,5,07,2.61,23.412,M,36.994,M,4.4,7107*46
$PMSBATV,091601.40,2,2,0.14113,0.21676,-174.94772,0.074,-0.071,0.000,52.60869,0.000*7A,,,
$GPGGA,091601.50,3542.265546048,N,13943.255710803,E,5,07,2.61,23.410,M,36.994,M,4.5,7107*42
