$PMSBATV,090210.50,2,2,-0.36107,0.54959,29.26587,-0.000,-0.000,0.000,41.11267,0.000*6B,,,
$GPGGA,090210.60,3542.296514129,N,13943.272245253,E,4,11,1.05,23.593,M,36.997,M,3.6,2107*49
$PMSBATV,090210.60,2,2,-0.35804,0.54664,29.26097,0.000,0.000,0.000,41.11267,0.000*64,,,
$GPGGA,090210.70,3542.296514130,N,13943.272245300,E,4,11,1.05,23.592,M,36.997,M,3.7,2107*47
$PMSBATV,090210.70,2,2,-0.34902,0.55205,29.26076,0.000,-0.000,-0.000,41.11267,0.000*6E,,,
$GPGGA,090210.80,3542.296514242,N,13943.272245390,E,4,11,1.05,23.592,M,36.997,M,3.8,2107*48
$PMSBATV,090210.80,2,2,-0.35547,0.55958,29.26153,0.000,-0.000,-0.000,41.11267,0.000*68,,,
$GPGGA,090210.90,3542.296514160,N,13943.272245394,E,4,11,1.05,23.592,M,36.997,M,3.9,2107*4F
$PMSBATV,090210.90,2,2,-0.36973,0.55232,29.26242,-0.000,0.000,-0.000,41.11267,0.000*65,,,
$GPGGA,090211.00,3542.296514161,N,13943.272245355,E,4,11,1.05,23.592,M,36.997,M,4.0,2107*45
$PMSBATV,090211.00,2,2,-0.35490,0.55253,29.26346,-0.000,-0.000,0.000,41.11267,0.000*6C,,,
$GPGGA,090211.10,3542.296514158,N,13943.272245411,E,4,11,1.05,23.592,M,36.997,M,4.1,2107*48
$PMSBATV,090211.10,2,2,-0.36604,0.55308,29.26540,0.000,-0.000,0.000,41.11267,0.000*43,,,
$GPGGA,090211.20,3542.296514152,N,13943.272245506,E,4,11,1.05,23.592,M,36.997,M,4.2,2107*45
$PMSBATV,090211.20,2,2,-0.37776,0.55161,29.26807,-0.000,0.000,0.000,41.11267,0.000*46,,,
$GPGGA,090211.30,3542.296514335,N,13943.272245446,E,4,11,1.05,23.591,M,36.997,M,4.3,2107*40
$PMSBATV,090211.30,2,2,-0.36224,0.55396,29.26586,-0.001,-0.000,0.000,41.11267,0.000*66,,,
$GPGGA,090211.40,3542.296514233,N,13943.272245408,E,4,11,1.05,23.591,M,36.997,M,4.4,2107*4D
$PMSBATV,090211.40,2,2,-0.34640,0.55411,29.26622,0.000,-0.000,0.000,41.11267,0.000*4C,,,
$GPGGA,090211.50,3542.296514352,N,13943.272245667,E,4,10,1.11,23.591,M,36.997,M,4.5,2107*44
$PMSBATV,090211.50,2,2,-0.35085,0.55089,29.26591,-0.000,-0.000,-0.000,41.11267,0.000*4D,,,
$GPGGA,090211.60,3542.296514269,N,13943.272245581,E,4,10,1.11,23.591,M,36.997,M,4.6,2107*46
$PMSBATV,090211.60,2,2,-0.35201,0.54993,29.26644,0.000,0.000,0.000,41.11267,0.000*65,,,
$GPGGA,090211.70,3542.296514081,N,13943.272245582,E,4,10,1.11,23.590,M,36.997,M,4.7,2107*40
$PMSBATV,090211.70,2,2,-0.34957,0.54423,29.26281,-0.000,0.000,-0.000,41.11267,0.000*66,,,
$GPGGA,090211.80,3542.296513866,N,13943.272245378,E,4,10,1.11,23.590,M,36.997,M,4.8,2107*45
$PMSBATV,090211.80,2,2,-0.34166,0.54212,29.26311,-0.000,0.000,0.000,41.11267,0.000*42,,,
