Message Type,UTC Time,Latitude,Latitude Direction,Longitude,Longitude Direction,GPS Quality Indicator,Number of Satellites,Horizontal Dilution of Precision (HDOP),Altitude,Altitude Units,Geoid Separation,Geoid Separation Units,DGPS Age,DGPS Station ID,Checksum
$GPGGA,122446.00,3542.306185101,N,13943.279857070,E,5,12,0.98,25.024,M,36.998,M,4.0,7107,4E
$GPGGA,122446.10,3542.306185275,N,13943.279857321,E,5,12,0.98,25.024,M,36.998,M,4.1,7107,49
$GPGGA,122446.20,3542.306185586,N,13943.279857573,E,5,12,0.98,25.024,M,36.998,M,4.2,7107,43
$GPGGA,122446.30,3542.306185853,N,13943.279857810,E,5,12,0.98,25.024,M,36.998,M,4.3,7107,4E
$GPGGA,122446.40,3542.306186057,N,13943.279858097,E,5,12,0.98,25.024,M,36.998,M,4.4,7107,49
$GPGGA,122446.50,3542.306186262,N,13943.279858277,E,5,12,0.98,25.024,M,36.998,M,4.5,7107,41
$GPGGA,122446.60,3542.306186398,N,13943.279858504,E,5,12,0.98,25.024,M,36.998,M,4.6,7107,46
$GPGGA,122446.70,3542.306186654,N,13943.279858660,E,5,12,0.98,25.023,M,36.998,M,4.7,7107,45
$GPGGA,122446.80,3542.306186853,N,13943.279858725,E,5,12,0.98,25.023,M,36.998,M,4.8,7107,4C
$GPGGA,122446.90,3542.306186981,N,13943.279858980,E,5,12,0.98,25.023,M,36.998,M,4.9,7107,43
$GPGGA,122447.00,3542.306187156,N,13943.279859161,E,5,12,0.98,25.023,M,36.998,M,5.0,7107,46
$GPGGA,122447.10,3542.306187253,N,13943.279859300,E,5,12,0.98,25.023,M,36.998,M,5.1,7107,45
$GPGGA,122447.20,3542.306187363,N,13943.279859534,E,5,12,0.98,25.023,M,36.998,M,5.2,7107,46
$GPGGA,122447.30,3542.306187322,N,13943.279859575,E,5,11,1.05,25.023,M,36.998,M,5.3,7107,40
$GPGGA,122447.40,3542.306187394,N,13943.279859749,E,5,11,1.05,25.024,M,36.998,M,5.4,7107,47
$GPGGA,122447.50,3542.306187505,N,13943.279859776,E,5,11,1.05,25.024,M,36.998,M,5.5,7107,45
$GPGGA,122447.60,3542.306187581,N,13943.279859875,E,5,11,1.05,25.024,M,36.998,M,5.6,7107,45
$GPGGA,122447.70,3542.306187641,N,13943.279859952,E,5,11,1.05,25.024,M,36.998,M,5.7,7107,4E
$GPGGA,122447.80,3542.306187670,N,13943.279860081,E,5,11,1.05,25.024,M,36.998,M,5.8,7107,41
$GPGGA,122447.90,3542.306187784,N,13943.279860120,E,5,11,1.05,25.025,M,36.998,M,5.9,7107,40
$GPGGA,122448.00,3542.306187773,N,13943.279860321,E,5,11,1.05,25.025,M,36.998,M,6.0,7107,47
$GPGGA,122448.10,3542.306187906,N,13943.279860395,E,5,11,1.05,25.025,M,36.998,M,1.1,7107,43
$GPGGA,122448.20,3542.306187965,N,13943.279860490,E,5,11,1.05,25.025,M,36.998,M,1.2,7107,44
$GPGGA,122448.30,3542.306187958,N,13943.279860657,E,5,11,1.05,25.025,M,36.998,M,1.3,7107,43
$GPGGA,122448.40,3542.306188094,N,13943.279860646,E,5,11,1.05,25.025,M,36.998,M,1.4,7107,45
$GPGGA,122448.50,3542.306188070,N,13943.279860786,E,5,12,0.98,25.025,M,36.998,M,1.5,7107,44
$GPGGA,122448.60,3542.306188109,N,13943.279860755,E,5,12,0.98,25.025,M,36.998,M,1.6,7107,45
$GPGGA,122448.70,3542.306188044,N,13943.279860770,E,5,12,0.98,25.026,M,36.998,M,1.7,7107,49
$GPGGA,122448.80,3542.306188035,N,13943.279860691,E,5,12,0.98,25.026,M,36.998,M,1.8,7107,41
$GPGGA,122448.90,3542.306187975,N,13943.279860712,E,5,12,0.98,25.026,M,36.998,M,1.9,7107,49
$GPGGA,122449.00,3542.306187946,N,13943.279860684,E,5,12,0.98,25.026,M,36.998,M,2.0,7107,45
$GPGGA,122449.10,3542.306187927,N,13943.279860628,E,5,12,0.98,25.026,M,36.998,M,2.1,7107,44
$GPGGA,122449.20,3542.306187952,N,13943.279860555,E,5,12,0.98,25.026,M,36.998,M,2.2,7107,4F
$GPGGA,122449.30,3542.306187857,N,13943.279860602,E,5,12,0.98,25.026,M,36.998,M,2.3,7107,4A
$GPGGA,122449.40,3542.306187883,N,13943.279860590,E,5,12,0.98,25.027,M,36.998,M,2.4,7107,4A
$GPGGA,122449.50,3542.306187811,N,13943.279860504,E,5,12,0.98,25.027,M,36.998,M,2.5,7107,4C
$GPGGA,122449.60,3542.306187800,N,13943.279860485,E,5,12,0.98,25.027,M,36.998,M,2.6,7107,44
$GPGGA,122449.70,3542.306187781,N,13943.279860517,E,5,12,0.98,25.027,M,36.998,M,2.7,7107,48
$GPGGA,122449.80,3542.306187817,N,13943.279860434,E,5,12,0.98,25.027,M,36.998,M,2.8,7107,48
$GPGGA,122449.90,3542.306187624,N,13943.279860429,E,5,12,0.98,25.027,M,36.998,M,2.9,7107,4A
$GPGGA,122450.00,3542.306186386,N,13943.279860001,E,5,12,0.98,25.034,M,36.998,M,3.0,7107,43
$GPGGA,122450.10,3542.306185671,N,13943.279859879,E,5,12,0.98,25.037,M,36.998,M,3.1,7107,43
$GPGGA,122450.20,3542.306185360,N,13943.279859684,E,5,12,0.98,25.040,M,36.998,M,3.2,7107,4A
$GPGGA,122450.30,3542.306185122,N,13943.279859641,E,5,12,0.98,25.042,M,36.998,M,3.3,7107,45
$GPGGA,122450.40,3542.306184897,N,13943.279859518,E,5,12,0.98,25.043,M,36.998,M,3.4,7107,4D
$GPGGA,122450.50,3542.306184820,N,13943.279859356,E,5,12,0.98,25.044,M,36.998,M,3.5,7107,4A
$GPGGA,122450.60,3542.306184793,N,13943.279859332,E,5,12,0.98,25.045,M,36.998,M,3.6,7107,4E
$GPGGA,122450.70,3542.306184735,N,13943.279859373,E,5,12,0.98,25.046,M,36.998,M,3.7,7107,44
$GPGGA,122450.80,3542.306184714,N,13943.279859243,E,5,12,0.98,25.047,M,36.998,M,3.8,7107,44
$GPGGA,122450.90,3542.306184567,N,13943.279859106,E,5,12,0.98,25.048,M,36.998,M,3.9,7107,4F
$GPGGA,122451.00,3542.306184568,N,13943.279859032,E,5,12,0.98,25.048,M,36.998,M,4.0,7107,40
$GPGGA,122451.10,3542.306184587,N,13943.279858943,E,5,12,0.98,25.049,M,36.998,M,4.1,7107,4E
$GPGGA,122451.20,3542.306184529,N,13943.279859032,E,5,12,0.98,25.050,M,36.998,M,4.2,7107,4C
$GPGGA,122451.30,3542.306184577,N,13943.279859077,E,5,12,0.98,25.050,M,36.998,M,4.3,7107,46
$GPGGA,122451.40,3542.306184318,N,13943.279859064,E,5,12,0.98,25.050,M,36.998,M,4.4,7107,4B
$GPGGA,122451.50,3542.306184494,N,13943.279858952,E,5,12,0.98,25.051,M,36.998,M,4.5,7107,44
$GPGGA,122451.60,3542.306184605,N,13943.279859156,E,5,12,0.98,25.052,M,36.998,M,4.6,7107,40
$GPGGA,122451.70,3542.306184440,N,13943.279859085,E,5,12,0.98,25.052,M,36.998,M,4.7,7107,4C
$GPGGA,122451.80,3542.306184372,N,13943.279859117,E,5,12,0.98,25.052,M,36.998,M,4.8,7107,40
$GPGGA,122451.90,3542.306184170,N,13943.279859028,E,5,12,0.98,25.053,M,36.998,M,4.9,7107,4C
$GPGGA,122452.00,3542.306184284,N,13943.279859062,E,5,12,0.98,25.053,M,36.998,M,5.0,7107,48
$GPGGA,122452.10,3542.306184178,N,13943.279859059,E,5,12,0.98,25.053,M,36.998,M,5.1,7107,40
$GPGGA,122452.20,3542.306184150,N,13943.279859143,E,5,12,0.98,25.054,M,36.998,M,5.2,7107,47
$GPGGA,122452.30,3542.306184197,N,13943.279859008,E,5,12,0.98,25.054,M,36.998,M,5.3,7107,42
$GPGGA,122452.40,3542.306184121,N,13943.279859007,E,5,12,0.98,25.054,M,36.998,M,5.4,7107,40
$GPGGA,122452.50,3542.306184151,N,13943.279859042,E,5,12,0.98,25.055,M,36.998,M,5.5,7107,47
$GPGGA,122452.60,3542.306184129,N,13943.279859089,E,5,12,0.98,25.055,M,36.998,M,5.6,7107,4F
$GPGGA,122452.70,3542.306184263,N,13943.279859361,E,5,12,0.98,25.055,M,36.998,M,5.7,7107,47
$GPGGA,122452.80,3542.306184170,N,13943.279859368,E,5,12,0.98,25.055,M,36.998,M,5.8,7107,4F
$GPGGA,122452.90,3542.306184142,N,13943.279859399,E,5,12,0.98,25.056,M,36.998,M,5.9,7107,43
$GPGGA,122453.00,3542.306184189,N,13943.279859424,E,5,12,0.98,25.056,M,36.998,M,6.0,7107,47
$GPGGA,122453.10,3542.306184038,N,13943.279859375,E,5,12,0.98,25.056,M,36.998,M,1.1,7107,48
$GPGGA,122453.20,3542.306183968,N,13943.279859495,E,5,12,0.98,25.057,M,36.998,M,1.2,7107,4B
$GPGGA,122453.30,3542.306184003,N,13943.279859544,E,5,12,0.98,25.057,M,36.998,M,1.3,7107,45
$GPGGA,122453.40,3542.306183930,N,13943.279859647,E,5,12,0.98,25.057,M,36.998,M,1.4,7107,4B
$GPGGA,122453.50,3542.306183923,N,13943.279859727,E,5,12,0.98,25.058,M,36.998,M,1.5,7107,41
$GPGGA,122453.60,3542.306183871,N,13943.279859804,E,5,12,0.98,25.058,M,36.998,M,1.6,7107,49
$GPGGA,122453.70,3542.306183869,N,13943.279859863,E,5,12,0.98,25.058,M,36.998,M,1.7,7107,41
$GPGGA,122453.80,3542.306183802,N,13943.279859948,E,5,12,0.98,25.058,M,36.998,M,1.8,7107,44
$GPGGA,122453.90,3542.306183784,N,13943.279860004,E,5,12,0.98,25.058,M,36.998,M,1.9,7107,4E
$GPGGA,122454.00,3542.306183782,N,13943.279860023,E,5,12,0.98,25.059,M,36.998,M,2.0,7107,48
$GPGGA,122454.10,3542.306183689,N,13943.279860112,E,5,12,0.98,25.059,M,36.998,M,2.1,7107,41
$GPGGA,122454.20,3542.306183773,N,13943.279860056,E,5,12,0.98,25.059,M,36.998,M,2.2,7107,44
$GPGGA,122454.30,3542.306183636,N,13943.279860184,E,5,12,0.98,25.059,M,36.998,M,2.3,7107,4A
$GPGGA,122454.40,3542.306183614,N,13943.279860241,E,5,12,0.98,25.060,M,36.998,M,2.4,7107,4A
$GPGGA,122454.50,3542.306183598,N,13943.279860310,E,5,12,0.98,25.060,M,36.998,M,2.5,7107,48
$GPGGA,122454.60,3542.306183570,N,13943.279860347,E,5,12,0.98,25.060,M,36.998,M,2.6,7107,4C
$GPGGA,122454.70,3542.306183429,N,13943.279860473,E,5,12,0.98,25.060,M,36.998,M,2.7,7107,41
$GPGGA,122454.80,3542.306183447,N,13943.279860522,E,5,12,0.98,25.060,M,36.998,M,2.8,7107,4C
$GPGGA,122454.90,3542.306183387,N,13943.279860615,E,5,12,0.98,25.061,M,36.998,M,2.9,7107,41
$GPGGA,122455.00,3542.306183321,N,13943.279860664,E,5,12,0.98,25.061,M,36.998,M,3.0,7107,4B
$GPGGA,122455.10,3542.306180224,N,13943.279865211,E,5,12,0.98,25.066,M,36.998,M,3.1,7107,48
$GPGGA,122455.20,3542.306179684,N,13943.279867646,E,5,12,0.98,25.068,M,36.998,M,3.2,7107,4A
$GPGGA,122455.30,3542.306179285,N,13943.279869099,E,5,12,0.98,25.069,M,36.998,M,3.3,7107,44
$GPGGA,122455.40,3542.306179168,N,13943.279870105,E,5,12,0.98,25.069,M,36.998,M,3.4,7107,48
$GPGGA,122455.50,3542.306178839,N,13943.279870811,E,5,12,0.98,25.071,M,36.998,M,3.5,7107,41
$GPGGA,122455.60,3542.306178679,N,13943.279871283,E,5,12,0.98,25.072,M,36.998,M,3.6,7107,48
$GPGGA,122455.70,3542.306178499,N,13943.279871865,E,5,12,0.98,25.073,M,36.998,M,3.7,7107,47
$GPGGA,122455.80,3542.306178241,N,13943.279872178,E,5,12,0.98,25.074,M,36.998,M,3.8,7107,45
$GPGGA,122455.90,3542.306178109,N,13943.279872526,E,5,11,1.05,25.074,M,36.998,M,3.9,7107,43
$GPGGA,122456.00,3542.306177967,N,13943.279872861,E,5,11,1.05,25.075,M,36.998,M,4.0,7107,47
$GPGGA,122456.10,3542.306177872,N,13943.279873046,E,5,11,1.05,25.076,M,36.998,M,4.1,7107,4D
$GPGGA,122456.20,3542.306177775,N,13943.279873274,E,5,11,1.05,25.077,M,36.998,M,4.2,7107,47
$GPGGA,122456.30,3542.306177623,N,13943.279873548,E,5,11,1.05,25.077,M,36.998,M,4.3,7107,4D
$GPGGA,122456.40,3542.306177624,N,13943.279873765,E,5,11,1.05,25.078,M,36.998,M,4.4,7107,48
$GPGGA,122456.50,3542.306177500,N,13943.279874021,E,5,11,1.05,25.078,M,36.998,M,4.5,7107,4D
$GPGGA,122456.60,3542.306177318,N,13943.279874155,E,5,11,1.05,25.079,M,36.998,M,4.6,7107,41
$GPGGA,122456.70,3542.306177093,N,13943.279874368,E,5,11,1.05,25.080,M,36.998,M,4.7,7107,4B
$GPGGA,122456.80,3542.306176897,N,13943.279874525,E,5,11,1.05,25.080,M,36.998,M,4.8,7107,49
$GPGGA,122456.90,3542.306176666,N,13943.279874718,E,5,11,1.05,25.081,M,36.998,M,4.9,7107,44
$GPGGA,122457.00,3542.306176398,N,13943.279874900,E,5,11,1.05,25.082,M,36.998,M,5.0,7107,44
$GPGGA,122457.10,3542.306176154,N,13943.279875066,E,5,11,1.05,25.082,M,36.998,M,5.1,7107,4E
$GPGGA,122457.20,3542.306175920,N,13943.279875264,E,5,11,1.05,25.083,M,36.998,M,5.2,7107,47
$GPGGA,122457.30,3542.306175767,N,13943.279875405,E,5,11,1.05,25.083,M,36.998,M,5.3,7107,4B
$GPGGA,122457.40,3542.306175663,N,13943.279875530,E,5,11,1.05,25.084,M,36.998,M,5.4,7107,4E
$GPGGA,122457.50,3542.306175514,N,13943.279875611,E,5,11,1.05,25.084,M,36.998,M,5.5,7107,4D
$GPGGA,122457.60,3542.306175334,N,13943.279875834,E,5,11,1.05,25.085,M,36.998,M,5.6,7107,41
$GPGGA,122457.70,3542.306175160,N,13943.279875965,E,5,11,1.05,25.085,M,36.998,M,5.7,7107,47
$GPGGA,122457.80,3542.306175043,N,13943.279876039,E,5,11,1.05,25.086,M,36.998,M,5.8,7107,47
$GPGGA,122457.90,3542.306174902,N,13943.279876153,E,5,11,1.05,25.086,M,36.998,M,5.9,7107,47
$GPGGA,122458.00,3542.306174726,N,13943.279876235,E,5,11,1.05,25.086,M,36.998,M,6.0,7107,40
$GPGGA,122458.10,3542.306174621,N,13943.279876286,E,5,12,0.98,25.087,M,36.998,M,1.1,7107,4E
$GPGGA,122458.20,3542.306174509,N,13943.279876331,E,5,12,0.98,25.087,M,36.998,M,1.2,7107,4A
$GPGGA,122458.30,3542.306174399,N,13943.279876438,E,5,12,0.98,25.087,M,36.998,M,1.3,7107,4B
$GPGGA,122458.40,3542.306174301,N,13943.279876495,E,5,12,0.98,25.088,M,36.998,M,1.4,7107,42
$GPGGA,122458.50,3542.306174224,N,13943.279876588,E,5,12,0.98,25.088,M,36.998,M,1.5,7107,49
$GPGGA,122458.60,3542.306174192,N,13943.279876689,E,5,12,0.98,25.088,M,36.998,M,1.6,7107,45
$GPGGA,122458.70,3542.306174140,N,13943.279876758,E,5,12,0.98,25.088,M,36.998,M,1.7,7107,47
$GPGGA,122458.80,3542.306174184,N,13943.279876811,E,5,12,0.98,25.089,M,36.998,M,1.8,7107,4C
$GPGGA,122458.90,3542.306173992,N,13943.279876861,E,5,12,0.98,25.089,M,36.998,M,1.9,7107,43
$GPGGA,122459.00,3542.306173975,N,13943.279876802,E,5,12,0.98,25.089,M,36.998,M,2.0,7107,4D
$GPGGA,122459.10,3542.306173748,N,13943.279876875,E,5,12,0.98,25.089,M,36.998,M,2.1,7107,4D
$GPGGA,122459.20,3542.306173654,N,13943.279876883,E,5,12,0.98,25.090,M,36.998,M,2.2,7107,40
$GPGGA,122459.30,3542.306173645,N,13943.279876936,E,5,12,0.98,25.090,M,36.998,M,2.3,7107,4F
$GPGGA,122459.40,3542.306173726,N,13943.279876966,E,5,12,0.98,25.090,M,36.998,M,2.4,7107,4E
$GPGGA,122459.50,3542.306173597,N,13943.279877118,E,5,12,0.98,25.091,M,36.998,M,2.5,7107,47
$GPGGA,122459.60,3542.306173500,N,13943.279877059,E,5,12,0.98,25.091,M,36.998,M,2.6,7107,4D
$GPGGA,122459.70,3542.306173265,N,13943.279877151,E,5,12,0.98,25.091,M,36.998,M,2.7,7107,40
$GPGGA,122459.80,3542.306173344,N,13943.279877094,E,5,12,0.98,25.091,M,36.998,M,2.8,7107,4A
$GPGGA,122459.90,3542.306173151,N,13943.279877112,E,5,12,0.98,25.092,M,36.998,M,2.9,7107,40
$GPGGA,122500.00,3542.306173047,N,13943.279877007,E,5,11,1.05,25.092,M,36.998,M,3.0,7107,49
$GPGGA,122500.10,3542.306172943,N,13943.279877048,E,5,11,1.05,25.092,M,36.998,M,3.1,7107,4E
$GPGGA,122500.20,3542.306172918,N,13943.279877021,E,5,11,1.05,25.092,M,36.998,M,3.2,7107,4F
$GPGGA,122500.30,3542.306172577,N,13943.279876852,E,5,11,1.05,25.092,M,36.998,M,3.3,7107,47
$GPGGA,122500.40,3542.306172460,N,13943.279876571,E,5,11,1.05,25.092,M,36.998,M,3.4,7107,4C
$GPGGA,122500.50,3542.306172215,N,13943.279876299,E,5,11,1.05,25.092,M,36.998,M,3.5,7107,49
$GPGGA,122500.60,3542.306172015,N,13943.279876056,E,5,11,1.05,25.092,M,36.998,M,3.6,7107,4A
$GPGGA,122500.70,3542.306171947,N,13943.279875560,E,5,11,1.05,25.092,M,36.998,M,3.7,7107,44
$GPGGA,122500.80,3542.306171755,N,13943.279874796,E,5,11,1.05,25.092,M,36.998,M,3.8,7107,43
$GPGGA,122500.90,3542.306171509,N,13943.279874160,E,5,12,0.98,25.091,M,36.998,M,3.9,7107,42
$GPGGA,122501.00,3542.306170854,N,13943.279873187,E,5,12,0.98,25.091,M,36.998,M,4.0,7107,4E
$GPGGA,122501.10,3542.306045176,N,13943.279959652,E,5,12,0.98,25.187,M,36.998,M,4.1,7107,40
$GPGGA,122501.20,3542.306063156,N,13943.279975495,E,5,12,0.98,25.224,M,36.998,M,4.2,7107,4B
$GPGGA,122501.30,3542.306096336,N,13943.279966323,E,5,12,0.98,25.354,M,36.998,M,4.3,7107,4B
$GPGGA,122501.40,3542.306107110,N,13943.279957128,E,5,12,0.98,25.450,M,36.998,M,4.4,7107,4C
$GPGGA,122501.50,3542.306106495,N,13943.279953658,E,5,12,0.98,25.531,M,36.998,M,4.5,7107,47
$GPGGA,122501.60,3542.306114570,N,13943.279957775,E,5,12,0.98,25.544,M,36.998,M,4.6,7107,46
$GPGGA,122501.70,3542.306119439,N,13943.279943385,E,5,12,0.98,25.609,M,36.998,M,4.7,7107,43
$GPGGA,122501.80,3542.306133241,N,13943.279949668,E,5,12,0.98,25.620,M,36.998,M,4.8,7107,45
$GPGGA,122501.90,3542.306135855,N,13943.279948288,E,5,12,0.98,25.645,M,36.998,M,4.9,7107,44
$GPGGA,122502.00,3542.306127155,N,13943.279941460,E,5,11,1.05,25.665,M,36.998,M,5.0,7107,41
$GPGGA,122502.10,3542.306118852,N,13943.279919858,E,5,10,1.11,25.690,M,36.998,M,5.1,7107,47
$GPGGA,122502.20,3542.306115400,N,13943.279894229,E,5,10,1.11,25.707,M,36.998,M,5.2,7107,46
$GPGGA,122502.30,3542.306101589,N,13943.279877384,E,5,10,1.11,25.722,M,36.998,M,5.3,7107,4F
$GPGGA,122502.40,3542.306086469,N,13943.279859425,E,5,11,1.08,25.722,M,36.998,M,5.4,7107,47
$GPGGA,122502.50,3542.306066748,N,13943.279813081,E,5,10,1.11,25.734,M,36.998,M,5.5,7107,43
$GPGGA,122502.60,3542.306047802,N,13943.279775767,E,5,10,1.11,25.748,M,36.998,M,5.6,7107,4A
$GPGGA,122502.70,3542.306030471,N,13943.279757465,E,5,10,1.11,25.736,M,36.998,M,5.7,7107,4A
$GPGGA,122502.80,3542.306008494,N,13943.279728840,E,5,09,1.32,25.721,M,36.998,M,5.8,7107,46
$GPGGA,122502.90,3542.305982885,N,13943.279691821,E,5,09,1.32,25.724,M,36.998,M,5.9,7107,43
$GPGGA,122503.00,3542.305949649,N,13943.279654237,E,5,10,1.11,25.731,M,36.998,M,6.0,7107,41
$GPGGA,122503.10,3542.305930938,N,13943.279624492,E,5,10,1.11,25.750,M,36.998,M,1.1,7107,48
$GPGGA,122503.20,3542.305914850,N,13943.279605294,E,5,10,1.11,25.759,M,36.998,M,1.2,7107,4B
$GPGGA,122503.30,3542.305885936,N,13943.279560043,E,5,12,0.98,25.776,M,36.998,M,1.3,7107,44
$GPGGA,122503.40,3542.305857246,N,13943.279522700,E,5,12,0.98,25.813,M,36.998,M,1.4,7107,4D
$GPGGA,122503.50,3542.305827651,N,13943.279491933,E,5,12,0.98,25.837,M,36.998,M,1.5,7107,49
$GPGGA,122503.60,3542.305782582,N,13943.279455106,E,5,12,0.98,25.812,M,36.998,M,1.6,7107,45
$GPGGA,122503.70,3542.305757381,N,13943.279421485,E,5,12,0.98,25.838,M,36.998,M,1.7,7107,4D
$GPGGA,122503.80,3542.305714782,N,13943.279376391,E,5,12,0.98,25.894,M,36.998,M,1.8,7107,4C
$GPGGA,122503.90,3542.305670975,N,13943.279324572,E,5,12,0.98,25.846,M,36.998,M,1.9,7107,4A
$GPGGA,122504.00,3542.305644865,N,13943.279296138,E,5,12,0.98,25.896,M,36.998,M,2.0,7107,46
$GPGGA,122504.10,3542.305611216,N,13943.279257617,E,5,12,0.98,25.904,M,36.997,M,2.1,7107,4A
$GPGGA,122504.20,3542.305583814,N,13943.279220003,E,5,12,0.98,25.949,M,36.997,M,2.2,7107,40
$GPGGA,122504.30,3542.305557153,N,13943.279189533,E,5,12,0.98,25.967,M,36.997,M,2.3,7107,49
$GPGGA,122504.40,3542.305523395,N,13943.279148878,E,5,12,0.98,25.962,M,36.997,M,2.4,7107,48
$GPGGA,122504.50,3542.305493752,N,13943.279113802,E,5,12,0.98,25.936,M,36.997,M,2.5,7107,4F
$GPGGA,122504.60,3542.305465428,N,13943.279082420,E,5,12,0.98,25.964,M,36.997,M,2.6,7107,4A
$GPGGA,122504.70,3542.305436723,N,13943.279056213,E,5,12,0.98,26.008,M,36.997,M,2.7,7107,4B
$GPGGA,122504.80,3542.305392008,N,13943.279017158,E,5,11,1.08,25.993,M,36.997,M,2.8,7107,46
$GPGGA,122504.90,3542.305359720,N,13943.278986537,E,5,11,1.08,25.985,M,36.997,M,2.9,7107,46
$GPGGA,122505.00,3542.305328372,N,13943.278954300,E,5,11,1.08,25.961,M,36.997,M,3.0,7107,44
$GPGGA,122505.10,3542.305282197,N,13943.278936870,E,5,11,1.08,25.966,M,36.997,M,3.1,7107,43
$GPGGA,122505.20,3542.305247775,N,13943.278904645,E,5,11,1.08,25.984,M,36.997,M,3.2,7107,45
$GPGGA,122505.30,3542.305221876,N,13943.278865183,E,5,12,0.98,25.970,M,36.997,M,3.3,7107,42
$GPGGA,122505.40,3542.305187208,N,13943.278844375,E,5,11,1.08,25.969,M,36.997,M,3.4,7107,45
$GPGGA,122505.50,3542.305154536,N,13943.278817342,E,5,12,0.98,25.967,M,36.997,M,3.5,7107,46
$GPGGA,122505.60,3542.305116508,N,13943.278776906,E,5,11,1.08,25.993,M,36.997,M,3.6,7107,4F
$GPGGA,122505.70,3542.305084736,N,13943.278746079,E,5,11,1.08,25.993,M,36.997,M,3.7,7107,48
$GPGGA,122505.80,3542.305049032,N,13943.278697815,E,5,11,1.08,26.079,M,36.997,M,3.8,7107,4B
$GPGGA,122505.90,3542.305021380,N,13943.278642388,E,5,10,1.26,26.226,M,36.997,M,3.9,7107,4D
$GPGGA,122506.00,3542.304991383,N,13943.278591067,E,5,10,1.26,26.227,M,36.997,M,4.0,7107,47
$GPGGA,122506.10,3542.304964055,N,13943.278556689,E,5,11,1.08,26.203,M,36.997,M,4.1,7107,43
$GPGGA,122506.20,3542.304942077,N,13943.278521554,E,5,11,1.08,26.189,M,36.997,M,4.2,7107,45
$GPGGA,122506.30,3542.304904203,N,13943.278481724,E,5,11,1.08,26.094,M,36.997,M,4.3,7107,45
$GPGGA,122506.40,3542.304871801,N,13943.278439003,E,5,11,1.08,26.096,M,36.997,M,4.4,7107,4D
$GPGGA,122506.50,3542.304849292,N,13943.278418338,E,5,12,0.98,26.110,M,36.997,M,4.5,7107,4A
$GPGGA,122506.60,3542.304830333,N,13943.278392618,E,5,12,0.98,26.159,M,36.997,M,4.6,7107,41
$GPGGA,122506.70,3542.304801097,N,13943.278360267,E,5,12,0.98,26.164,M,36.997,M,4.7,7107,41
$GPGGA,122506.80,3542.304776302,N,13943.278330146,E,5,12,0.98,26.133,M,36.997,M,4.8,7107,46
$GPGGA,122506.90,3542.304751604,N,13943.278311493,E,5,12,0.98,26.117,M,36.997,M,4.9,7107,48
$GPGGA,122507.00,3542.304731001,N,13943.278294541,E,5,11,1.08,26.077,M,36.997,M,5.0,7107,43
$GPGGA,122507.10,3542.304713008,N,13943.278266551,E,5,11,1.08,26.061,M,36.997,M,5.1,7107,41
$GPGGA,122507.20,3542.304689816,N,13943.278226808,E,5,12,0.98,26.047,M,36.997,M,5.2,7107,4E
$GPGGA,122507.30,3542.304658121,N,13943.278205186,E,5,12,0.98,26.046,M,36.997,M,5.3,7107,40
$GPGGA,122507.40,3542.304623895,N,13943.278188097,E,5,11,1.08,25.996,M,36.997,M,5.4,7107,41
$GPGGA,122507.50,3542.304597301,N,13943.278157378,E,5,11,1.08,26.008,M,36.997,M,5.5,7107,46
$GPGGA,122507.60,3542.304568816,N,13943.278119062,E,5,11,1.08,26.004,M,36.997,M,5.6,7107,45
$GPGGA,122507.70,3542.304538348,N,13943.278083937,E,5,11,1.08,25.980,M,36.997,M,5.7,7107,4D
$GPGGA,122507.80,3542.304510998,N,13943.278054325,E,5,12,0.98,25.960,M,36.997,M,5.8,7107,46
$GPGGA,122507.90,3542.304481163,N,13943.278016423,E,5,12,0.98,25.942,M,36.997,M,5.9,7107,44
$GPGGA,122508.00,3542.304450475,N,13943.277977082,E,5,12,0.98,25.922,M,36.997,M,6.0,7107,4E
$GPGGA,122508.10,3542.304423354,N,13943.277947078,E,5,12,0.98,25.918,M,36.997,M,1.1,7107,46
$GPGGA,122508.20,3542.304394055,N,13943.277913248,E,5,12,0.98,25.912,M,36.997,M,1.2,7107,45
$GPGGA,122508.30,3542.304369651,N,13943.277872708,E,5,12,0.98,25.900,M,36.997,M,1.3,7107,41
$GPGGA,122508.40,3542.304348644,N,13943.277830271,E,5,12,0.98,25.953,M,36.997,M,1.4,7107,4D
$GPGGA,122508.50,3542.304312881,N,13943.277809005,E,5,11,1.08,25.932,M,36.997,M,1.5,7107,42
$GPGGA,122508.60,3542.304283792,N,13943.277775610,E,5,11,1.08,25.958,M,36.997,M,1.6,7107,4C
$GPGGA,122508.70,3542.304257171,N,13943.277761406,E,5,11,1.08,25.853,M,36.997,M,1.7,7107,44
$GPGGA,122508.80,3542.304237630,N,13943.277740916,E,5,12,0.98,25.806,M,36.997,M,1.8,7107,44
$GPGGA,122508.90,3542.304218573,N,13943.277709802,E,5,12,0.98,25.871,M,36.997,M,1.9,7107,44
$GPGGA,122509.00,3542.304185101,N,13943.277677921,E,5,11,1.08,25.858,M,36.997,M,2.0,7107,48
$GPGGA,122509.10,3542.304158017,N,13943.277652948,E,5,12,0.98,25.860,M,36.997,M,2.1,7107,46
$GPGGA,122509.20,3542.304119787,N,13943.277620657,E,5,12,0.98,25.830,M,36.997,M,2.2,7107,4C
