Message Type,UTC Time,Latitude,Latitude Direction,Longitude,Longitude Direction,GPS Quality Indicator,Number of Satellites,Horizontal Dilution of Precision (HDOP),Altitude,Altitude Units,Geoid Separation,Geoid Separation Units,DGPS Age,DGPS Station ID,Checksum
$GPGGA,121447,3542.306426,N,13943.28009,E,2,12,1.05,31.971,M,36.998,M,,,62
$GPGGA,121447.1,3542.306426,N,13943.28009,E,2,12,1.05,31.973,M,36.998,M,,,60
$GPGGA,121447.2,3542.306426,N,13943.28009,E,2,12,1.05,31.974,M,36.998,M,,,66
$GPGGA,121447.3,3542.306426,N,13943.28009,E,2,12,1.05,31.976,M,36.998,M,,,60
$GPGGA,121447.4,3542.306426,N,13943.28009,E,2,12,1.05,31.978,M,36.998,M,,,61
$GPGGA,121447.5,3542.306427,N,13943.28009,E,2,12,1.05,31.979,M,36.998,M,,,6C
$GPGGA,121447.6,3542.306427,N,13943.28009,E,2,12,1.05,31.981,M,36.998,M,,,65
$GPGGA,121447.7,3542.306427,N,13943.28009,E,2,12,1.05,31.982,M,36.998,M,,,61
$GPGGA,121447.8,3542.306427,N,13943.28009,E,2,12,1.05,31.984,M,36.998,M,,,6C
$GPGGA,121447.9,3542.306427,N,13943.28009,E,2,12,1.05,31.985,M,36.998,M,,,6E
$GPGGA,121448,3542.306427,N,13943.28009,E,2,12,1.05,31.987,M,36.998,M,,,60
$GPGGA,121448.1,3542.306427,N,13943.28009,E,2,12,1.05,31.988,M,36.998,M,,,63
$GPGGA,121448.2,3542.306427,N,13943.28009,E,2,12,1.05,31.99,M,36.998,M,,,6D
$GPGGA,121448.3,3542.306428,N,13943.28009,E,2,12,1.05,31.991,M,36.998,M,,,60
$GPGGA,121448.4,3542.306428,N,13943.28009,E,2,12,1.05,31.993,M,36.998,M,,,69
$GPGGA,121448.5,3542.306428,N,13943.28009,E,2,12,1.05,31.994,M,36.998,M,,,68
$GPGGA,121448.6,3542.306428,N,13943.28009,E,2,12,1.05,31.996,M,36.998,M,,,63
$GPGGA,121448.7,3542.306429,N,13943.28009,E,2,12,1.05,31.997,M,36.998,M,,,65
$GPGGA,121448.8,3542.306428,N,13943.28009,E,2,12,1.05,31.999,M,36.998,M,,,6E
$GPGGA,121448.9,3542.306428,N,13943.28008,E,2,12,1.05,32,M,36.998,M,,,61
$GPGGA,121449,3542.306427,N,13943.28008,E,2,12,1.05,32.002,M,36.998,M,,,6D
$GPGGA,121449.1,3542.306427,N,13943.28008,E,2,12,1.05,32.003,M,36.998,M,,,69
$GPGGA,121449.2,3542.306426,N,13943.28008,E,2,12,1.05,32.005,M,36.998,M,,,66
$GPGGA,121449.3,3542.306426,N,13943.28008,E,2,12,1.05,32.006,M,36.998,M,,,69
$GPGGA,121449.4,3542.306425,N,13943.28008,E,2,12,1.05,32.008,M,36.998,M,,,62
$GPGGA,121449.5,3542.306424,N,13943.28008,E,2,12,1.05,32.009,M,36.998,M,,,6B
$GPGGA,121449.6,3542.306424,N,13943.28008,E,2,12,1.05,32.011,M,36.998,M,,,62
$GPGGA,121449.7,3542.306423,N,13943.28008,E,2,12,1.05,32.012,M,36.998,M,,,68
$GPGGA,121449.8,3542.306423,N,13943.28008,E,2,12,1.05,32.014,M,36.998,M,,,67
$GPGGA,121449.9,3542.306422,N,13943.28008,E,2,12,1.05,32.015,M,36.998,M,,,6F
$GPGGA,121450,3542.306422,N,13943.28008,E,2,12,1.05,32.017,M,36.998,M,,,63
$GPGGA,121450.1,3542.306422,N,13943.28008,E,2,12,1.05,32.019,M,36.998,M,,,67
$GPGGA,121450.2,3542.306422,N,13943.28008,E,2,12,1.05,32.02,M,36.998,M,,,61
$GPGGA,121450.3,3542.306421,N,13943.28008,E,2,12,1.05,32.022,M,36.998,M,,,6B
$GPGGA,121450.4,3542.306421,N,13943.28008,E,2,12,1.05,32.023,M,36.998,M,,,67
$GPGGA,121450.5,3542.306421,N,13943.28008,E,2,12,1.05,32.025,M,36.998,M,,,65
$GPGGA,121450.6,3542.306421,N,13943.28008,E,2,12,1.05,32.026,M,36.998,M,,,69
$GPGGA,121450.7,3542.306421,N,13943.28008,E,2,12,1.05,32.028,M,36.998,M,,,6B
$GPGGA,121450.8,3542.30642,N,13943.28008,E,2,12,1.05,32.029,M,36.998,M,,,6D
$GPGGA,121450.9,3542.30642,N,13943.28008,E,2,12,1.05,32.031,M,36.998,M,,,60
$GPGGA,121451,3542.30642,N,13943.28008,E,2,12,1.05,32.032,M,36.998,M,,,6A
$GPGGA,121451.1,3542.30642,N,13943.28008,E,2,12,1.05,32.034,M,36.998,M,,,63
$GPGGA,121451.2,3542.30642,N,13943.28008,E,2,12,1.05,32.035,M,36.998,M,,,6F
$GPGGA,121451.3,3542.30642,N,13943.28008,E,2,12,1.05,32.037,M,36.998,M,,,6D
$GPGGA,121451.4,3542.30642,N,13943.28008,E,2,12,1.05,32.038,M,36.998,M,,,6D
$GPGGA,121451.5,3542.306419,N,13943.28008,E,2,12,1.05,32.04,M,36.998,M,,,6A
$GPGGA,121451.6,3542.306419,N,13943.28008,E,2,12,1.05,32.041,M,36.998,M,,,68
$GPGGA,121451.7,3542.306419,N,13943.28007,E,2,12,1.05,32.043,M,36.998,M,,,69
$GPGGA,121451.8,3542.306419,N,13943.28007,E,2,12,1.05,32.044,M,36.998,M,,,6C
$GPGGA,121451.9,3542.306419,N,13943.28007,E,2,12,1.05,32.046,M,36.998,M,,,6D
$GPGGA,121452,3542.306419,N,13943.28007,E,2,12,1.05,32.047,M,36.998,M,,,6F
$GPGGA,121452.1,3542.306419,N,13943.28007,E,2,12,1.05,32.048,M,36.998,M,,,62
$GPGGA,121452.2,3542.306419,N,13943.28007,E,2,12,1.05,32.05,M,36.998,M,,,6D
$GPGGA,121452.3,3542.306419,N,13943.28007,E,2,12,1.05,32.051,M,36.998,M,,,61
$GPGGA,121452.4,3542.306419,N,13943.28007,E,2,12,1.05,32.053,M,36.998,M,,,6D
$GPGGA,121452.5,3542.306419,N,13943.28007,E,2,12,1.05,32.054,M,36.998,M,,,63
$GPGGA,121452.6,3542.306419,N,13943.28007,E,2,12,1.05,32.055,M,36.998,M,,,6F
$GPGGA,121452.7,3542.30642,N,13943.28007,E,2,12,1.05,32.057,M,36.998,M,,,6A
$GPGGA,121452.8,3542.30642,N,13943.28007,E,2,12,1.05,32.058,M,36.998,M,,,6C
$GPGGA,121452.9,3542.30642,N,13943.28007,E,2,12,1.05,32.06,M,36.998,M,,,6E
$GPGGA,121453,3542.30642,N,13943.28007,E,2,12,1.05,32.061,M,36.998,M,,,60
$GPGGA,121453.1,3542.30642,N,13943.28007,E,2,12,1.05,32.062,M,36.998,M,,,6C
$GPGGA,121453.2,3542.30642,N,13943.28007,E,2,12,1.05,32.064,M,36.998,M,,,69
$GPGGA,121453.3,3542.306419,N,13943.28007,E,2,12,1.05,32.065,M,36.998,M,,,6A
$GPGGA,121453.4,3542.306419,N,13943.28007,E,2,12,1.05,32.066,M,36.998,M,,,62
$GPGGA,121453.5,3542.306419,N,13943.28007,E,2,12,1.05,32.068,M,36.998,M,,,64
$GPGGA,121453.6,3542.30642,N,13943.28007,E,2,12,1.05,32.069,M,36.998,M,,,64
$GPGGA,121453.7,3542.30642,N,13943.28007,E,2,12,1.05,32.07,M,36.998,M,,,6A
$GPGGA,121453.8,3542.30642,N,13943.28007,E,2,12,1.05,32.072,M,36.998,M,,,62
$GPGGA,121453.9,3542.30642,N,13943.28007,E,2,12,1.05,32.073,M,36.998,M,,,6A
$GPGGA,121454,3542.306419,N,13943.28007,E,2,12,1.05,32.075,M,36.998,M,,,6F
$GPGGA,121454.1,3542.306418,N,13943.28007,E,2,12,1.05,32.076,M,36.998,M,,,66
$GPGGA,121454.2,3542.306419,N,13943.28006,E,2,12,1.05,32.078,M,36.998,M,,,6D
$GPGGA,121454.3,3542.306418,N,13943.28006,E,2,12,1.05,32.079,M,36.998,M,,,66
$GPGGA,121454.4,3542.306418,N,13943.28006,E,2,12,1.05,32.081,M,36.998,M,,,62
$GPGGA,121454.5,3542.306417,N,13943.28006,E,2,12,1.05,32.082,M,36.998,M,,,68
$GPGGA,121454.6,3542.306417,N,13943.28006,E,2,12,1.05,32.084,M,36.998,M,,,6D
$GPGGA,121454.7,3542.306416,N,13943.28006,E,2,12,1.05,32.085,M,36.998,M,,,61
$GPGGA,121454.8,3542.306416,N,13943.28006,E,2,12,1.05,32.087,M,36.998,M,,,62
$GPGGA,121454.9,3542.306416,N,13943.28006,E,2,12,1.05,32.088,M,36.998,M,,,6E
$GPGGA,121455,3542.306415,N,13943.28006,E,2,12,1.05,32.09,M,36.998,M,,,64
$GPGGA,121455.1,3542.306415,N,13943.28006,E,2,12,1.05,32.092,M,36.998,M,,,6F
$GPGGA,121455.2,3542.306415,N,13943.28006,E,2,12,1.05,32.093,M,36.998,M,,,6E
$GPGGA,121455.3,3542.306415,N,13943.28006,E,2,12,1.05,32.095,M,36.998,M,,,67
$GPGGA,121455.4,3542.306414,N,13943.28006,E,2,12,1.05,32.097,M,36.998,M,,,60
$GPGGA,121455.5,3542.306414,N,13943.28006,E,2,12,1.05,32.099,M,36.998,M,,,62
$GPGGA,121455.6,3542.306414,N,13943.28006,E,2,12,1.05,32.1,M,36.998,M,,,66
$GPGGA,121455.7,3542.306414,N,13943.28006,E,2,12,1.05,32.102,M,36.998,M,,,6D
$GPGGA,121455.8,3542.306414,N,13943.28006,E,2,12,1.05,32.104,M,36.998,M,,,6C
$GPGGA,121455.9,3542.306414,N,13943.28006,E,2,12,1.05,32.106,M,36.998,M,,,63
$GPGGA,121456,3542.306414,N,13943.28006,E,2,12,1.05,32.108,M,36.998,M,,,68
$GPGGA,121456.1,3542.306413,N,13943.28006,E,2,12,1.05,32.11,M,36.998,M,,,62
$GPGGA,121456.2,3542.306414,N,13943.28006,E,2,12,1.05,32.112,M,36.998,M,,,6F
$GPGGA,121456.3,3542.306414,N,13943.28006,E,2,12,1.05,32.114,M,36.998,M,,,60
$GPGGA,121456.4,3542.306414,N,13943.28006,E,2,12,1.05,32.116,M,36.998,M,,,68
$GPGGA,121456.5,3542.306414,N,13943.28006,E,2,12,1.05,32.119,M,36.998,M,,,6D
$GPGGA,121456.6,3542.306414,N,13943.28006,E,2,12,1.05,32.121,M,36.998,M,,,63
$GPGGA,121456.7,3542.306414,N,13943.28006,E,2,12,1.05,32.123,M,36.998,M,,,6D
$GPGGA,121456.8,3542.306414,N,13943.28006,E,2,12,1.05,32.125,M,36.998,M,,,69
$GPGGA,121456.9,3542.306414,N,13943.28006,E,2,12,1.05,32.127,M,36.998,M,,,6B
$GPGGA,121457,3542.306414,N,13943.28006,E,2,12,1.05,32.13,M,36.998,M,,,60
$GPGGA,121457.1,3542.306414,N,13943.28006,E,2,12,1.05,32.132,M,36.998,M,,,64
$GPGGA,121457.2,3542.306414,N,13943.28006,E,2,12,1.05,32.135,M,36.998,M,,,62
$GPGGA,121457.3,3542.306414,N,13943.28006,E,2,12,1.05,32.137,M,36.998,M,,,6A
$GPGGA,121457.4,3542.306414,N,13943.28006,E,2,12,1.05,32.139,M,36.998,M,,,6E
$GPGGA,121457.5,3542.306414,N,13943.28006,E,2,12,1.05,32.142,M,36.998,M,,,6B
$GPGGA,121457.6,3542.306414,N,13943.28006,E,2,12,1.05,32.144,M,36.998,M,,,6D
$GPGGA,121457.7,3542.306414,N,13943.28006,E,2,12,1.05,32.147,M,36.998,M,,,63
$GPGGA,121457.8,3542.306414,N,13943.28006,E,2,12,1.05,32.149,M,36.998,M,,,61
$GPGGA,121457.9,3542.306414,N,13943.28006,E,2,12,1.05,32.151,M,36.998,M,,,62
$GPGGA,121458,3542.306415,N,13943.28006,E,2,12,1.05,32.154,M,36.998,M,,,65
$GPGGA,121458.1,3542.306415,N,13943.28006,E,2,12,1.05,32.156,M,36.998,M,,,66
$GPGGA,121458.2,3542.306415,N,13943.28006,E,2,12,1.05,32.159,M,36.998,M,,,66
$GPGGA,121458.3,3542.306415,N,13943.28006,E,2,12,1.05,32.161,M,36.998,M,,,6C
$GPGGA,121458.4,3542.306415,N,13943.28006,E,2,12,1.05,32.164,M,36.998,M,,,61
$GPGGA,121458.5,3542.306415,N,13943.28006,E,2,12,1.05,32.166,M,36.998,M,,,6A
$GPGGA,121458.6,3542.306415,N,13943.28005,E,2,12,1.05,32.169,M,36.998,M,,,6C
$GPGGA,121458.7,3542.306415,N,13943.28005,E,2,12,1.05,32.171,M,36.998,M,,,6B
$GPGGA,121458.8,3542.306415,N,13943.28005,E,2,12,1.05,32.174,M,36.998,M,,,63
$GPGGA,121458.9,3542.306415,N,13943.28005,E,2,12,1.05,32.176,M,36.998,M,,,65
$GPGGA,121459,3542.306415,N,13943.28005,E,2,12,1.05,32.179,M,36.998,M,,,6A
$GPGGA,121459.1,3542.306415,N,13943.28005,E,2,12,1.05,32.181,M,36.998,M,,,6D
$GPGGA,121459.2,3542.306415,N,13943.28005,E,2,12,1.05,32.184,M,36.998,M,,,68
$GPGGA,121459.3,3542.306415,N,13943.28005,E,2,12,1.05,32.187,M,36.998,M,,,6A
$GPGGA,121459.4,3542.306415,N,13943.28005,E,2,12,1.05,32.189,M,36.998,M,,,69
$GPGGA,121459.5,3542.306415,N,13943.28005,E,2,12,1.05,32.192,M,36.998,M,,,66
$GPGGA,121459.6,3542.306415,N,13943.28005,E,2,12,1.05,32.195,M,36.998,M,,,6E
$GPGGA,121459.7,3542.306415,N,13943.28005,E,2,12,1.05,32.197,M,36.998,M,,,60
$GPGGA,121459.8,3542.306415,N,13943.28005,E,2,12,1.05,32.2,M,36.998,M,,,66
$GPGGA,121459.9,3542.306415,N,13943.28005,E,2,12,1.05,32.203,M,36.998,M,,,6F
$GPGGA,121500,3542.306415,N,13943.28005,E,2,18,0.8,32.206,M,36.998,M,,,6E
$GPGGA,121500.1,3542.306415,N,13943.28005,E,2,20,0.74,32.208,M,36.998,M,,,6D
$GPGGA,121500.2,3542.306415,N,13943.28005,E,2,20,0.74,32.211,M,36.998,M,,,61
$GPGGA,121500.3,3542.306415,N,13943.28005,E,2,20,0.74,32.214,M,36.998,M,,,67
$GPGGA,121500.4,3542.306415,N,13943.28005,E,2,20,0.74,32.217,M,36.998,M,,,6B
$GPGGA,121500.5,3542.306415,N,13943.28005,E,2,20,0.74,32.22,M,36.998,M,,,6C
$GPGGA,121500.6,3542.306415,N,13943.28005,E,2,20,0.74,32.223,M,36.998,M,,,6C
$GPGGA,121500.7,3542.306415,N,13943.28005,E,2,20,0.74,32.226,M,36.998,M,,,65
$GPGGA,121500.8,3542.306415,N,13943.28005,E,2,20,0.74,32.229,M,36.998,M,,,60
$GPGGA,121500.9,3542.306414,N,13943.28005,E,2,20,0.74,32.232,M,36.998,M,,,6F
$GPGGA,121501,3542.306414,N,13943.28005,E,2,20,0.74,32.235,M,36.998,M,,,66
$GPGGA,121501.1,3542.306414,N,13943.28005,E,5,12,0.92,32.237,M,36.998,M,4.1,7107,4B
$GPGGA,121501.2,3542.306146,N,13943.27965,E,5,12,0.92,31.935,M,36.998,M,4.2,7107,41
$GPGGA,121501.3,3542.3061,N,13943.27948,E,5,12,0.92,31.564,M,36.998,M,4.3,7107,4F
$GPGGA,121501.4,3542.306074,N,13943.27944,E,5,12,0.92,31.313,M,36.998,M,4.4,7107,48
$GPGGA,121501.5,3542.306052,N,13943.2794,E,5,12,0.92,31.088,M,36.998,M,4.5,7107,4F
$GPGGA,121501.6,3542.306035,N,13943.27938,E,5,12,0.92,30.935,M,36.998,M,4.6,7107,43
$GPGGA,121501.7,3542.30603,N,13943.27938,E,5,12,0.92,30.809,M,36.998,M,4.7,7107,45
$GPGGA,121501.8,3542.306024,N,13943.27937,E,5,12,0.92,30.717,M,36.998,M,4.8,7107,46
$GPGGA,121501.9,3542.30602,N,13943.27936,E,5,12,0.92,30.624,M,36.998,M,4.9,7107,49
$GPGGA,121502,3542.306017,N,13943.27936,E,5,12,0.92,30.553,M,36.998,M,5,7107,4D
$GPGGA,121502.1,3542.306014,N,13943.27935,E,5,12,0.92,30.488,M,36.998,M,5.1,7107,49
$GPGGA,121502.2,3542.306014,N,13943.27935,E,5,12,0.92,30.433,M,36.998,M,5.2,7107,46
$GPGGA,121502.3,3542.306011,N,13943.27934,E,5,12,0.92,30.381,M,36.998,M,5.3,7107,47
$GPGGA,121502.4,3542.306008,N,13943.27934,E,5,12,0.92,30.325,M,36.998,M,5.4,7107,4A
$GPGGA,121502.5,3542.306005,N,13943.27933,E,5,12,0.92,30.281,M,36.998,M,5.5,7107,4A
$GPGGA,121502.6,3542.306009,N,13943.27933,E,5,12,0.92,30.245,M,36.998,M,5.6,7107,4B
$GPGGA,121502.7,3542.306007,N,13943.27933,E,5,12,0.92,30.217,M,36.998,M,5.7,7107,43
$GPGGA,121502.8,3542.306005,N,13943.27932,E,5,12,0.92,30.179,M,36.998,M,5.8,7107,44
$GPGGA,121502.9,3542.306004,N,13943.27932,E,5,12,0.92,30.139,M,36.998,M,5.9,7107,43
$GPGGA,121503,3542.306005,N,13943.27932,E,5,12,0.92,30.1,M,36.998,M,6,7107,42
$GPGGA,121503.1,3542.305999,N,13943.27932,E,5,12,0.92,30.08,M,36.998,M,1.1,7107,4E
$GPGGA,121503.2,3542.305997,N,13943.27932,E,5,12,0.92,30.058,M,36.998,M,1.2,7107,4A
$GPGGA,121503.3,3542.305994,N,13943.27931,E,5,12,0.92,30.028,M,36.998,M,1.3,7107,4F
$GPGGA,121503.4,3542.305993,N,13943.27931,E,5,12,0.92,30.006,M,36.998,M,1.4,7107,45
$GPGGA,121503.5,3542.30599,N,13943.27931,E,5,12,0.92,29.98,M,36.998,M,1.5,7107,4D
$GPGGA,121503.6,3542.305986,N,13943.27931,E,5,12,0.92,29.951,M,36.998,M,1.6,7107,44
$GPGGA,121503.7,3542.305986,N,13943.2793,E,5,12,0.92,29.935,M,36.998,M,1.7,7107,43
$GPGGA,121503.8,3542.305987,N,13943.2793,E,5,12,0.92,29.906,M,36.998,M,1.8,7107,4B
$GPGGA,121503.9,3542.305985,N,13943.2793,E,5,12,0.92,29.899,M,36.998,M,1.9,7107,47
$GPGGA,121504,3542.305983,N,13943.2793,E,5,12,0.92,29.871,M,36.998,M,2,7107,4B
$GPGGA,121504.1,3542.305982,N,13943.27929,E,5,12,0.92,29.853,M,36.998,M,2.1,7107,49
$GPGGA,121504.2,3542.305981,N,13943.27929,E,5,12,0.92,29.837,M,36.998,M,2.2,7107,42
$GPGGA,121504.3,3542.30598,N,13943.27929,E,5,12,0.92,29.819,M,36.998,M,2.3,7107,4F
$GPGGA,121504.4,3542.305981,N,13943.27929,E,5,12,0.92,29.795,M,36.998,M,2.4,7107,46
$GPGGA,121504.5,3542.305979,N,13943.27929,E,5,12,0.92,29.787,M,36.998,M,2.5,7107,48
$GPGGA,121504.6,3542.305977,N,13943.27929,E,5,12,0.92,29.774,M,36.998,M,2.6,7107,48
$GPGGA,121504.7,3542.305978,N,13943.27929,E,5,12,0.92,29.755,M,36.998,M,2.7,7107,46
$GPGGA,121504.8,3542.30598,N,13943.27928,E,5,12,0.92,29.739,M,36.998,M,2.8,7107,41
$GPGGA,121504.9,3542.305978,N,13943.27928,E,5,12,0.92,29.73,M,36.998,M,2.9,7107,41
$GPGGA,121505,3542.305977,N,13943.27928,E,5,12,0.92,29.712,M,36.998,M,3,7107,48
$GPGGA,121505.1,3542.305978,N,13943.27928,E,5,12,0.92,29.703,M,36.998,M,3.1,7107,43
$GPGGA,121505.2,3542.305977,N,13943.27928,E,5,12,0.92,29.695,M,36.998,M,3.2,7107,49
$GPGGA,121505.3,3542.305978,N,13943.27928,E,5,12,0.92,29.681,M,36.998,M,3.3,7107,47
$GPGGA,121505.4,3542.305977,N,13943.27928,E,5,12,0.92,29.673,M,36.998,M,3.4,7107,4B
$GPGGA,121505.5,3542.305979,N,13943.27928,E,5,12,0.92,29.667,M,36.998,M,3.5,7107,48
$GPGGA,121505.6,3542.305977,N,13943.27928,E,5,12,0.92,29.664,M,36.998,M,3.6,7107,42
$GPGGA,121505.7,3542.305979,N,13943.27928,E,5,12,0.92,29.644,M,36.998,M,3.7,7107,40
$GPGGA,121505.8,3542.305983,N,13943.27928,E,5,12,0.92,29.634,M,36.998,M,3.8,7107,4E
$GPGGA,121505.9,3542.30598,N,13943.27927,E,5,12,0.92,29.624,M,36.998,M,3.9,7107,4C
$GPGGA,121506,3542.305979,N,13943.27927,E,5,12,0.92,29.626,M,36.998,M,4,7107,41
$GPGGA,121506.1,3542.305978,N,13943.27927,E,5,12,0.92,29.615,M,36.998,M,4.1,7107,4B
$GPGGA,121506.2,3542.30598,N,13943.27927,E,5,12,0.92,29.607,M,36.998,M,4.2,7107,4B
$GPGGA,121506.3,3542.30598,N,13943.27927,E,5,12,0.92,29.599,M,36.998,M,4.3,7107,4A
$GPGGA,121506.4,3542.30598,N,13943.27927,E,5,12,0.92,29.597,M,36.998,M,4.4,7107,47
$GPGGA,121506.5,3542.305983,N,13943.27927,E,5,12,0.92,29.584,M,36.998,M,4.5,7107,4B
$GPGGA,121506.6,3542.305981,N,13943.27927,E,5,12,0.92,29.571,M,36.998,M,4.6,7107,47
$GPGGA,121506.7,3542.305979,N,13943.27927,E,5,12,0.92,29.566,M,36.998,M,4.7,7107,47
$GPGGA,121506.8,3542.30598,N,13943.27927,E,5,12,0.92,29.558,M,36.998,M,4.8,7107,4D
$GPGGA,121506.9,3542.30598,N,13943.27926,E,5,12,0.92,29.549,M,36.998,M,4.9,7107,43
$GPGGA,121507,3542.305983,N,13943.27926,E,5,12,0.92,29.546,M,36.998,M,5,7107,44
$GPGGA,121507.1,3542.305984,N,13943.27926,E,5,12,0.92,29.544,M,36.998,M,5.1,7107,42
$GPGGA,121507.2,3542.305982,N,13943.27926,E,5,12,0.92,29.534,M,36.998,M,5.2,7107,46
$GPGGA,121507.3,3542.305984,N,13943.27926,E,5,12,0.92,29.525,M,36.998,M,5.3,7107,46
$GPGGA,121507.4,3542.305984,N,13943.27926,E,5,12,0.92,29.517,M,36.998,M,5.4,7107,47
$GPGGA,121507.5,3542.305984,N,13943.27926,E,5,12,0.92,29.502,M,36.998,M,5.5,7107,40
$GPGGA,121507.6,3542.305983,N,13943.27926,E,5,12,0.92,29.496,M,36.998,M,5.6,7107,43
$GPGGA,121507.7,3542.305984,N,13943.27926,E,5,12,0.92,29.483,M,36.998,M,5.7,7107,4B
$GPGGA,121507.8,3542.305985,N,13943.27926,E,5,12,0.92,29.474,M,36.998,M,5.8,7107,49
$GPGGA,121507.9,3542.305987,N,13943.27926,E,5,12,0.92,29.472,M,36.998,M,5.9,7107,49
$GPGGA,121508,3542.305985,N,13943.27926,E,5,12,0.92,29.46,M,36.998,M,6,7107,41
$GPGGA,121508.1,3542.305986,N,13943.27926,E,5,12,0.92,29.45,M,36.998,M,1.1,7107,42
$GPGGA,121508.2,3542.305989,N,13943.27926,E,5,12,0.92,29.445,M,36.998,M,1.2,7107,4D
$GPGGA,121508.3,3542.305989,N,13943.27926,E,5,12,0.92,29.44,M,36.998,M,1.3,7107,4A
$GPGGA,121508.4,3542.305991,N,13943.27926,E,5,12,0.92,29.429,M,36.998,M,1.4,7107,47
$GPGGA,121508.5,3542.305989,N,13943.27926,E,5,12,0.92,29.424,M,36.998,M,1.5,7107,45
$GPGGA,121508.6,3542.30599,N,13943.27926,E,5,12,0.92,29.418,M,36.998,M,1.6,7107,40
$GPGGA,121508.7,3542.305991,N,13943.27925,E,5,12,0.92,29.412,M,36.998,M,1.7,7107,49
$GPGGA,121508.8,3542.305993,N,13943.27926,E,5,12,0.92,29.401,M,36.998,M,1.8,7107,44
$GPGGA,121508.9,3542.305994,N,13943.27926,E,5,12,0.92,29.39,M,36.998,M,1.9,7107,4D
$GPGGA,121509,3542.305996,N,13943.27926,E,5,12,0.92,29.387,M,36.998,M,2,7107,48
$GPGGA,121509.1,3542.305999,N,13943.27926,E,5,12,0.92,29.395,M,36.998,M,2.1,7107,4C
$GPGGA,121509.2,3542.305997,N,13943.27926,E,5,12,0.92,29.384,M,36.998,M,2.2,7107,46
$GPGGA,121509.3,3542.305997,N,13943.27926,E,5,12,0.92,29.378,M,36.998,M,2.3,7107,40
$GPGGA,121509.4,3542.305998,N,13943.27926,E,5,12,0.92,29.372,M,36.998,M,2.4,7107,4E
$GPGGA,121509.5,3542.305996,N,13943.27926,E,5,12,0.92,29.354,M,36.998,M,2.5,7107,4E
$GPGGA,121509.6,3542.305995,N,13943.27925,E,5,12,0.92,29.343,M,36.998,M,2.6,7107,44
$GPGGA,121509.7,3542.305994,N,13943.27925,E,5,12,0.92,29.332,M,36.998,M,2.7,7107,42
$GPGGA,121509.8,3542.305992,N,13943.27925,E,5,12,0.92,29.323,M,36.998,M,2.8,7107,40
$GPGGA,121509.9,3542.305885,N,13943.27938,E,5,12,0.92,29.257,M,36.998,M,2.9,7107,4B
$GPGGA,121510,3542.305863,N,13943.27941,E,5,12,0.92,29.108,M,36.998,M,3,7107,4A
$GPGGA,121510.1,3542.305853,N,13943.27942,E,5,12,0.92,29.006,M,36.998,M,3.1,7107,41
$GPGGA,121510.2,3542.30585,N,13943.27943,E,5,12,0.92,28.931,M,36.998,M,3.2,7107,4B
$GPGGA,121510.3,3542.305848,N,13943.27944,E,5,12,0.92,28.875,M,36.998,M,3.3,7107,47
$GPGGA,121510.4,3542.305848,N,13943.27944,E,5,12,0.92,28.834,M,36.998,M,3.4,7107,46
$GPGGA,121510.5,3542.305845,N,13943.27944,E,5,12,0.92,28.789,M,36.998,M,3.5,7107,41
$GPGGA,121510.6,3542.305845,N,13943.27944,E,5,12,0.92,28.751,M,36.998,M,3.6,7107,4E
$GPGGA,121510.7,3542.305847,N,13943.27944,E,5,12,0.92,28.717,M,36.998,M,3.7,7107,49
$GPGGA,121510.8,3542.305842,N,13943.27944,E,5,12,0.92,28.693,M,36.998,M,3.8,7107,4C
$GPGGA,121510.9,3542.305843,N,13943.27944,E,5,12,0.92,28.669,M,36.998,M,3.9,7107,44
$GPGGA,121511,3542.305841,N,13943.27944,E,5,12,0.92,28.644,M,36.998,M,4,7107,4F
$GPGGA,121511.1,3542.30584,N,13943.27944,E,5,12,0.92,28.628,M,36.998,M,4.1,7107,4F
$GPGGA,121511.2,3542.30584,N,13943.27944,E,5,12,0.92,28.618,M,36.998,M,4.2,7107,49
$GPGGA,121511.3,3542.305841,N,13943.27944,E,5,12,0.92,28.593,M,36.998,M,4.3,7107,47
$GPGGA,121511.4,3542.305838,N,13943.27945,E,5,12,0.92,28.583,M,36.998,M,4.4,7107,4A
$GPGGA,121511.5,3542.305837,N,13943.27945,E,5,12,0.92,28.564,M,36.998,M,4.5,7107,48
$GPGGA,121511.6,3542.305837,N,13943.27945,E,5,12,0.92,28.552,M,36.998,M,4.6,7107,45
$GPGGA,121511.7,3542.305836,N,13943.27945,E,5,12,0.92,28.548,M,36.998,M,4.7,7107,4E
$GPGGA,121511.8,3542.305833,N,13943.27945,E,5,12,0.92,28.543,M,36.998,M,4.8,7107,4C
$GPGGA,121511.9,3542.305833,N,13943.27945,E,5,12,0.92,28.535,M,36.998,M,4.9,7107,49
$GPGGA,121512,3542.305832,N,13943.27945,E,5,12,0.92,28.524,M,36.998,M,5,7107,45
$GPGGA,121512.1,3542.30583,N,13943.27945,E,5,12,0.92,28.515,M,36.998,M,5.1,7107,4E
$GPGGA,121512.2,3542.305829,N,13943.27945,E,5,12,0.92,28.512,M,36.998,M,5.2,7107,4B
$GPGGA,121512.3,3542.305829,N,13943.27945,E,5,12,0.92,28.502,M,36.998,M,5.3,7107,4A
$GPGGA,121512.4,3542.305828,N,13943.27945,E,5,12,0.92,28.495,M,36.998,M,5.4,7107,44
