47415.987364114335,-170609.04914365336
47415.9917473061,-170609.02155167685
47415.99613049786,-170608.9939597004
47416.00051368962,-170608.96636772394
47416.00489688138,-170608.9387757475
47416.00928007314,-170608.91118377098
47416.0136632649,-170608.88359179453
47416.018046456666,-170608.855999818
47416.02242964842,-170608.82840784162
47416.02681284019,-170608.8008158651
47416.031196031945,-170608.77322388865
47416.03557922371,-170608.74563191214
47416.03996241547,-170608.7180399357
47416.04434560723,-170608.69044795923
47416.04872879899,-170608.66285598278
47416.053111990754,-170608.63526400627
47416.05749518252,-170608.60767202976
47416.061878374276,-170608.5800800533
47416.06626156604,-170608.55248807685
47416.0706447578,-170608.5248961004
47416.07502794956,-170608.49730412388
47416.07941114132,-170608.46971214743
47416.083794333084,-170608.44212017098
47416.08817752484,-170608.41452819452
47416.09256071661,-170608.386936218
47416.096943908364,-170608.35934424156
47416.10132710013,-170608.33175226505
47416.105710291886,-170608.3041602886
47416.11009348365,-170608.27656831214
47416.114476675415,-170608.24897633563
47416.11885986717,-170608.22138435917
47416.12324305894,-170608.19379238266
47416.127626250694,-170608.16620040627
47416.13200944246,-170608.13860842976
47416.13639263422,-170608.1110164533
47416.14077582598,-170608.0834244768
47416.14515901774,-170608.05583250034
47416.1495422095,-170608.02824052388
47416.15392540126,-170608.00064854743
47416.158308593025,-170607.97305657092
47416.16269178478,-170607.94546459446
47416.16707497655,-170607.91787261795
47416.171458168305,-170607.89028064156
47416.17584136007,-170607.86268866505
47416.180224551834,-170607.83509668853
47416.18460774359,-170607.80750471208
47416.188990935356,-170607.77991273563
47416.19337412711,-170607.75232075917
47416.19775731888,-170607.72472878266
47416.202140510635,-170607.6971368062
47416.2065237024,-170607.6695448297
47416.21090689416,-170607.6419528533
47416.21529008592,-170607.6143608768
47416.21967327768,-170607.58676890034
47416.224056469444,-170607.55917692382
47416.2284396612,-170607.53158494737
47416.232822852966,-170607.50399297092
47416.23720604473,-170607.4764009944
47416.24158923649,-170607.44880901795
47416.24597242825,-170607.42121704144
47416.25035562001,-170607.393625065
47416.254738811775,-170607.36603308853
47416.25912200353,-170607.33844111208
47416.2635051953,-170607.31084913557
47416.267888387054,-170607.2832571591
47416.27227157882,-170607.25566518266
47416.276654770576,-170607.2280732062
47416.28103796234,-170607.2004812297
47416.2854211541,-170607.17288925324
47416.28980434586,-170607.14529727673
47416.29418753762,-170607.11770530028
47416.298570729385,-170607.09011332382
47416.30295392115,-170607.0625213473
47416.30733711291,-170607.03492937086
47416.31172030467,-170607.00733739435
47416.31610349643,-170606.97974541795
47416.32048668819,-170606.95215344144
47416.32486987995,-170606.92456146498
47416.329253071715,-170606.89696948847
47416.33363626347,-170606.86937751202
47416.33801945524,-170606.84178553557
47416.342402646995,-170606.8141935591
47416.34678583876,-170606.7866015826
47416.35116903052,-170606.75900960615
47416.35555222228,-170606.73141762963
47416.359935414046,-170606.70382565318
47416.3643186058,-170606.67623367673
47416.36870179757,-170606.64864170022
47416.373084989325,-170606.62104972376
47416.37746818109,-170606.5934577473
47416.38185137285,-170606.56586577086
47416.38623456461,-170606.53827379434
47416.39061775637,-170606.5106818179
47416.395000948134,-170606.48308984138
47416.39938413989,-170606.45549786492
47416.403767331656,-170606.42790588847
47416.40815052341,-170606.40031391202
47416.41253371518,-170606.3727219355
47416.416916906936,-170606.34512995905
47416.4213000987,-170606.3175379826
