-10176.3145565936,-32732.243868470552,77.5,1725700651.0,-0.046875,24.78125,0.0
-10176.323389922212,-32732.25675695109,77.5,1725700651.0,-0.0625,24.78125,0.0
-10176.345473243744,-32732.288978152443,78.2,1725700651.0,-0.1015625,24.78125,0.0
-10176.332223250824,-32732.269645431632,77.9,1725700651.0,-0.078125,24.78125,0.0
-10176.336639915133,-32732.2760896719,78.1,1725700651.0,-0.0859375,24.78125,0.0
-10176.323389922212,-32732.25675695109,77.4,1725700651.0,-0.0625,24.78125,0.0
-10176.332223250824,-32732.269645431632,78.2,1725700651.0,-0.078125,24.78125,0.0
-10176.332223250824,-32732.269645431632,77.9,1725700651.0,-0.078125,24.78125,0.0
-10174.406544629546,-32741.952574122835,77.1,1725700651.0,-6.9765625,17.71875,-0.32
-10174.204965619285,-32741.948660469225,80.9,1725700651.0,-6.859375,17.5546875,-0.32
-10174.206993195248,-32741.937799564646,84.9,1725700651.0,-6.8515625,17.5625,-0.32
-10172.125063559988,-32743.667764439,91.5,1725700651.0,-7.1015625,14.8671875,-0.32
-10157.429490044104,-32743.39698378188,56.5,1725700651.0,1.4296875,2.8984375,4.88
-10155.152315206906,-32743.252853323804,59.3,1725700651.0,2.8359375,1.1015625,4.55
-10155.413919955558,-32743.20615609408,55.6,1725700651.0,2.7265625,1.34375,-5.53
-10157.467055415402,-32744.12893955448,57.7,1725700651.0,0.8046875,2.515625,10.1
-10157.614911429228,-32743.999190226004,54.5,1725700651.0,0.828125,2.7109375,-6.18
-10157.53729754936,-32743.692475795466,57.8,1725700651.0,1.125,2.8203125,4.55
-10157.279606454318,-32743.537594014924,56.1,1725700651.0,1.3984375,2.6953125,9.44
-10157.559082341077,-32744.20793650129,55.6,1725700651.0,0.6875,2.546875,2.92
-10157.363004532262,-32744.29496523622,55.2,1725700651.0,0.7265625,2.3359375,-3.58
-10157.55147504792,-32744.45940337013,55.1,1725700651.0,0.484375,2.3984375,10.1
-10160.032035607446,-32740.865056548224,87.7,1725700651.0,2.046875,6.4765625,-0.648
-10159.468274590874,-32741.1756690992,85.2,1725700651.0,2.109375,5.8359375,-0.648
-10158.874760826882,-32745.07734294445,53.6,1725700651.0,-0.7734375,3.140625,-9.11
-10158.714016332517,-32745.215925601533,55.8,1725700651.0,-0.796875,2.9296875,-5.53
-10158.904011413444,-32745.161479580336,55.2,1725700651.0,-0.859375,3.1171875,4.88
-10158.463524418708,-32747.31027262284,56.0,1725700651.0,-2.3828125,1.5390625,-6.18
-10158.652937973187,-32747.379351703905,57.1,1725700651.0,-2.546875,1.65625,9.76
-10158.821037830445,-32744.94367996237,90.8,1725700651.0,-0.6328125,3.171875,-0.32
-10158.892788996489,-32745.131285954954,57.7,1725700651.0,-0.828125,3.125,-1.95
-10158.793170310835,-32744.460801970265,56.0,1725700651.0,-0.21875,3.421875,4.55
-10158.905331497828,-32744.251332670217,55.8,1725700651.0,-0.109375,3.6328125,-6.18
-10158.86558151907,-32744.19333450779,55.5,1725700651.0,-0.0390625,3.6328125,5.53
-10158.724531257896,-32744.34683322137,58.7,1725700651.0,-0.0859375,3.4296875,-5.2
-10158.751031243735,-32744.385498662992,57.6,1725700651.0,-0.1328125,3.4296875,-7.48
-10158.874493363432,-32743.87467463553,58.2,1725700651.0,0.21875,3.8203125,8.78
-10158.80374821878,-32744.10311514401,58.4,1725700651.0,0.0703125,3.6328125,-2.27
-10159.031104190122,-32744.0893621404,57.0,1725700651.0,-0.046875,3.828125,4.55
-10159.009020868589,-32744.057140939047,57.4,1725700651.0,-0.0078125,3.828125,9.44
-10157.494419924316,-32744.40379429605,52.9,1725700651.0,0.5625,2.3828125,6.51
-10157.530554779276,-32744.18013196425,53.9,1725700651.0,0.7265625,2.5390625,5.2
-10157.47030902682,-32744.38243399927,53.8,1725700651.0,0.59375,2.375,2.27
-10157.61294683583,-32744.521456684484,56.8,1725700651.0,0.3984375,2.4140625,-6.18
-10155.339638202857,-32742.821387755543,53.0,1725700651.0,3.0859375,1.5,2.27
-10156.92061507686,-32743.5942091104,54.2,1725700651.0,1.5546875,2.3671875,-1.95
-10155.46633840079,-32743.40701207958,61.5,1725700651.0,2.53125,1.2734375,1.63
-10155.745106795974,-32743.178068560406,58.0,1725700651.0,2.5625,1.6328125,7.48
-10155.604779559557,-32743.38789937284,56.4,1725700651.0,2.46875,1.3984375,5.53
-10161.467262559336,-32741.42521797418,103.0,1725700651.0,0.7734375,7.34375,-0.648
-10161.539956764202,-32741.517464913923,104.0,1725700651.0,0.65625,7.3515625,-0.648
-10161.564067661697,-32741.53882521069,104.0,1725700651.0,0.625,7.359375,-0.648
-10161.378850757455,-32741.62788152158,106.0,1725700651.0,0.65625,7.15625,-0.648
-10161.352350771618,-32741.589216079963,102.0,1725700651.0,0.703125,7.15625,-0.648
-10161.195582913431,-32742.03762528069,95.5,1725700651.0,0.421875,6.7734375,-0.648
-10161.204416242046,-32742.050513761227,94.6,1725700651.0,0.40625,6.7734375,-0.648
-10161.107171111556,-32742.24028882809,93.1,1725700651.0,0.3046875,6.5859375,-0.648
-10161.043310235304,-32742.16093036889,99.1,1725700651.0,0.40625,6.578125,-0.648
-10161.197531973648,-32742.358312728906,63.3,1725700651.0,0.15625,6.59375,2.6
-10161.142504426009,-32742.291842750248,63.7,1725700651.0,0.2421875,6.5859375,3.9
-10161.085087790025,-32742.20806762674,100.0,1725700651.0,0.34375,6.5859375,-0.648
-10160.932815111892,-32742.33137271494,91.9,1725700651.0,0.328125,6.390625,-0.648
-10161.219693810928,-32742.05898557746,105.0,1725700651.0,0.390625,6.78125,-0.648
-10156.15885910746,-32745.86847631538,81.3,1725700651.0,0.109375,0.453125,0.0
-10157.722215923786,-32744.08665898906,54.9,1725700651.0,0.6953125,2.75,1.63
-10158.52199367563,-32745.281232527304,90.3,1725700651.0,-0.7421875,2.734375,-0.648
-10158.399694608815,-32745.54500635024,56.1,1725700651.0,-0.890625,2.484375,8.13
-10158.687453364111,-32744.66585460601,97.0,1725700651.0,-0.328125,3.21875,-0.32
-10158.660953378274,-32744.627189164392,96.8,1725700651.0,-0.28125,3.21875,-0.648
-10158.40231924441,-32744.56766643669,98.8,1725700651.0,-0.0859375,3.0390625,-0.648
-10158.504264035835,-32744.744050012323,56.9,1725700651.0,-0.2890625,3.0234375,4.23
-10161.451544962323,-32741.72012846132,103.0,1725700651.0,0.5390625,7.1640625,-0.648
-10161.506572509965,-32741.786598439983,100.0,1725700651.0,0.453125,7.171875,-0.648
-10161.57926671483,-32741.878845379724,61.5,1725700651.0,0.3359375,7.1796875,3.58
-10161.310133188768,-32741.84546112548,103.0,1725700651.0,0.515625,6.9765625,-0.648
-10161.3322165103,-32741.87768232683,104.0,1725700651.0,0.4765625,6.9765625,-0.648
-10161.367549824752,-32741.92923624899,106.0,1725700651.0,0.4140625,6.9765625,-0.648
-10161.281605626968,-32741.81765658844,106.0,1725700651.0,0.5546875,6.96875,-0.648
-10156.169720012036,-32745.870503891343,82.3,1725700651.0,0.1015625,0.4609375,0.0
-10156.169720012036,-32745.870503891343,82.8,1725700651.0,0.1015625,0.4609375,0.0
-10156.169720012036,-32745.870503891343,82.6,1725700651.0,0.1015625,0.4609375,0.0
-10156.169720012036,-32745.870503891343,81.9,1725700651.0,0.1015625,0.4609375,0.0
-10156.120601777768,-32743.39428063054,58.9,1725700651.0,2.171875,1.8203125,-7.8
-10155.942772152624,-32743.38356122428,54.7,1725700651.0,2.28125,1.6796875,-1.95
-10156.180847530226,-32743.19197859552,59.7,1725700651.0,2.3046875,1.984375,-5.85
-10156.055436350312,-32743.38211517476,56.1,1725700651.0,2.21875,1.7734375,9.76
-10168.969945781162,-32736.57674212029,60.1,1725700651.0,0.53125,16.2734375,-10.4
-10157.884547965985,-32744.24059773077,55.9,1725700651.0,0.4765625,2.796875,-9.76
-10158.514841943785,-32744.38636318607,90.6,1725700651.0,0.0,3.234375,-0.648
-10158.536925265314,-32744.41858438742,55.2,1725700651.0,-0.0390625,3.234375,-10.4
-10158.349319272733,-32744.49033555346,59.8,1725700651.0,0.0078125,3.0390625,5.2
-10158.618531314542,-32744.1921714549,58.3,1725700651.0,0.1015625,3.4296875,-9.11
-10156.42231801756,-32743.433747612668,91.0,1725700651.0,1.96875,2.046875,-0.648
-10158.68038099785,-32747.32265809268,55.5,1725700651.0,-2.515625,1.7109375,-8.78
-10158.345579033636,-32747.06908513213,57.8,1725700651.0,-2.1171875,1.578125,-1.95
-10158.444553210276,-32747.35168866518,53.7,1725700651.0,-2.40625,1.5,-9.76
-10158.365665845571,-32745.426259424657,56.4,1725700651.0,-0.7734375,2.5234375,2.92
-10158.578467272788,-32745.460366703657,58.2,1725700651.0,-0.921875,2.6796875,2.92
-10158.519604587284,-32745.26392738246,102.0,1725700651.0,-0.7265625,2.7421875,-0.32
-10158.528799428275,-32745.30498191242,56.6,1725700651.0,-0.765625,2.7265625,-7.8
-10158.594467866433,-32745.52517061873,90.6,1725700651.0,-0.984375,2.65625,-0.648
-10157.886056998068,-32744.864667482365,57.4,1725700651.0,-0.0390625,2.4453125,-3.25
-10157.833057026392,-32744.78733659913,52.9,1725700651.0,0.0546875,2.4453125,2.92
-10157.850723683618,-32744.813113560205,56.0,1725700651.0,0.0234375,2.4453125,7.8
-10157.958829718684,-32744.62536606931,54.2,1725700651.0,0.1171875,2.640625,7.48
-10157.751529492913,-32744.68220117885,58.6,1725700651.0,0.1875,2.4375,-5.85
-10157.985329704525,-32744.66403151093,51.4,1725700651.0,0.0703125,2.640625,8.13
-10157.72944617138,-32744.6499799775,55.3,1725700651.0,0.2265625,2.4375,-6.83
-10157.963529379622,-32744.9915247118,54.2,1725700651.0,-0.1875,2.4375,-4.23
-10157.959112715314,-32744.985080471528,58.7,1725700651.0,-0.1796875,2.4375,-8.78
-10157.912556983909,-32744.903332923983,54.1,1725700651.0,-0.0859375,2.4453125,6.51
-10157.92139031252,-32744.916221404525,52.9,1725700651.0,-0.1015625,2.4453125,7.8
-10158.495226226343,-32744.03989877677,58.7,1725700651.0,0.296875,3.4140625,-5.2
-10158.6786200355,-32744.65296612547,92.6,1725700651.0,-0.3125,3.21875,-0.648
-10158.566458848503,-32744.86243542552,58.7,1725700651.0,-0.421875,3.0078125,7.48
-10158.683036699807,-32744.65941036574,90.6,1725700651.0,-0.3203125,3.21875,-0.32
-10158.353735937038,-32744.496779793728,56.8,1725700651.0,0.0,3.0390625,-5.2
-10158.466258636412,-32744.315476543103,55.7,1725700651.0,0.0859375,3.234375,-5.53
-10158.488341957944,-32744.34769774445,59.2,1725700651.0,0.046875,3.234375,-5.2
-10163.33794469934,-32729.98991149092,74.3,1725700651.0,9.1484375,15.3515625,-0.969
-10158.688930479995,-32743.092610990298,63.2,1725700651.0,0.96875,4.109375,6.51
-10158.41123108877,-32744.24900656444,60.2,1725700651.0,0.171875,3.2265625,-4.23
-10158.021700956566,-32747.32894530145,56.2,1725700651.0,-2.1484375,1.1640625,-5.85
-10158.272083288262,-32747.252054446344,54.8,1725700651.0,-2.2265625,1.4140625,5.2
