X_cor,Y_cor,Amplitude,UnixTime,Xrange,Yrange,Velocity[m/s]
-9948.341830249385,-32649.53227443995,563.2,1725700270.884,36.40625,172.9375,65.29688
-9948.341830249385,-32649.53227443995,844.8,1725700270.884,36.40625,172.9375,65.30469
-10106.274498263028,-32697.370911455186,92.4,1725700270.884,1.6640625,11.6171875,0.0
-10109.493921190337,-32700.85959608517,105.6,1725700271.036,2.9375,7.203125,0.0
-10106.298491225403,-32697.312601741505,92.2,1725700271.26,1.75,11.6015625,0.0
-10109.528624899447,-32700.541964724496,105.4,1725700271.26,2.953125,7.1953125,0.0
-10112.55262688906,-32697.482464941862,97.5,1725700271.26,-1.203125,6.0859375,0.0
-10112.445492070245,-32696.18886623327,98.6,1725700271.26,-2.2734375,6.8203125,0.0
-10112.04348299179,-32701.13201322455,86.1,1725700271.26,2.21875,4.71875,0.0
-10106.282998262765,-32697.33974083892,92.2,1725700271.336,1.78125,11.6015625,0.0
-10112.556500129722,-32697.47568016751,97.8,1725700271.336,-1.2109375,6.0859375,0.0
-10112.42708757391,-32696.20534731568,98.6,1725700271.336,-2.25,6.828125,0.0
-10109.943683896458,-32698.78730744942,105.4,1725700271.411,2.953125,7.203125,0.0
-10113.563791544108,-32696.48780665137,97.5,1725700271.411,-1.1875,6.0859375,0.0
-10113.77706397048,-32695.1789442334,99.0,1725700271.411,-2.296875,6.8125,0.0
-10112.281534710875,-32699.889741924868,85.8,1725700271.411,2.1875,4.734375,0.0
-10110.444031872004,-32697.68214678052,105.4,1725700271.485,2.9453125,7.203125,0.0
-10112.58402568988,-32699.146178161744,86.9,1725700271.485,2.203125,4.71875,0.0
-10114.724148528196,-32694.69991000671,98.4,1725700271.485,-2.2578125,6.828125,0.0
-10108.617829010283,-32693.50152419791,92.6,1725700271.485,1.734375,11.6015625,0.0
-10114.365281727043,-32695.94528671847,97.7,1725700271.485,-1.1953125,6.0859375,0.0
-10113.355852544955,-32696.657626208715,97.3,1725700271.56,-1.1953125,6.0859375,0.0
-10113.455730589463,-32695.38463070979,98.6,1725700271.56,-2.234375,6.828125,0.0
-10109.837473234938,-32699.10994966446,105.5,1725700271.56,2.9453125,7.203125,0.0
-10113.455730589463,-32695.38463070979,98.8,1725700271.65,-2.234375,6.828125,0.0
-10112.19596743853,-32700.21325843714,85.9,1725700271.65,2.2734375,4.6875,0.0
-10109.84249750507,-32699.103967034112,105.6,1725700271.65,2.9375,7.203125,0.0
-10113.36590108522,-32696.645660948016,97.5,1725700271.65,-1.2109375,6.0859375,0.0
-10112.049873724536,-32701.10680489003,86.5,1725700271.71,2.2734375,4.6875,0.0
-10109.546979505692,-32700.396263776645,105.5,1725700271.71,2.9375,7.203125,0.0
-10114.026171398737,-32695.03891377193,99.4,1725700271.786,-2.265625,6.8203125,0.0
-10110.08020147834,-32698.451885580063,105.3,1725700271.786,2.9375,7.203125,0.0
-10112.335575073015,-32699.741997428413,84.9,1725700271.786,2.2578125,4.6953125,0.0
-10113.795599162286,-32696.30975968486,97.5,1725700271.786,-1.203125,6.0859375,0.0
-10110.0802045096,-32698.45186328544,105.4,1725700271.861,2.9375,7.203125,0.0
-10113.784566269413,-32696.32079856034,97.4,1725700271.861,-1.1875,6.0859375,0.0
-10114.026174476963,-32695.03889153161,99.7,1725700271.861,-2.265625,6.8203125,0.0
-10112.346601457451,-32699.719865509567,85.3,1725700271.861,2.234375,4.703125,0.0
-10113.262457294762,-32696.737710414167,97.3,1725700272.26,-1.203125,6.0859375,0.0
-10107.119646329656,-32695.570295188005,92.4,1725700272.26,1.7421875,11.6015625,0.0
-10113.35730184302,-32695.44960428411,99.1,1725700272.26,-2.265625,6.8203125,0.0
-10109.789604562717,-32699.2669267954,104.9,1725700272.26,2.9453125,7.203125,0.0
-10107.10494039872,-32695.588544900373,92.3,1725700272.264,1.765625,11.6015625,0.0
-10109.789604562717,-32699.2669267954,105.0,1725700272.264,2.9453125,7.203125,0.0
-10113.257555317785,-32696.74379365162,97.2,1725700272.264,-1.1953125,6.0859375,0.0
-10113.362203819996,-32695.44352104665,99.6,1725700272.264,-2.2734375,6.8203125,0.0
-10109.784702585735,-32699.27301003285,105.0,1725700272.31,2.953125,7.203125,0.0
-10113.252653340804,-32696.74987688908,97.4,1725700272.31,-1.1875,6.0859375,0.0
-10113.382992988392,-32695.430173311262,99.2,1725700272.31,-2.296875,6.8125,0.0
-10107.119646329656,-32695.570295188005,92.9,1725700272.31,1.7421875,11.6015625,0.0
-10112.173697760289,-32700.30513650949,86.8,1725700272.31,2.2578125,4.6953125,0.0
-10113.119185163154,-32696.8714604994,97.2,1725700272.385,-1.1953125,6.0859375,0.0
-10109.723098302202,-32699.51186217074,104.9,1725700272.385,2.9609375,7.1953125,0.0
-10113.165464521471,-32695.58263691613,99.3,1725700272.385,-2.25,6.828125,0.0
-10113.044513953722,-32695.67369657903,99.9,1725700272.46,-2.25,6.828125,0.0
-10113.029161086552,-32696.956877719887,97.1,1725700272.46,-1.203125,6.0859375,0.0
-10109.68139049338,-32699.661494888383,105.0,1725700272.46,2.953125,7.203125,0.0
-10113.029161086552,-32696.956877719887,96.6,1725700272.536,-1.203125,6.0859375,0.0
-10113.039919628362,-32695.68001538673,99.6,1725700272.536,-2.2421875,6.828125,0.0
-10109.68598481874,-32699.655176080687,105.1,1725700272.536,2.9453125,7.203125,0.0
-10113.23460241788,-32696.764384331247,96.9,1725700272.611,-1.1953125,6.0859375,0.0
-10113.333028946025,-32695.46362594676,100.5,1725700272.611,-2.2734375,6.8203125,0.0
-10113.059962484183,-32695.670360153727,100.4,1725700272.685,-2.3046875,6.8046875,0.0
-10109.679215971648,-32699.696504120915,105.4,1725700272.685,2.9375,7.203125,0.0
-10112.996888448257,-32696.990714696687,97.6,1725700272.685,-1.1953125,6.0859375,0.0
-10109.717861198134,-32699.52206280281,105.2,1725700272.76,2.9296875,7.2109375,0.0
-10113.083244408594,-32696.90925134054,97.7,1725700272.76,-1.1796875,6.0859375,0.0
-10112.139822949172,-32700.45933866516,87.0,1725700272.76,2.2265625,4.7109375,0.0
-10113.14718573155,-32695.599870417453,99.5,1725700272.836,-2.265625,6.8203125,0.0
-10109.710050867205,-32699.545501025725,105.0,1725700272.836,2.953125,7.203125,0.0
-10113.083244408594,-32696.90925134054,96.8,1725700272.836,-1.1796875,6.0859375,0.0
-10112.149193177256,-32700.40777529777,87.3,1725700272.836,2.1796875,4.734375,0.0
-10113.362898874564,-32695.444569596948,98.6,1725700272.91,-2.2421875,6.828125,0.0
-10113.268537869257,-32696.737181114702,96.6,1725700272.91,-1.1796875,6.0859375,0.0
-10112.90318825001,-32695.786114339066,98.8,1725700273.001,-2.2734375,6.8203125,0.0
-10109.64094355418,-32699.867557047663,105.1,1725700273.001,2.9375,7.203125,0.0
-10109.688844517705,-32699.64312278217,105.1,1725700273.06,2.9453125,7.203125,0.0
-10113.0689193721,-32695.658714542828,99.4,1725700273.06,-2.265625,6.8203125,0.0
-10113.026895743216,-32696.962514439616,97.1,1725700273.06,-1.1875,6.0859375,0.0
-10112.12996402208,-32700.485703290506,87.6,1725700273.139,2.1875,4.734375,0.0
-10113.031499633142,-32696.95620259727,97.1,1725700273.139,-1.1953125,6.0859375,0.0
-10113.053399749906,-32695.6667343376,99.2,1725700273.139,-2.25,6.828125,0.0
-10109.688844517705,-32699.64312278217,105.5,1725700273.139,2.9453125,7.203125,0.0
-10112.962029539409,-32697.02757755176,97.0,1725700273.21,-1.1875,6.0859375,0.0
-10112.117227530656,-32700.57407305673,87.3,1725700273.21,2.1953125,4.7265625,0.0
-10109.822853521107,-32699.166403832096,105.7,1725700273.285,2.9375,7.203125,0.0
-10113.478564494457,-32695.36651935939,98.9,1725700273.285,-2.3203125,6.8046875,0.0
-10113.300252572855,-32696.69868390559,96.9,1725700273.285,-1.1796875,6.09375,0.0
-10112.217724206404,-32700.131369811865,87.5,1725700273.285,2.15625,4.7421875,0.0
-10107.79967968524,-32694.50980726107,92.7,1725700273.36,1.7578125,11.6015625,0.0
-10110.0801706199,-32698.45154242924,105.7,1725700273.36,2.9375,7.203125,0.0
-10114.070309181869,-32695.01642282467,98.3,1725700273.36,-2.3125,6.8046875,0.0
-10112.357565910555,-32699.67533767013,87.0,1725700273.36,2.1953125,4.7265625,0.0
