X_cor,Y_cor,Amplitude,UnixTime,Xrange,Yrange,Velocity[m/s]
-10126.130602331394,-32697.427135171285,101.2,1725700272.658,-4.9296875,8.6484375,0.0
-10118.952468804411,-32697.35197488384,85.8,1725700272.658,0.9453125,4.5234375,0.0
-10119.03471667722,-32697.3879651709,85.2,1725700272.795,0.9453125,4.515625,0.0
-10125.05187262814,-32697.04678330871,89.8,1725700272.795,-3.6640625,8.3984375,0.0
-10126.214424390802,-32697.606050722166,101.3,1725700272.795,-4.9296875,8.6484375,0.0
-10125.279012452122,-32697.46002452445,89.9,1725700272.87,-3.78125,8.34375,0.0
-10119.196676764972,-32697.44876970982,85.1,1725700272.87,0.9453125,4.515625,0.0
-10125.2964235233,-32691.060499504,98.9,1725700272.87,0.2421875,13.3203125,0.0
-10126.362321723924,-32697.94806569658,101.4,1725700272.87,-4.9296875,8.6484375,0.0
-10125.363092509202,-32697.62906616208,91.1,1725700272.945,-3.953125,8.265625,0.0
-10125.3327952113,-32691.090069183352,98.8,1725700272.945,0.1953125,13.3203125,0.0
-10126.363455392033,-32697.959055924468,101.3,1725700272.945,-4.9375,8.640625,0.0
-10125.098845628696,-32697.132664919605,90.8,1725700273.095,-3.859375,8.3125,0.0
-10130.837275035448,-32684.13481566789,86.2,1725700273.095,-0.8359375,22.1953125,0.0
-10118.96694839732,-32697.3596202172,84.9,1725700273.095,0.9609375,4.515625,0.0
-10126.16153529701,-32697.49198861828,101.3,1725700273.095,-4.9296875,8.6484375,0.0
-10124.742533680086,-32690.674335654778,98.8,1725700273.095,0.234375,13.3203125,0.0
-10125.076378363616,-32697.10280720456,89.9,1725700273.17,-3.9375,8.2734375,0.0
-10126.104740783878,-32697.3808312912,101.3,1725700273.17,-4.9375,8.640625,0.0
-10118.91351193353,-32697.34456129596,85.2,1725700273.17,0.953125,4.515625,0.0
-10126.096500779651,-32697.36542745688,101.4,1725700273.245,-4.921875,8.6484375,0.0
-10118.907135164976,-32697.34004776308,85.0,1725700273.245,0.9609375,4.515625,0.0
