X_cor,Y_cor,Amplitude,UnixTime,Xrange,Yrange,Velocity[m/s]
-32722.113274304065,-10136.630708649362,101.6,1721193909.62,2.59375,5.8515625,0.0
-32722.118890489022,-10136.634255290135,102.0,1721193909.71,2.5859375,5.8515625,0.0
-32721.4299246492,-10139.313545631889,112.9,1721193909.77,1.609375,3.2578125,0.0
-32721.432619221086,-10139.311377634242,113.4,1721193909.92,1.6171875,3.25,0.0
-32721.38166300105,-10139.299911693668,113.7,1721193906.02,1.609375,3.2578125,0.0
-32721.381584013787,-10139.299897023046,113.7,1721193906.095,1.609375,3.2578125,0.0
-32721.38138897396,-10139.299904410847,113.7,1721193906.409,1.609375,3.2578125,0.0
-32721.381629177788,-10139.300055778633,113.6,1721193906.484,1.609375,3.2578125,0.0
-32721.38189778,-10139.300209213628,113.7,1721193906.559,1.609375,3.2578125,0.0
-32721.38172170752,-10139.30018889634,113.6,1721193906.77,1.609375,3.2578125,0.0
-32721.381867430104,-10139.300272666233,113.6,1721193906.859,1.609375,3.2578125,0.0
-32721.38140292778,-10139.300145717252,113.6,1721193907.162,1.609375,3.2578125,0.0
-32721.375591538144,-10139.302395202069,113.3,1721193908.87,1.6015625,3.2578125,0.0
-32721.37673612895,-10139.299585132478,112.8,1721193909.17,1.59375,3.265625,0.0
-32721.37673612895,-10139.299585132478,112.8,1721193909.245,1.59375,3.265625,0.0
-32721.391551253884,-10139.308751296368,112.6,1721193909.32,1.6015625,3.2578125,0.0
-32721.39928711772,-10139.312016660704,112.6,1721193909.395,1.6015625,3.2578125,0.0
-32721.398131591253,-10139.308330075224,112.6,1721193909.485,1.59375,3.265625,0.0
-32721.414545350886,-10139.3143103993,112.5,1721193909.545,1.609375,3.2578125,0.0
-32721.42132543433,-10139.30660849875,112.9,1721193909.845,1.6015625,3.265625,0.0
-32721.423790195007,-10139.298848518634,113.8,1721193909.995,1.6171875,3.25,0.0
-32721.405487398693,-10139.270562716169,113.8,1721193910.07,1.6171875,3.2578125,0.0
-32721.37378754665,-10139.300808042171,113.7,1721193905.905,1.6015625,3.2578125,0.0
-32721.373508601147,-10139.300760340177,113.7,1721193906.17,1.6015625,3.2578125,0.0
-32721.373508601147,-10139.300760340177,113.7,1721193906.245,1.6015625,3.2578125,0.0
